source_record_id,function_code,function_name,tool_product,vendor,classification,canonical_capability_pattern,deep_anchor_products,architecture_treatment,status,verified_date
MTR-0201,F19,Legal & Corporate Secretariat,Sirion,Sirion,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0202,F19,Legal & Corporate Secretariat,Evisort,Evisort,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0203,F19,Legal & Corporate Secretariat,Thomson Reuters HighQ,Thomson Reuters,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0204,F19,Legal & Corporate Secretariat,Litera,Litera,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0205,F19,Legal & Corporate Secretariat,Diligent Entities,Diligent,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0206,F19,Legal & Corporate Secretariat,Athennian,Athennian,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0207,F19,Legal & Corporate Secretariat,DocuSign eSignature,DocuSign,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0208,F20,"Risk, Compliance, Internal Control & Audit",MetricStream,MetricStream,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0209,F20,"Risk, Compliance, Internal Control & Audit",AuditBoard,AuditBoard,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0210,F20,"Risk, Compliance, Internal Control & Audit",Diligent One,Diligent,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0211,F20,"Risk, Compliance, Internal Control & Audit",ServiceNow Integrated Risk Management,ServiceNow,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0212,F20,"Risk, Compliance, Internal Control & Audit",Archer,Archer,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0213,F20,"Risk, Compliance, Internal Control & Audit",LogicGate,LogicGate,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0214,F20,"Risk, Compliance, Internal Control & Audit",Workiva,Workiva,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0215,F20,"Risk, Compliance, Internal Control & Audit",NAVEX One,NAVEX,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0216,F20,"Risk, Compliance, Internal Control & Audit",Riskonnect,Riskonnect,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0217,F20,"Risk, Compliance, Internal Control & Audit",Resolver,Resolver,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0218,F21,Privacy & Information Governance,OneTrust,OneTrust,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0219,F21,Privacy & Information Governance,TrustArc,TrustArc,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0220,F21,Privacy & Information Governance,BigID,BigID,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0221,F21,Privacy & Information Governance,Microsoft Purview,Microsoft,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0222,F21,Privacy & Information Governance,Securiti,Securiti,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0223,F21,Privacy & Information Governance,Collibra,Collibra,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0224,F21,Privacy & Information Governance,Transcend,Transcend,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0225,F21,Privacy & Information Governance,DataGrail,DataGrail,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0226,F22,"Property, Facilities & Physical Assets",IBM Maximo Application Suite,IBM,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0227,F22,"Property, Facilities & Physical Assets",Planon IWMS,Planon,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0228,F22,"Property, Facilities & Physical Assets",MRI Software,MRI Software,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0229,F22,"Property, Facilities & Physical Assets",Eptura / Archibus,Eptura,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0230,F22,"Property, Facilities & Physical Assets",Spacewell,Spacewell,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0231,F22,"Property, Facilities & Physical Assets",IFS Cloud / EAM,IFS,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0232,F22,"Property, Facilities & Physical Assets",SAP Asset Management,SAP,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0233,F22,"Property, Facilities & Physical Assets",Oracle Maintenance,Oracle,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0234,F22,"Property, Facilities & Physical Assets",HxGN EAM,Hexagon,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0235,F22,"Property, Facilities & Physical Assets",Bentley AssetWise,Bentley Systems,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0236,F22,"Property, Facilities & Physical Assets",UpKeep,UpKeep,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0237,F22,"Property, Facilities & Physical Assets",Fiix,Fiix,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0238,F23,"Health, Safety, Environment & Sustainability",Intelex,Intelex,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0239,F23,"Health, Safety, Environment & Sustainability",Enablon,Enablon,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0240,F23,"Health, Safety, Environment & Sustainability",Sphera,Sphera,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0241,F23,"Health, Safety, Environment & Sustainability",Cority,Cority,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0242,F23,"Health, Safety, Environment & Sustainability",EcoOnline,EcoOnline,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0243,F23,"Health, Safety, Environment & Sustainability",Quentic,Quentic,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0244,F23,"Health, Safety, Environment & Sustainability",VelocityEHS,VelocityEHS,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0245,F23,"Health, Safety, Environment & Sustainability",Evotix,Evotix,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0246,F23,"Health, Safety, Environment & Sustainability",SafetyCulture,SafetyCulture,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0247,F23,"Health, Safety, Environment & Sustainability",SAP Sustainability,SAP,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0248,F23,"Health, Safety, Environment & Sustainability",Persefoni,Persefoni,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0249,F23,"Health, Safety, Environment & Sustainability",Watershed,Watershed,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0250,F23,"Health, Safety, Environment & Sustainability",Sweep,Sweep,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0251,F23,"Health, Safety, Environment & Sustainability",One Click LCA,One Click LCA,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0252,F24,"Business Continuity, Crisis & Physical Security",Fusion Risk Management,Fusion Risk Management,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0253,F24,"Business Continuity, Crisis & Physical Security",Everbridge,Everbridge,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0254,F24,"Business Continuity, Crisis & Physical Security",Riskonnect,Riskonnect,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0255,F24,"Business Continuity, Crisis & Physical Security",Resolver,Resolver,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0256,F24,"Business Continuity, Crisis & Physical Security",Noggin,Noggin,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0257,F24,"Business Continuity, Crisis & Physical Security",AlertMedia,AlertMedia,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0258,F24,"Business Continuity, Crisis & Physical Security",OnSolve,OnSolve,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0259,F24,"Business Continuity, Crisis & Physical Security",Genetec Security Center,Genetec,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0260,F24,"Business Continuity, Crisis & Physical Security",LenelS2 OnGuard,LenelS2,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0261,F24,"Business Continuity, Crisis & Physical Security",Milestone XProtect,Milestone Systems,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0262,F24,"Business Continuity, Crisis & Physical Security",Verkada,Verkada,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0263,F25,"Communications, Public Affairs & Investor Relations",Cision,Cision,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0264,F25,"Communications, Public Affairs & Investor Relations",Meltwater,Meltwater,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0265,F25,"Communications, Public Affairs & Investor Relations",Sprinklr,Sprinklr,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0266,F25,"Communications, Public Affairs & Investor Relations",Brandwatch,Brandwatch,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0267,F25,"Communications, Public Affairs & Investor Relations",Hootsuite,Hootsuite,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0268,F25,"Communications, Public Affairs & Investor Relations",Q4,Q4,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0269,F25,"Communications, Public Affairs & Investor Relations",Workiva,Workiva,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0270,F25,"Communications, Public Affairs & Investor Relations",Notified,Notified,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0271,F25,"Communications, Public Affairs & Investor Relations",Onclusive,Onclusive,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0272,F26,"Knowledge, Document & Records Management",Microsoft 365 / SharePoint / Purview,Microsoft,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0273,F26,"Knowledge, Document & Records Management",OpenText Content Management,OpenText,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0274,F26,"Knowledge, Document & Records Management",M-Files,M-Files,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0275,F26,"Knowledge, Document & Records Management",Box,Box,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0276,F26,"Knowledge, Document & Records Management",Egnyte,Egnyte,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0277,F26,"Knowledge, Document & Records Management",Atlassian Confluence,Atlassian,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0278,F26,"Knowledge, Document & Records Management",Google Workspace / Drive,Google,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0279,F26,"Knowledge, Document & Records Management",Laserfiche,Laserfiche,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0280,F26,"Knowledge, Document & Records Management",Hyland OnBase,Hyland,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0281,F26,"Knowledge, Document & Records Management",DocuWare,DocuWare,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0282,F26,"Knowledge, Document & Records Management",Autodesk Docs,Autodesk,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0283,F26,"Knowledge, Document & Records Management",Oracle Aconex,Oracle,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0284,F26,"Knowledge, Document & Records Management",Asite,Asite,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0285,F26,"Knowledge, Document & Records Management",Bentley ProjectWise,Bentley Systems,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0286,F26,"Knowledge, Document & Records Management",Trimble Connect,Trimble,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0287,F26,"Knowledge, Document & Records Management",Viewpoint for Projects,Viewpoint,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0288,F26,"Knowledge, Document & Records Management",Dalux Box,Dalux,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0289,F27,"Portfolio, Programme & Project Management",Oracle Primavera P6,Oracle,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0290,F27,"Portfolio, Programme & Project Management",Oracle Primavera Cloud,Oracle,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0291,F27,"Portfolio, Programme & Project Management",Oracle Primavera Unifier,Oracle,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0292,F27,"Portfolio, Programme & Project Management",Microsoft Project / Planner,Microsoft,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0293,F27,"Portfolio, Programme & Project Management",Planview,Planview,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0294,F27,"Portfolio, Programme & Project Management",Smartsheet,Smartsheet,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0295,F27,"Portfolio, Programme & Project Management",Procore,Procore,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0296,F27,"Portfolio, Programme & Project Management",Autodesk Build,Autodesk,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0297,F27,"Portfolio, Programme & Project Management",Asite,Asite,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0298,F27,"Portfolio, Programme & Project Management",Trimble ProjectSight,Trimble,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0299,F27,"Portfolio, Programme & Project Management",Asta Powerproject,Elecosoft,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0300,F27,"Portfolio, Programme & Project Management",Bentley SYNCHRO,Bentley Systems,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0301,F27,"Portfolio, Programme & Project Management",Hexagon EcoSys,Hexagon,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0302,F27,"Portfolio, Programme & Project Management",Safran Project,Safran,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0303,F27,"Portfolio, Programme & Project Management",Deltek Cobra,Deltek,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0304,F27,"Portfolio, Programme & Project Management",monday.com,monday.com,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0305,F27,"Portfolio, Programme & Project Management",Wrike,Wrike,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0306,F28,Change & Transformation Management,Planview,Planview,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0307,F28,Change & Transformation Management,ServiceNow Strategic Portfolio Management,ServiceNow,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0308,F28,Change & Transformation Management,WalkMe,WalkMe,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0309,F28,Change & Transformation Management,Whatfix,Whatfix,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0310,F28,Change & Transformation Management,Smartsheet,Smartsheet,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0311,F28,Change & Transformation Management,Jira,Atlassian,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0312,F28,Change & Transformation Management,monday.com,monday.com,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0313,F28,Change & Transformation Management,Miro,Miro,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0314,F28,Change & Transformation Management,KaiNexus,KaiNexus,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0315,F29,Business Process & Continuous Improvement,SAP Signavio,SAP,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0316,F29,Business Process & Continuous Improvement,Celonis,Celonis,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0317,F29,Business Process & Continuous Improvement,ARIS,Software AG,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0318,F29,Business Process & Continuous Improvement,Nintex,Nintex,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0319,F29,Business Process & Continuous Improvement,UiPath Process Mining,UiPath,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0320,F29,Business Process & Continuous Improvement,Microsoft Power Automate Process Mining,Microsoft,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0321,F29,Business Process & Continuous Improvement,Bizagi,Bizagi,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0322,F29,Business Process & Continuous Improvement,Appian,Appian,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0323,F29,Business Process & Continuous Improvement,Camunda,Camunda,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0324,F29,Business Process & Continuous Improvement,IBM Blueworks Live,IBM,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0325,F29,Business Process & Continuous Improvement,ProcessMaker,ProcessMaker,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
MTR-0326,F29,Business Process & Continuous Improvement,Kissflow,Kissflow,RESEARCH_PENDING,,,Deep module/task research not yet started for this Function × Product relationship.,RESEARCH_PENDING,2026-09-21
