record_id,function_code,function_name,market_layer,market_category,vendor,product_or_suite,job_profile_ids,job_tasks,work_products,module_or_tool,source_url,verified_date,research_status
MTR-0222,F21,Privacy & Information Governance,ENTERPRISE_FUNCTION,"Privacy operations, consent, data mapping, DPIA, DSAR, retention, data-use governance and information protection",Securiti,Securiti,,,,,https://securiti.ai/,2026-09-21,DISCOVERY_SEED
MTR-0223,F21,Privacy & Information Governance,ENTERPRISE_FUNCTION,"Privacy operations, consent, data mapping, DPIA, DSAR, retention, data-use governance and information protection",Collibra,Collibra,,,,,https://www.collibra.com/,2026-09-21,DISCOVERY_SEED
MTR-0224,F21,Privacy & Information Governance,ENTERPRISE_FUNCTION,"Privacy operations, consent, data mapping, DPIA, DSAR, retention, data-use governance and information protection",Transcend,Transcend,,,,,https://transcend.io/,2026-09-21,DISCOVERY_SEED
MTR-0225,F21,Privacy & Information Governance,ENTERPRISE_FUNCTION,"Privacy operations, consent, data mapping, DPIA, DSAR, retention, data-use governance and information protection",DataGrail,DataGrail,,,,,https://www.datagrail.io/,2026-09-21,DISCOVERY_SEED
MTR-0226,F22,"Property, Facilities & Physical Assets",ENTERPRISE_FUNCTION,"Property, space, lease, facilities, asset register, maintenance, work orders, lifecycle and field service",IBM,IBM Maximo Application Suite,,,,,https://www.ibm.com/,2026-09-21,DISCOVERY_SEED
MTR-0227,F22,"Property, Facilities & Physical Assets",ENTERPRISE_FUNCTION,"Property, space, lease, facilities, asset register, maintenance, work orders, lifecycle and field service",Planon,Planon IWMS,,,,,https://planonsoftware.com/uk/software/iwms/,2026-09-21,DISCOVERY_SEED
MTR-0228,F22,"Property, Facilities & Physical Assets",ENTERPRISE_FUNCTION,"Property, space, lease, facilities, asset register, maintenance, work orders, lifecycle and field service",MRI Software,MRI Software,,,,,https://www.mrisoftware.com/,2026-09-21,DISCOVERY_SEED
MTR-0229,F22,"Property, Facilities & Physical Assets",ENTERPRISE_FUNCTION,"Property, space, lease, facilities, asset register, maintenance, work orders, lifecycle and field service",Eptura,Eptura / Archibus,,,,,https://eptura.com/,2026-09-21,DISCOVERY_SEED
MTR-0230,F22,"Property, Facilities & Physical Assets",ENTERPRISE_FUNCTION,"Property, space, lease, facilities, asset register, maintenance, work orders, lifecycle and field service",Spacewell,Spacewell,,,,,https://spacewell.com/,2026-09-21,DISCOVERY_SEED
MTR-0231,F22,"Property, Facilities & Physical Assets",ENTERPRISE_FUNCTION,"Property, space, lease, facilities, asset register, maintenance, work orders, lifecycle and field service",IFS,IFS Cloud / EAM,,,,,https://www.ifs.com/,2026-09-21,DISCOVERY_SEED
MTR-0232,F22,"Property, Facilities & Physical Assets",ENTERPRISE_FUNCTION,"Property, space, lease, facilities, asset register, maintenance, work orders, lifecycle and field service",SAP,SAP Asset Management,,,,,https://www.sap.com/products.html,2026-09-21,DISCOVERY_SEED
MTR-0233,F22,"Property, Facilities & Physical Assets",ENTERPRISE_FUNCTION,"Property, space, lease, facilities, asset register, maintenance, work orders, lifecycle and field service",Oracle,Oracle Maintenance,,,,,https://www.oracle.com/,2026-09-21,DISCOVERY_SEED
MTR-0234,F22,"Property, Facilities & Physical Assets",ENTERPRISE_FUNCTION,"Property, space, lease, facilities, asset register, maintenance, work orders, lifecycle and field service",Hexagon,HxGN EAM,,,,,https://hexagon.com/,2026-09-21,DISCOVERY_SEED
MTR-0235,F22,"Property, Facilities & Physical Assets",ENTERPRISE_FUNCTION,"Property, space, lease, facilities, asset register, maintenance, work orders, lifecycle and field service",Bentley Systems,Bentley AssetWise,,,,,https://www.bentley.com/,2026-09-21,DISCOVERY_SEED
MTR-0236,F22,"Property, Facilities & Physical Assets",ENTERPRISE_FUNCTION,"Property, space, lease, facilities, asset register, maintenance, work orders, lifecycle and field service",UpKeep,UpKeep,,,,,https://upkeep.com/,2026-09-21,DISCOVERY_SEED
MTR-0237,F22,"Property, Facilities & Physical Assets",ENTERPRISE_FUNCTION,"Property, space, lease, facilities, asset register, maintenance, work orders, lifecycle and field service",Fiix,Fiix,,,,,https://fiixsoftware.com/,2026-09-21,DISCOVERY_SEED
MTR-0238,F23,"Health, Safety, Environment & Sustainability",ENTERPRISE_FUNCTION,"H&S, incidents, inspections, permits, environmental compliance, ESG, carbon, energy and sustainability",Intelex,Intelex,,,,,https://www.intelex.com/,2026-09-21,DISCOVERY_SEED
MTR-0239,F23,"Health, Safety, Environment & Sustainability",ENTERPRISE_FUNCTION,"H&S, incidents, inspections, permits, environmental compliance, ESG, carbon, energy and sustainability",Enablon,Enablon,,,,,https://www.wolterskluwer.com/en/solutions/enablon,2026-09-21,DISCOVERY_SEED
MTR-0240,F23,"Health, Safety, Environment & Sustainability",ENTERPRISE_FUNCTION,"H&S, incidents, inspections, permits, environmental compliance, ESG, carbon, energy and sustainability",Sphera,Sphera,,,,,https://sphera.com/,2026-09-21,DISCOVERY_SEED
MTR-0241,F23,"Health, Safety, Environment & Sustainability",ENTERPRISE_FUNCTION,"H&S, incidents, inspections, permits, environmental compliance, ESG, carbon, energy and sustainability",Cority,Cority,,,,,https://www.cority.com/,2026-09-21,DISCOVERY_SEED
MTR-0242,F23,"Health, Safety, Environment & Sustainability",ENTERPRISE_FUNCTION,"H&S, incidents, inspections, permits, environmental compliance, ESG, carbon, energy and sustainability",EcoOnline,EcoOnline,,,,,https://www.ecoonline.com/,2026-09-21,DISCOVERY_SEED
MTR-0243,F23,"Health, Safety, Environment & Sustainability",ENTERPRISE_FUNCTION,"H&S, incidents, inspections, permits, environmental compliance, ESG, carbon, energy and sustainability",Quentic,Quentic,,,,,https://www.quentic.com/,2026-09-21,DISCOVERY_SEED
MTR-0244,F23,"Health, Safety, Environment & Sustainability",ENTERPRISE_FUNCTION,"H&S, incidents, inspections, permits, environmental compliance, ESG, carbon, energy and sustainability",VelocityEHS,VelocityEHS,,,,,https://www.ehs.com/,2026-09-21,DISCOVERY_SEED
MTR-0245,F23,"Health, Safety, Environment & Sustainability",ENTERPRISE_FUNCTION,"H&S, incidents, inspections, permits, environmental compliance, ESG, carbon, energy and sustainability",Evotix,Evotix,,,,,https://www.evotix.com/,2026-09-21,DISCOVERY_SEED
MTR-0246,F23,"Health, Safety, Environment & Sustainability",ENTERPRISE_FUNCTION,"H&S, incidents, inspections, permits, environmental compliance, ESG, carbon, energy and sustainability",SafetyCulture,SafetyCulture,,,,,https://safetyculture.com/,2026-09-21,DISCOVERY_SEED
MTR-0247,F23,"Health, Safety, Environment & Sustainability",ENTERPRISE_FUNCTION,"H&S, incidents, inspections, permits, environmental compliance, ESG, carbon, energy and sustainability",SAP,SAP Sustainability,,,,,https://www.sap.com/products.html,2026-09-21,DISCOVERY_SEED
MTR-0248,F23,"Health, Safety, Environment & Sustainability",ENTERPRISE_FUNCTION,"H&S, incidents, inspections, permits, environmental compliance, ESG, carbon, energy and sustainability",Persefoni,Persefoni,,,,,https://www.persefoni.com/,2026-09-21,DISCOVERY_SEED
MTR-0249,F23,"Health, Safety, Environment & Sustainability",ENTERPRISE_FUNCTION,"H&S, incidents, inspections, permits, environmental compliance, ESG, carbon, energy and sustainability",Watershed,Watershed,,,,,https://watershed.com/,2026-09-21,DISCOVERY_SEED
MTR-0250,F23,"Health, Safety, Environment & Sustainability",ENTERPRISE_FUNCTION,"H&S, incidents, inspections, permits, environmental compliance, ESG, carbon, energy and sustainability",Sweep,Sweep,,,,,https://www.sweep.net/,2026-09-21,DISCOVERY_SEED
MTR-0251,F23,"Health, Safety, Environment & Sustainability",ENTERPRISE_FUNCTION,"H&S, incidents, inspections, permits, environmental compliance, ESG, carbon, energy and sustainability",One Click LCA,One Click LCA,,,,,https://oneclicklca.com/,2026-09-21,DISCOVERY_SEED
MTR-0252,F24,"Business Continuity, Crisis & Physical Security",ENTERPRISE_FUNCTION,"BCM, resilience, crisis management, emergency notification and physical security operations",Fusion Risk Management,Fusion Risk Management,,,,,https://www.fusionrm.com/,2026-09-21,DISCOVERY_SEED
MTR-0253,F24,"Business Continuity, Crisis & Physical Security",ENTERPRISE_FUNCTION,"BCM, resilience, crisis management, emergency notification and physical security operations",Everbridge,Everbridge,,,,,https://www.everbridge.com/,2026-09-21,DISCOVERY_SEED
MTR-0254,F24,"Business Continuity, Crisis & Physical Security",ENTERPRISE_FUNCTION,"BCM, resilience, crisis management, emergency notification and physical security operations",Riskonnect,Riskonnect,,,,,https://riskonnect.com/,2026-09-21,DISCOVERY_SEED
MTR-0255,F24,"Business Continuity, Crisis & Physical Security",ENTERPRISE_FUNCTION,"BCM, resilience, crisis management, emergency notification and physical security operations",Resolver,Resolver,,,,,https://www.resolver.com/,2026-09-21,DISCOVERY_SEED
MTR-0256,F24,"Business Continuity, Crisis & Physical Security",ENTERPRISE_FUNCTION,"BCM, resilience, crisis management, emergency notification and physical security operations",Noggin,Noggin,,,,,https://www.noggin.io/,2026-09-21,DISCOVERY_SEED
MTR-0257,F24,"Business Continuity, Crisis & Physical Security",ENTERPRISE_FUNCTION,"BCM, resilience, crisis management, emergency notification and physical security operations",AlertMedia,AlertMedia,,,,,https://www.alertmedia.com/,2026-09-21,DISCOVERY_SEED
MTR-0258,F24,"Business Continuity, Crisis & Physical Security",ENTERPRISE_FUNCTION,"BCM, resilience, crisis management, emergency notification and physical security operations",OnSolve,OnSolve,,,,,https://www.onsolve.com/,2026-09-21,DISCOVERY_SEED
MTR-0259,F24,"Business Continuity, Crisis & Physical Security",ENTERPRISE_FUNCTION,"BCM, resilience, crisis management, emergency notification and physical security operations",Genetec,Genetec Security Center,,,,,https://www.genetec.com/,2026-09-21,DISCOVERY_SEED
MTR-0260,F24,"Business Continuity, Crisis & Physical Security",ENTERPRISE_FUNCTION,"BCM, resilience, crisis management, emergency notification and physical security operations",LenelS2,LenelS2 OnGuard,,,,,https://www.lenels2.com/,2026-09-21,DISCOVERY_SEED
MTR-0261,F24,"Business Continuity, Crisis & Physical Security",ENTERPRISE_FUNCTION,"BCM, resilience, crisis management, emergency notification and physical security operations",Milestone Systems,Milestone XProtect,,,,,https://www.milestonesys.com/,2026-09-21,DISCOVERY_SEED
MTR-0262,F24,"Business Continuity, Crisis & Physical Security",ENTERPRISE_FUNCTION,"BCM, resilience, crisis management, emergency notification and physical security operations",Verkada,Verkada,,,,,https://www.verkada.com/,2026-09-21,DISCOVERY_SEED
MTR-0263,F25,"Communications, Public Affairs & Investor Relations",ENTERPRISE_FUNCTION,"Media monitoring, communications, public affairs, social, investor communications, earnings and disclosure",Cision,Cision,,,,,https://www.cision.com/,2026-09-21,DISCOVERY_SEED
MTR-0264,F25,"Communications, Public Affairs & Investor Relations",ENTERPRISE_FUNCTION,"Media monitoring, communications, public affairs, social, investor communications, earnings and disclosure",Meltwater,Meltwater,,,,,https://www.meltwater.com/,2026-09-21,DISCOVERY_SEED
MTR-0265,F25,"Communications, Public Affairs & Investor Relations",ENTERPRISE_FUNCTION,"Media monitoring, communications, public affairs, social, investor communications, earnings and disclosure",Sprinklr,Sprinklr,,,,,https://www.sprinklr.com/,2026-09-21,DISCOVERY_SEED
MTR-0266,F25,"Communications, Public Affairs & Investor Relations",ENTERPRISE_FUNCTION,"Media monitoring, communications, public affairs, social, investor communications, earnings and disclosure",Brandwatch,Brandwatch,,,,,https://www.brandwatch.com/,2026-09-21,DISCOVERY_SEED
MTR-0267,F25,"Communications, Public Affairs & Investor Relations",ENTERPRISE_FUNCTION,"Media monitoring, communications, public affairs, social, investor communications, earnings and disclosure",Hootsuite,Hootsuite,,,,,https://www.hootsuite.com/,2026-09-21,DISCOVERY_SEED
MTR-0268,F25,"Communications, Public Affairs & Investor Relations",ENTERPRISE_FUNCTION,"Media monitoring, communications, public affairs, social, investor communications, earnings and disclosure",Q4,Q4,,,,,https://www.q4inc.com/,2026-09-21,DISCOVERY_SEED
MTR-0269,F25,"Communications, Public Affairs & Investor Relations",ENTERPRISE_FUNCTION,"Media monitoring, communications, public affairs, social, investor communications, earnings and disclosure",Workiva,Workiva,,,,,https://www.workiva.com/,2026-09-21,DISCOVERY_SEED
MTR-0270,F25,"Communications, Public Affairs & Investor Relations",ENTERPRISE_FUNCTION,"Media monitoring, communications, public affairs, social, investor communications, earnings and disclosure",Notified,Notified,,,,,https://www.notified.com/,2026-09-21,DISCOVERY_SEED
MTR-0271,F25,"Communications, Public Affairs & Investor Relations",ENTERPRISE_FUNCTION,"Media monitoring, communications, public affairs, social, investor communications, earnings and disclosure",Onclusive,Onclusive,,,,,https://onclusive.com/,2026-09-21,DISCOVERY_SEED
MTR-0272,F26,"Knowledge, Document & Records Management",ENTERPRISE_FUNCTION,"Knowledge, content, document control, records, retention, collaboration, engineering information and CDE",Microsoft,Microsoft 365 / SharePoint / Purview,,,,,https://www.microsoft.com/en-us/dynamics-365,2026-09-21,DISCOVERY_SEED
MTR-0273,F26,"Knowledge, Document & Records Management",ENTERPRISE_FUNCTION,"Knowledge, content, document control, records, retention, collaboration, engineering information and CDE",OpenText,OpenText Content Management,,,,,https://www.opentext.com/uk/products/core-content-management,2026-09-21,DISCOVERY_SEED
MTR-0274,F26,"Knowledge, Document & Records Management",ENTERPRISE_FUNCTION,"Knowledge, content, document control, records, retention, collaboration, engineering information and CDE",M-Files,M-Files,,,,,https://www.m-files.com/,2026-09-21,DISCOVERY_SEED
MTR-0275,F26,"Knowledge, Document & Records Management",ENTERPRISE_FUNCTION,"Knowledge, content, document control, records, retention, collaboration, engineering information and CDE",Box,Box,,,,,https://www.box.com/,2026-09-21,DISCOVERY_SEED
MTR-0276,F26,"Knowledge, Document & Records Management",ENTERPRISE_FUNCTION,"Knowledge, content, document control, records, retention, collaboration, engineering information and CDE",Egnyte,Egnyte,,,,,https://www.egnyte.com/,2026-09-21,DISCOVERY_SEED
MTR-0277,F26,"Knowledge, Document & Records Management",ENTERPRISE_FUNCTION,"Knowledge, content, document control, records, retention, collaboration, engineering information and CDE",Atlassian,Atlassian Confluence,,,,,https://www.atlassian.com/,2026-09-21,DISCOVERY_SEED
MTR-0278,F26,"Knowledge, Document & Records Management",ENTERPRISE_FUNCTION,"Knowledge, content, document control, records, retention, collaboration, engineering information and CDE",Google,Google Workspace / Drive,,,,,https://cloud.google.com/looker,2026-09-21,DISCOVERY_SEED
MTR-0279,F26,"Knowledge, Document & Records Management",ENTERPRISE_FUNCTION,"Knowledge, content, document control, records, retention, collaboration, engineering information and CDE",Laserfiche,Laserfiche,,,,,https://www.laserfiche.com/,2026-09-21,DISCOVERY_SEED
MTR-0280,F26,"Knowledge, Document & Records Management",ENTERPRISE_FUNCTION,"Knowledge, content, document control, records, retention, collaboration, engineering information and CDE",Hyland,Hyland OnBase,,,,,https://www.hyland.com/,2026-09-21,DISCOVERY_SEED
MTR-0281,F26,"Knowledge, Document & Records Management",ENTERPRISE_FUNCTION,"Knowledge, content, document control, records, retention, collaboration, engineering information and CDE",DocuWare,DocuWare,,,,,https://start.docuware.com/,2026-09-21,DISCOVERY_SEED
MTR-0282,F26,"Knowledge, Document & Records Management",ENTERPRISE_FUNCTION,"Knowledge, content, document control, records, retention, collaboration, engineering information and CDE",Autodesk,Autodesk Docs,,,,,https://www.autodesk.com/,2026-09-21,DISCOVERY_SEED
MTR-0283,F26,"Knowledge, Document & Records Management",ENTERPRISE_FUNCTION,"Knowledge, content, document control, records, retention, collaboration, engineering information and CDE",Oracle,Oracle Aconex,,,,,https://www.oracle.com/,2026-09-21,DISCOVERY_SEED
MTR-0284,F26,"Knowledge, Document & Records Management",ENTERPRISE_FUNCTION,"Knowledge, content, document control, records, retention, collaboration, engineering information and CDE",Asite,Asite,,,,,https://www.asite.com/,2026-09-21,DISCOVERY_SEED
MTR-0285,F26,"Knowledge, Document & Records Management",ENTERPRISE_FUNCTION,"Knowledge, content, document control, records, retention, collaboration, engineering information and CDE",Bentley Systems,Bentley ProjectWise,,,,,https://www.bentley.com/,2026-09-21,DISCOVERY_SEED
MTR-0286,F26,"Knowledge, Document & Records Management",ENTERPRISE_FUNCTION,"Knowledge, content, document control, records, retention, collaboration, engineering information and CDE",Trimble,Trimble Connect,,,,,https://www.trimble.com/,2026-09-21,DISCOVERY_SEED
MTR-0287,F26,"Knowledge, Document & Records Management",ENTERPRISE_FUNCTION,"Knowledge, content, document control, records, retention, collaboration, engineering information and CDE",Viewpoint,Viewpoint for Projects,,,,,,2026-09-21,DISCOVERY_SEED
MTR-0288,F26,"Knowledge, Document & Records Management",ENTERPRISE_FUNCTION,"Knowledge, content, document control, records, retention, collaboration, engineering information and CDE",Dalux,Dalux Box,,,,,https://www.dalux.com/,2026-09-21,DISCOVERY_SEED
MTR-0289,F27,"Portfolio, Programme & Project Management",ENTERPRISE_FUNCTION,"Portfolio, programme, project, scheduling, cost, resources, controls, delivery, collaboration and capital projects",Oracle,Oracle Primavera P6,,,,,https://www.oracle.com/,2026-09-21,DISCOVERY_SEED
MTR-0290,F27,"Portfolio, Programme & Project Management",ENTERPRISE_FUNCTION,"Portfolio, programme, project, scheduling, cost, resources, controls, delivery, collaboration and capital projects",Oracle,Oracle Primavera Cloud,,,,,https://www.oracle.com/,2026-09-21,DISCOVERY_SEED
MTR-0291,F27,"Portfolio, Programme & Project Management",ENTERPRISE_FUNCTION,"Portfolio, programme, project, scheduling, cost, resources, controls, delivery, collaboration and capital projects",Oracle,Oracle Primavera Unifier,,,,,https://www.oracle.com/,2026-09-21,DISCOVERY_SEED
MTR-0292,F27,"Portfolio, Programme & Project Management",ENTERPRISE_FUNCTION,"Portfolio, programme, project, scheduling, cost, resources, controls, delivery, collaboration and capital projects",Microsoft,Microsoft Project / Planner,,,,,https://www.microsoft.com/en-us/dynamics-365,2026-09-21,DISCOVERY_SEED
MTR-0293,F27,"Portfolio, Programme & Project Management",ENTERPRISE_FUNCTION,"Portfolio, programme, project, scheduling, cost, resources, controls, delivery, collaboration and capital projects",Planview,Planview,,,,,https://www.planview.com/,2026-09-21,DISCOVERY_SEED
MTR-0294,F27,"Portfolio, Programme & Project Management",ENTERPRISE_FUNCTION,"Portfolio, programme, project, scheduling, cost, resources, controls, delivery, collaboration and capital projects",Smartsheet,Smartsheet,,,,,https://www.smartsheet.com/,2026-09-21,DISCOVERY_SEED
MTR-0295,F27,"Portfolio, Programme & Project Management",ENTERPRISE_FUNCTION,"Portfolio, programme, project, scheduling, cost, resources, controls, delivery, collaboration and capital projects",Procore,Procore,,,,,https://www.procore.com/,2026-09-21,DISCOVERY_SEED
MTR-0296,F27,"Portfolio, Programme & Project Management",ENTERPRISE_FUNCTION,"Portfolio, programme, project, scheduling, cost, resources, controls, delivery, collaboration and capital projects",Autodesk,Autodesk Build,,,,,https://www.autodesk.com/,2026-09-21,DISCOVERY_SEED
MTR-0297,F27,"Portfolio, Programme & Project Management",ENTERPRISE_FUNCTION,"Portfolio, programme, project, scheduling, cost, resources, controls, delivery, collaboration and capital projects",Asite,Asite,,,,,https://www.asite.com/,2026-09-21,DISCOVERY_SEED
MTR-0298,F27,"Portfolio, Programme & Project Management",ENTERPRISE_FUNCTION,"Portfolio, programme, project, scheduling, cost, resources, controls, delivery, collaboration and capital projects",Trimble,Trimble ProjectSight,,,,,https://www.trimble.com/,2026-09-21,DISCOVERY_SEED
MTR-0299,F27,"Portfolio, Programme & Project Management",ENTERPRISE_FUNCTION,"Portfolio, programme, project, scheduling, cost, resources, controls, delivery, collaboration and capital projects",Elecosoft,Asta Powerproject,,,,,https://www.elecosoft.com/,2026-09-21,DISCOVERY_SEED
MTR-0300,F27,"Portfolio, Programme & Project Management",ENTERPRISE_FUNCTION,"Portfolio, programme, project, scheduling, cost, resources, controls, delivery, collaboration and capital projects",Bentley Systems,Bentley SYNCHRO,,,,,https://www.bentley.com/,2026-09-21,DISCOVERY_SEED
MTR-0301,F27,"Portfolio, Programme & Project Management",ENTERPRISE_FUNCTION,"Portfolio, programme, project, scheduling, cost, resources, controls, delivery, collaboration and capital projects",Hexagon,Hexagon EcoSys,,,,,https://hexagon.com/,2026-09-21,DISCOVERY_SEED
MTR-0302,F27,"Portfolio, Programme & Project Management",ENTERPRISE_FUNCTION,"Portfolio, programme, project, scheduling, cost, resources, controls, delivery, collaboration and capital projects",Safran,Safran Project,,,,,https://www.safran.com/,2026-09-21,DISCOVERY_SEED
MTR-0303,F27,"Portfolio, Programme & Project Management",ENTERPRISE_FUNCTION,"Portfolio, programme, project, scheduling, cost, resources, controls, delivery, collaboration and capital projects",Deltek,Deltek Cobra,,,,,https://www.deltek.com/,2026-09-21,DISCOVERY_SEED
MTR-0304,F27,"Portfolio, Programme & Project Management",ENTERPRISE_FUNCTION,"Portfolio, programme, project, scheduling, cost, resources, controls, delivery, collaboration and capital projects",monday.com,monday.com,,,,,https://monday.com/,2026-09-21,DISCOVERY_SEED
MTR-0305,F27,"Portfolio, Programme & Project Management",ENTERPRISE_FUNCTION,"Portfolio, programme, project, scheduling, cost, resources, controls, delivery, collaboration and capital projects",Wrike,Wrike,,,,,https://www.wrike.com/,2026-09-21,DISCOVERY_SEED
MTR-0306,F28,Change & Transformation Management,ENTERPRISE_FUNCTION,"Transformation portfolios, organisational change, adoption, readiness, communications, benefits and execution",Planview,Planview,,,,,https://www.planview.com/,2026-09-21,DISCOVERY_SEED
MTR-0307,F28,Change & Transformation Management,ENTERPRISE_FUNCTION,"Transformation portfolios, organisational change, adoption, readiness, communications, benefits and execution",ServiceNow,ServiceNow Strategic Portfolio Management,,,,,https://www.servicenow.com/,2026-09-21,DISCOVERY_SEED
MTR-0308,F28,Change & Transformation Management,ENTERPRISE_FUNCTION,"Transformation portfolios, organisational change, adoption, readiness, communications, benefits and execution",WalkMe,WalkMe,,,,,https://www.walkme.com/,2026-09-21,DISCOVERY_SEED
MTR-0309,F28,Change & Transformation Management,ENTERPRISE_FUNCTION,"Transformation portfolios, organisational change, adoption, readiness, communications, benefits and execution",Whatfix,Whatfix,,,,,https://whatfix.com/,2026-09-21,DISCOVERY_SEED
MTR-0310,F28,Change & Transformation Management,ENTERPRISE_FUNCTION,"Transformation portfolios, organisational change, adoption, readiness, communications, benefits and execution",Smartsheet,Smartsheet,,,,,https://www.smartsheet.com/,2026-09-21,DISCOVERY_SEED
MTR-0311,F28,Change & Transformation Management,ENTERPRISE_FUNCTION,"Transformation portfolios, organisational change, adoption, readiness, communications, benefits and execution",Atlassian,Jira,,,,,https://www.atlassian.com/,2026-09-21,DISCOVERY_SEED
MTR-0312,F28,Change & Transformation Management,ENTERPRISE_FUNCTION,"Transformation portfolios, organisational change, adoption, readiness, communications, benefits and execution",monday.com,monday.com,,,,,https://monday.com/,2026-09-21,DISCOVERY_SEED
MTR-0313,F28,Change & Transformation Management,ENTERPRISE_FUNCTION,"Transformation portfolios, organisational change, adoption, readiness, communications, benefits and execution",Miro,Miro,,,,,https://miro.com/,2026-09-21,DISCOVERY_SEED
MTR-0314,F28,Change & Transformation Management,ENTERPRISE_FUNCTION,"Transformation portfolios, organisational change, adoption, readiness, communications, benefits and execution",KaiNexus,KaiNexus,,,,,https://www.kainexus.com/,2026-09-21,DISCOVERY_SEED
MTR-0315,F29,Business Process & Continuous Improvement,ENTERPRISE_FUNCTION,"Process modelling, mining, conformance, automation, workflow, value-stream and continuous improvement",SAP,SAP Signavio,,,,,https://www.sap.com/products.html,2026-09-21,DISCOVERY_SEED
MTR-0316,F29,Business Process & Continuous Improvement,ENTERPRISE_FUNCTION,"Process modelling, mining, conformance, automation, workflow, value-stream and continuous improvement",Celonis,Celonis,,,,,https://www.celonis.com/,2026-09-21,DISCOVERY_SEED
MTR-0317,F29,Business Process & Continuous Improvement,ENTERPRISE_FUNCTION,"Process modelling, mining, conformance, automation, workflow, value-stream and continuous improvement",Software AG,ARIS,,,,,https://www.aris.com/,2026-09-21,DISCOVERY_SEED
MTR-0318,F29,Business Process & Continuous Improvement,ENTERPRISE_FUNCTION,"Process modelling, mining, conformance, automation, workflow, value-stream and continuous improvement",Nintex,Nintex,,,,,https://www.nintex.com/,2026-09-21,DISCOVERY_SEED
MTR-0319,F29,Business Process & Continuous Improvement,ENTERPRISE_FUNCTION,"Process modelling, mining, conformance, automation, workflow, value-stream and continuous improvement",UiPath,UiPath Process Mining,,,,,https://www.uipath.com/,2026-09-21,DISCOVERY_SEED
MTR-0320,F29,Business Process & Continuous Improvement,ENTERPRISE_FUNCTION,"Process modelling, mining, conformance, automation, workflow, value-stream and continuous improvement",Microsoft,Microsoft Power Automate Process Mining,,,,,https://www.microsoft.com/en-us/dynamics-365,2026-09-21,DISCOVERY_SEED
MTR-0321,F29,Business Process & Continuous Improvement,ENTERPRISE_FUNCTION,"Process modelling, mining, conformance, automation, workflow, value-stream and continuous improvement",Bizagi,Bizagi,,,,,https://www.bizagi.com/,2026-09-21,DISCOVERY_SEED
MTR-0322,F29,Business Process & Continuous Improvement,ENTERPRISE_FUNCTION,"Process modelling, mining, conformance, automation, workflow, value-stream and continuous improvement",Appian,Appian,,,,,https://appian.com/,2026-09-21,DISCOVERY_SEED
MTR-0323,F29,Business Process & Continuous Improvement,ENTERPRISE_FUNCTION,"Process modelling, mining, conformance, automation, workflow, value-stream and continuous improvement",Camunda,Camunda,,,,,https://camunda.com/,2026-09-21,DISCOVERY_SEED
MTR-0324,F29,Business Process & Continuous Improvement,ENTERPRISE_FUNCTION,"Process modelling, mining, conformance, automation, workflow, value-stream and continuous improvement",IBM,IBM Blueworks Live,,,,,https://www.ibm.com/,2026-09-21,DISCOVERY_SEED
MTR-0325,F29,Business Process & Continuous Improvement,ENTERPRISE_FUNCTION,"Process modelling, mining, conformance, automation, workflow, value-stream and continuous improvement",ProcessMaker,ProcessMaker,,,,,https://www.processmaker.com/,2026-09-21,DISCOVERY_SEED
MTR-0326,F29,Business Process & Continuous Improvement,ENTERPRISE_FUNCTION,"Process modelling, mining, conformance, automation, workflow, value-stream and continuous improvement",Kissflow,Kissflow,,,,,https://kissflow.com/,2026-09-21,DISCOVERY_SEED
AEC-001,F05;F26;F27,Construction & Built Environment cross-functional,CBE_SPECIALIST,Architecture / BIM authoring,Autodesk,Revit,CBE-JP-003;CBE-JP-004;CBE-JP-005,BIM modelling; drawing production; schedules; design coordination,Models; drawings; schedules,,https://www.autodesk.com/products/revit/overview,2026-09-21,DISCOVERY_SEED
AEC-002,F05;F26;F27,Construction & Built Environment cross-functional,CBE_SPECIALIST,Architecture / BIM authoring,Graphisoft,Archicad,CBE-JP-003;CBE-JP-004;CBE-JP-005,BIM authoring; documentation; coordination,Models; drawings; schedules,,https://graphisoft.com/solutions/archicad,2026-09-21,DISCOVERY_SEED
AEC-003,F05;F26;F27,Construction & Built Environment cross-functional,CBE_SPECIALIST,Architecture / BIM authoring,Vectorworks,Vectorworks Architect,CBE-JP-003;CBE-JP-004;CBE-JP-005;CBE-JP-051,Design; BIM; drawing production,Models; drawings; schedules,,https://www.vectorworks.net/architect,2026-09-21,DISCOVERY_SEED
AEC-004,F05;F26;F27,Construction & Built Environment cross-functional,CBE_SPECIALIST,Civil / infrastructure design,Autodesk,Civil 3D,CBE-JP-018;CBE-JP-019,Civil design; surfaces; corridors; drainage; documentation,Civil models; drawings; quantities,,https://www.autodesk.com/products/civil-3d/overview,2026-09-21,DISCOVERY_SEED
AEC-005,F05;F26;F27,Construction & Built Environment cross-functional,CBE_SPECIALIST,Civil / infrastructure design,Bentley Systems,OpenRoads Designer,CBE-JP-018;CBE-JP-019,Road and civil infrastructure design,Models; alignments; drawings; quantities,,https://www.bentley.com/software/openroads-designer/,2026-09-21,DISCOVERY_SEED
AEC-006,F05;F26;F27,Construction & Built Environment cross-functional,CBE_SPECIALIST,Structural design / detailing,Trimble,Tekla Structures,,Structural BIM; detailing; constructability; fabrication information,Structural models; drawings; schedules; fabrication data,,https://www.tekla.com/products/tekla-structures,2026-09-21,DISCOVERY_SEED
