backlog_id,source_record_id,function_code,function_name,market_category,vendor,product_or_suite,product_module_or_workspace,exact_operation_or_task,input_objects_or_data,output_work_product,lifecycle_or_status_model,review_approval_authority,audit_evidence,integration_formats,nublox_native_requirement,verification_status,source_url,verified_date
ENT-MTB-0169,MTR-0169,F17,"Data, Analytics & AI","Data governance, architecture, MDM, engineering, BI, analytics, data science, AI, catalogues and lifecycle",Snowflake,Snowflake,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native governed capability for Data governance, architecture, MDM, engineering, BI, analytics, data science, AI, catalogues and lifecycle, with structured business objects, lifecycle/status, responsibility/authority, review/approval, audit evidence, reporting and integration semantics appropriate to F17 Data, Analytics & AI.",RESEARCH_PENDING,https://www.snowflake.com/,2026-09-21
ENT-MTB-0170,MTR-0170,F17,"Data, Analytics & AI","Data governance, architecture, MDM, engineering, BI, analytics, data science, AI, catalogues and lifecycle",Databricks,Databricks,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native governed capability for Data governance, architecture, MDM, engineering, BI, analytics, data science, AI, catalogues and lifecycle, with structured business objects, lifecycle/status, responsibility/authority, review/approval, audit evidence, reporting and integration semantics appropriate to F17 Data, Analytics & AI.",RESEARCH_PENDING,https://www.databricks.com/,2026-09-21
ENT-MTB-0171,MTR-0171,F17,"Data, Analytics & AI","Data governance, architecture, MDM, engineering, BI, analytics, data science, AI, catalogues and lifecycle",Tableau,Tableau,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native governed capability for Data governance, architecture, MDM, engineering, BI, analytics, data science, AI, catalogues and lifecycle, with structured business objects, lifecycle/status, responsibility/authority, review/approval, audit evidence, reporting and integration semantics appropriate to F17 Data, Analytics & AI.",RESEARCH_PENDING,https://www.tableau.com/,2026-09-21
ENT-MTB-0172,MTR-0172,F17,"Data, Analytics & AI","Data governance, architecture, MDM, engineering, BI, analytics, data science, AI, catalogues and lifecycle",Qlik,Qlik,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native governed capability for Data governance, architecture, MDM, engineering, BI, analytics, data science, AI, catalogues and lifecycle, with structured business objects, lifecycle/status, responsibility/authority, review/approval, audit evidence, reporting and integration semantics appropriate to F17 Data, Analytics & AI.",RESEARCH_PENDING,https://www.qlik.com/,2026-09-21
ENT-MTB-0173,MTR-0173,F17,"Data, Analytics & AI","Data governance, architecture, MDM, engineering, BI, analytics, data science, AI, catalogues and lifecycle",Alteryx,Alteryx,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native governed capability for Data governance, architecture, MDM, engineering, BI, analytics, data science, AI, catalogues and lifecycle, with structured business objects, lifecycle/status, responsibility/authority, review/approval, audit evidence, reporting and integration semantics appropriate to F17 Data, Analytics & AI.",RESEARCH_PENDING,https://www.alteryx.com/,2026-09-21
ENT-MTB-0174,MTR-0174,F17,"Data, Analytics & AI","Data governance, architecture, MDM, engineering, BI, analytics, data science, AI, catalogues and lifecycle",Infor,Informatica,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native governed capability for Data governance, architecture, MDM, engineering, BI, analytics, data science, AI, catalogues and lifecycle, with structured business objects, lifecycle/status, responsibility/authority, review/approval, audit evidence, reporting and integration semantics appropriate to F17 Data, Analytics & AI.",RESEARCH_PENDING,https://www.infor.com/,2026-09-21
ENT-MTB-0175,MTR-0175,F17,"Data, Analytics & AI","Data governance, architecture, MDM, engineering, BI, analytics, data science, AI, catalogues and lifecycle",Collibra,Collibra,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native governed capability for Data governance, architecture, MDM, engineering, BI, analytics, data science, AI, catalogues and lifecycle, with structured business objects, lifecycle/status, responsibility/authority, review/approval, audit evidence, reporting and integration semantics appropriate to F17 Data, Analytics & AI.",RESEARCH_PENDING,https://www.collibra.com/,2026-09-21
ENT-MTB-0176,MTR-0176,F17,"Data, Analytics & AI","Data governance, architecture, MDM, engineering, BI, analytics, data science, AI, catalogues and lifecycle",Dataiku,Dataiku,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native governed capability for Data governance, architecture, MDM, engineering, BI, analytics, data science, AI, catalogues and lifecycle, with structured business objects, lifecycle/status, responsibility/authority, review/approval, audit evidence, reporting and integration semantics appropriate to F17 Data, Analytics & AI.",RESEARCH_PENDING,https://www.dataiku.com/,2026-09-21
ENT-MTB-0177,MTR-0177,F17,"Data, Analytics & AI","Data governance, architecture, MDM, engineering, BI, analytics, data science, AI, catalogues and lifecycle",dbt Labs,dbt,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native governed capability for Data governance, architecture, MDM, engineering, BI, analytics, data science, AI, catalogues and lifecycle, with structured business objects, lifecycle/status, responsibility/authority, review/approval, audit evidence, reporting and integration semantics appropriate to F17 Data, Analytics & AI.",RESEARCH_PENDING,https://www.getdbt.com/,2026-09-21
ENT-MTB-0178,MTR-0178,F17,"Data, Analytics & AI","Data governance, architecture, MDM, engineering, BI, analytics, data science, AI, catalogues and lifecycle",Fivetran,Fivetran,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native governed capability for Data governance, architecture, MDM, engineering, BI, analytics, data science, AI, catalogues and lifecycle, with structured business objects, lifecycle/status, responsibility/authority, review/approval, audit evidence, reporting and integration semantics appropriate to F17 Data, Analytics & AI.",RESEARCH_PENDING,https://www.fivetran.com/,2026-09-21
ENT-MTB-0179,MTR-0179,F17,"Data, Analytics & AI","Data governance, architecture, MDM, engineering, BI, analytics, data science, AI, catalogues and lifecycle",Google,Google Looker,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native governed capability for Data governance, architecture, MDM, engineering, BI, analytics, data science, AI, catalogues and lifecycle, with structured business objects, lifecycle/status, responsibility/authority, review/approval, audit evidence, reporting and integration semantics appropriate to F17 Data, Analytics & AI.",RESEARCH_PENDING,https://cloud.google.com/looker,2026-09-21
ENT-MTB-0180,MTR-0180,F17,"Data, Analytics & AI","Data governance, architecture, MDM, engineering, BI, analytics, data science, AI, catalogues and lifecycle",SAS,SAS Viya,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native governed capability for Data governance, architecture, MDM, engineering, BI, analytics, data science, AI, catalogues and lifecycle, with structured business objects, lifecycle/status, responsibility/authority, review/approval, audit evidence, reporting and integration semantics appropriate to F17 Data, Analytics & AI.",RESEARCH_PENDING,https://www.sas.com/,2026-09-21
ENT-MTB-0181,MTR-0181,F17,"Data, Analytics & AI","Data governance, architecture, MDM, engineering, BI, analytics, data science, AI, catalogues and lifecycle",Palantir,Palantir Foundry,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native governed capability for Data governance, architecture, MDM, engineering, BI, analytics, data science, AI, catalogues and lifecycle, with structured business objects, lifecycle/status, responsibility/authority, review/approval, audit evidence, reporting and integration semantics appropriate to F17 Data, Analytics & AI.",RESEARCH_PENDING,https://www.palantir.com/,2026-09-21
ENT-MTB-0182,MTR-0182,F18,Cybersecurity & Information Security,"Identity, vulnerability, endpoint, monitoring, SIEM, incident response, cloud security, application security and threat intelligence",Microsoft,Microsoft Defender / Sentinel / Entra,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native governed capability for Identity, vulnerability, endpoint, monitoring, SIEM, incident response, cloud security, application security and threat intelligence, with structured business objects, lifecycle/status, responsibility/authority, review/approval, audit evidence, reporting and integration semantics appropriate to F18 Cybersecurity & Information Security.",RESEARCH_PENDING,https://www.microsoft.com/en-us/dynamics-365,2026-09-21
ENT-MTB-0183,MTR-0183,F18,Cybersecurity & Information Security,"Identity, vulnerability, endpoint, monitoring, SIEM, incident response, cloud security, application security and threat intelligence",CrowdStrike,CrowdStrike Falcon,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native governed capability for Identity, vulnerability, endpoint, monitoring, SIEM, incident response, cloud security, application security and threat intelligence, with structured business objects, lifecycle/status, responsibility/authority, review/approval, audit evidence, reporting and integration semantics appropriate to F18 Cybersecurity & Information Security.",RESEARCH_PENDING,https://www.crowdstrike.com/,2026-09-21
ENT-MTB-0184,MTR-0184,F18,Cybersecurity & Information Security,"Identity, vulnerability, endpoint, monitoring, SIEM, incident response, cloud security, application security and threat intelligence",Palo Alto Networks,Palo Alto Networks Cortex,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native governed capability for Identity, vulnerability, endpoint, monitoring, SIEM, incident response, cloud security, application security and threat intelligence, with structured business objects, lifecycle/status, responsibility/authority, review/approval, audit evidence, reporting and integration semantics appropriate to F18 Cybersecurity & Information Security.",RESEARCH_PENDING,https://www.paloaltonetworks.com/,2026-09-21
ENT-MTB-0185,MTR-0185,F18,Cybersecurity & Information Security,"Identity, vulnerability, endpoint, monitoring, SIEM, incident response, cloud security, application security and threat intelligence",Splunk,Splunk Enterprise Security,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native governed capability for Identity, vulnerability, endpoint, monitoring, SIEM, incident response, cloud security, application security and threat intelligence, with structured business objects, lifecycle/status, responsibility/authority, review/approval, audit evidence, reporting and integration semantics appropriate to F18 Cybersecurity & Information Security.",RESEARCH_PENDING,https://www.splunk.com/,2026-09-21
ENT-MTB-0186,MTR-0186,F18,Cybersecurity & Information Security,"Identity, vulnerability, endpoint, monitoring, SIEM, incident response, cloud security, application security and threat intelligence",Wiz,Wiz,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native governed capability for Identity, vulnerability, endpoint, monitoring, SIEM, incident response, cloud security, application security and threat intelligence, with structured business objects, lifecycle/status, responsibility/authority, review/approval, audit evidence, reporting and integration semantics appropriate to F18 Cybersecurity & Information Security.",RESEARCH_PENDING,https://www.wiz.io/,2026-09-21
ENT-MTB-0187,MTR-0187,F18,Cybersecurity & Information Security,"Identity, vulnerability, endpoint, monitoring, SIEM, incident response, cloud security, application security and threat intelligence",Okta,Okta,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native governed capability for Identity, vulnerability, endpoint, monitoring, SIEM, incident response, cloud security, application security and threat intelligence, with structured business objects, lifecycle/status, responsibility/authority, review/approval, audit evidence, reporting and integration semantics appropriate to F18 Cybersecurity & Information Security.",RESEARCH_PENDING,https://www.okta.com/,2026-09-21
ENT-MTB-0188,MTR-0188,F18,Cybersecurity & Information Security,"Identity, vulnerability, endpoint, monitoring, SIEM, incident response, cloud security, application security and threat intelligence",CyberArk,CyberArk,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native governed capability for Identity, vulnerability, endpoint, monitoring, SIEM, incident response, cloud security, application security and threat intelligence, with structured business objects, lifecycle/status, responsibility/authority, review/approval, audit evidence, reporting and integration semantics appropriate to F18 Cybersecurity & Information Security.",RESEARCH_PENDING,https://www.cyberark.com/,2026-09-21
ENT-MTB-0189,MTR-0189,F18,Cybersecurity & Information Security,"Identity, vulnerability, endpoint, monitoring, SIEM, incident response, cloud security, application security and threat intelligence",Tenable,Tenable,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native governed capability for Identity, vulnerability, endpoint, monitoring, SIEM, incident response, cloud security, application security and threat intelligence, with structured business objects, lifecycle/status, responsibility/authority, review/approval, audit evidence, reporting and integration semantics appropriate to F18 Cybersecurity & Information Security.",RESEARCH_PENDING,https://www.tenable.com/,2026-09-21
ENT-MTB-0190,MTR-0190,F18,Cybersecurity & Information Security,"Identity, vulnerability, endpoint, monitoring, SIEM, incident response, cloud security, application security and threat intelligence",Qualys,Qualys,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native governed capability for Identity, vulnerability, endpoint, monitoring, SIEM, incident response, cloud security, application security and threat intelligence, with structured business objects, lifecycle/status, responsibility/authority, review/approval, audit evidence, reporting and integration semantics appropriate to F18 Cybersecurity & Information Security.",RESEARCH_PENDING,https://www.qualys.com/,2026-09-21
ENT-MTB-0191,MTR-0191,F18,Cybersecurity & Information Security,"Identity, vulnerability, endpoint, monitoring, SIEM, incident response, cloud security, application security and threat intelligence",Rapid7,Rapid7,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native governed capability for Identity, vulnerability, endpoint, monitoring, SIEM, incident response, cloud security, application security and threat intelligence, with structured business objects, lifecycle/status, responsibility/authority, review/approval, audit evidence, reporting and integration semantics appropriate to F18 Cybersecurity & Information Security.",RESEARCH_PENDING,https://www.rapid7.com/,2026-09-21
ENT-MTB-0192,MTR-0192,F18,Cybersecurity & Information Security,"Identity, vulnerability, endpoint, monitoring, SIEM, incident response, cloud security, application security and threat intelligence",Snyk,Snyk,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native governed capability for Identity, vulnerability, endpoint, monitoring, SIEM, incident response, cloud security, application security and threat intelligence, with structured business objects, lifecycle/status, responsibility/authority, review/approval, audit evidence, reporting and integration semantics appropriate to F18 Cybersecurity & Information Security.",RESEARCH_PENDING,https://snyk.io/,2026-09-21
ENT-MTB-0193,MTR-0193,F18,Cybersecurity & Information Security,"Identity, vulnerability, endpoint, monitoring, SIEM, incident response, cloud security, application security and threat intelligence",Zscaler,Zscaler,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native governed capability for Identity, vulnerability, endpoint, monitoring, SIEM, incident response, cloud security, application security and threat intelligence, with structured business objects, lifecycle/status, responsibility/authority, review/approval, audit evidence, reporting and integration semantics appropriate to F18 Cybersecurity & Information Security.",RESEARCH_PENDING,https://www.zscaler.com/,2026-09-21
ENT-MTB-0194,MTR-0194,F18,Cybersecurity & Information Security,"Identity, vulnerability, endpoint, monitoring, SIEM, incident response, cloud security, application security and threat intelligence",Cloudflare,Cloudflare,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native governed capability for Identity, vulnerability, endpoint, monitoring, SIEM, incident response, cloud security, application security and threat intelligence, with structured business objects, lifecycle/status, responsibility/authority, review/approval, audit evidence, reporting and integration semantics appropriate to F18 Cybersecurity & Information Security.",RESEARCH_PENDING,https://www.cloudflare.com/,2026-09-21
ENT-MTB-0195,MTR-0195,F18,Cybersecurity & Information Security,"Identity, vulnerability, endpoint, monitoring, SIEM, incident response, cloud security, application security and threat intelligence",Proofpoint,Proofpoint,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native governed capability for Identity, vulnerability, endpoint, monitoring, SIEM, incident response, cloud security, application security and threat intelligence, with structured business objects, lifecycle/status, responsibility/authority, review/approval, audit evidence, reporting and integration semantics appropriate to F18 Cybersecurity & Information Security.",RESEARCH_PENDING,https://www.proofpoint.com/,2026-09-21
ENT-MTB-0196,MTR-0196,F19,Legal & Corporate Secretariat,"Contract lifecycle, legal matters, entities, e-signature, obligations, legal knowledge and corporate records",Icertis,Icertis Contract Intelligence,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native governed capability for Contract lifecycle, legal matters, entities, e-signature, obligations, legal knowledge and corporate records, with structured business objects, lifecycle/status, responsibility/authority, review/approval, audit evidence, reporting and integration semantics appropriate to F19 Legal & Corporate Secretariat.",RESEARCH_PENDING,https://www.icertis.com/,2026-09-21
ENT-MTB-0197,MTR-0197,F19,Legal & Corporate Secretariat,"Contract lifecycle, legal matters, entities, e-signature, obligations, legal knowledge and corporate records",Ironclad,Ironclad,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native governed capability for Contract lifecycle, legal matters, entities, e-signature, obligations, legal knowledge and corporate records, with structured business objects, lifecycle/status, responsibility/authority, review/approval, audit evidence, reporting and integration semantics appropriate to F19 Legal & Corporate Secretariat.",RESEARCH_PENDING,https://ironcladapp.com/,2026-09-21
ENT-MTB-0198,MTR-0198,F19,Legal & Corporate Secretariat,"Contract lifecycle, legal matters, entities, e-signature, obligations, legal knowledge and corporate records",DocuSign,DocuSign CLM,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native governed capability for Contract lifecycle, legal matters, entities, e-signature, obligations, legal knowledge and corporate records, with structured business objects, lifecycle/status, responsibility/authority, review/approval, audit evidence, reporting and integration semantics appropriate to F19 Legal & Corporate Secretariat.",RESEARCH_PENDING,https://www.docusign.com/,2026-09-21
ENT-MTB-0199,MTR-0199,F19,Legal & Corporate Secretariat,"Contract lifecycle, legal matters, entities, e-signature, obligations, legal knowledge and corporate records",ContractPodAi,ContractPodAi,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native governed capability for Contract lifecycle, legal matters, entities, e-signature, obligations, legal knowledge and corporate records, with structured business objects, lifecycle/status, responsibility/authority, review/approval, audit evidence, reporting and integration semantics appropriate to F19 Legal & Corporate Secretariat.",RESEARCH_PENDING,https://contractpodai.com/,2026-09-21
ENT-MTB-0200,MTR-0200,F19,Legal & Corporate Secretariat,"Contract lifecycle, legal matters, entities, e-signature, obligations, legal knowledge and corporate records",Agiloft,Agiloft,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native governed capability for Contract lifecycle, legal matters, entities, e-signature, obligations, legal knowledge and corporate records, with structured business objects, lifecycle/status, responsibility/authority, review/approval, audit evidence, reporting and integration semantics appropriate to F19 Legal & Corporate Secretariat.",RESEARCH_PENDING,https://www.agiloft.com/,2026-09-21
ENT-MTB-0201,MTR-0201,F19,Legal & Corporate Secretariat,"Contract lifecycle, legal matters, entities, e-signature, obligations, legal knowledge and corporate records",Sirion,Sirion,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native governed capability for Contract lifecycle, legal matters, entities, e-signature, obligations, legal knowledge and corporate records, with structured business objects, lifecycle/status, responsibility/authority, review/approval, audit evidence, reporting and integration semantics appropriate to F19 Legal & Corporate Secretariat.",RESEARCH_PENDING,https://www.sirion.ai/,2026-09-21
ENT-MTB-0202,MTR-0202,F19,Legal & Corporate Secretariat,"Contract lifecycle, legal matters, entities, e-signature, obligations, legal knowledge and corporate records",Evisort,Evisort,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native governed capability for Contract lifecycle, legal matters, entities, e-signature, obligations, legal knowledge and corporate records, with structured business objects, lifecycle/status, responsibility/authority, review/approval, audit evidence, reporting and integration semantics appropriate to F19 Legal & Corporate Secretariat.",RESEARCH_PENDING,https://www.evisort.com/,2026-09-21
ENT-MTB-0203,MTR-0203,F19,Legal & Corporate Secretariat,"Contract lifecycle, legal matters, entities, e-signature, obligations, legal knowledge and corporate records",Thomson Reuters,Thomson Reuters HighQ,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native governed capability for Contract lifecycle, legal matters, entities, e-signature, obligations, legal knowledge and corporate records, with structured business objects, lifecycle/status, responsibility/authority, review/approval, audit evidence, reporting and integration semantics appropriate to F19 Legal & Corporate Secretariat.",RESEARCH_PENDING,https://www.thomsonreuters.com/,2026-09-21
ENT-MTB-0204,MTR-0204,F19,Legal & Corporate Secretariat,"Contract lifecycle, legal matters, entities, e-signature, obligations, legal knowledge and corporate records",Litera,Litera,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native governed capability for Contract lifecycle, legal matters, entities, e-signature, obligations, legal knowledge and corporate records, with structured business objects, lifecycle/status, responsibility/authority, review/approval, audit evidence, reporting and integration semantics appropriate to F19 Legal & Corporate Secretariat.",RESEARCH_PENDING,https://www.litera.com/,2026-09-21
ENT-MTB-0205,MTR-0205,F19,Legal & Corporate Secretariat,"Contract lifecycle, legal matters, entities, e-signature, obligations, legal knowledge and corporate records",Diligent,Diligent Entities,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native governed capability for Contract lifecycle, legal matters, entities, e-signature, obligations, legal knowledge and corporate records, with structured business objects, lifecycle/status, responsibility/authority, review/approval, audit evidence, reporting and integration semantics appropriate to F19 Legal & Corporate Secretariat.",RESEARCH_PENDING,https://www.diligent.com/platform/diligent-one,2026-09-21
ENT-MTB-0206,MTR-0206,F19,Legal & Corporate Secretariat,"Contract lifecycle, legal matters, entities, e-signature, obligations, legal knowledge and corporate records",Athennian,Athennian,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native governed capability for Contract lifecycle, legal matters, entities, e-signature, obligations, legal knowledge and corporate records, with structured business objects, lifecycle/status, responsibility/authority, review/approval, audit evidence, reporting and integration semantics appropriate to F19 Legal & Corporate Secretariat.",RESEARCH_PENDING,https://www.athennian.com/,2026-09-21
ENT-MTB-0207,MTR-0207,F19,Legal & Corporate Secretariat,"Contract lifecycle, legal matters, entities, e-signature, obligations, legal knowledge and corporate records",DocuSign,DocuSign eSignature,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native governed capability for Contract lifecycle, legal matters, entities, e-signature, obligations, legal knowledge and corporate records, with structured business objects, lifecycle/status, responsibility/authority, review/approval, audit evidence, reporting and integration semantics appropriate to F19 Legal & Corporate Secretariat.",RESEARCH_PENDING,https://www.docusign.com/,2026-09-21
ENT-MTB-0208,MTR-0208,F20,"Risk, Compliance, Internal Control & Audit","Enterprise risk, compliance, controls, audit, issues, third-party risk, cyber GRC and assurance",MetricStream,MetricStream,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native governed capability for Enterprise risk, compliance, controls, audit, issues, third-party risk, cyber GRC and assurance, with structured business objects, lifecycle/status, responsibility/authority, review/approval, audit evidence, reporting and integration semantics appropriate to F20 Risk, Compliance, Internal Control & Audit.",RESEARCH_PENDING,https://www.metricstream.com/,2026-09-21
ENT-MTB-0209,MTR-0209,F20,"Risk, Compliance, Internal Control & Audit","Enterprise risk, compliance, controls, audit, issues, third-party risk, cyber GRC and assurance",AuditBoard,AuditBoard,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native governed capability for Enterprise risk, compliance, controls, audit, issues, third-party risk, cyber GRC and assurance, with structured business objects, lifecycle/status, responsibility/authority, review/approval, audit evidence, reporting and integration semantics appropriate to F20 Risk, Compliance, Internal Control & Audit.",RESEARCH_PENDING,https://www.auditboard.com/,2026-09-21
ENT-MTB-0210,MTR-0210,F20,"Risk, Compliance, Internal Control & Audit","Enterprise risk, compliance, controls, audit, issues, third-party risk, cyber GRC and assurance",Diligent,Diligent One,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native governed capability for Enterprise risk, compliance, controls, audit, issues, third-party risk, cyber GRC and assurance, with structured business objects, lifecycle/status, responsibility/authority, review/approval, audit evidence, reporting and integration semantics appropriate to F20 Risk, Compliance, Internal Control & Audit.",RESEARCH_PENDING,https://www.diligent.com/platform/diligent-one,2026-09-21
ENT-MTB-0211,MTR-0211,F20,"Risk, Compliance, Internal Control & Audit","Enterprise risk, compliance, controls, audit, issues, third-party risk, cyber GRC and assurance",ServiceNow,ServiceNow Integrated Risk Management,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native governed capability for Enterprise risk, compliance, controls, audit, issues, third-party risk, cyber GRC and assurance, with structured business objects, lifecycle/status, responsibility/authority, review/approval, audit evidence, reporting and integration semantics appropriate to F20 Risk, Compliance, Internal Control & Audit.",RESEARCH_PENDING,https://www.servicenow.com/,2026-09-21
ENT-MTB-0212,MTR-0212,F20,"Risk, Compliance, Internal Control & Audit","Enterprise risk, compliance, controls, audit, issues, third-party risk, cyber GRC and assurance",Archer,Archer,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native governed capability for Enterprise risk, compliance, controls, audit, issues, third-party risk, cyber GRC and assurance, with structured business objects, lifecycle/status, responsibility/authority, review/approval, audit evidence, reporting and integration semantics appropriate to F20 Risk, Compliance, Internal Control & Audit.",RESEARCH_PENDING,https://www.archerirm.com/,2026-09-21
ENT-MTB-0213,MTR-0213,F20,"Risk, Compliance, Internal Control & Audit","Enterprise risk, compliance, controls, audit, issues, third-party risk, cyber GRC and assurance",LogicGate,LogicGate,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native governed capability for Enterprise risk, compliance, controls, audit, issues, third-party risk, cyber GRC and assurance, with structured business objects, lifecycle/status, responsibility/authority, review/approval, audit evidence, reporting and integration semantics appropriate to F20 Risk, Compliance, Internal Control & Audit.",RESEARCH_PENDING,https://www.logicgate.com/,2026-09-21
