job_profile_id,canonical_name,delivery_domain_id,participating_function_codes_candidate,lifecycle_stages,specialist_capabilities,primary_structured_records,market_tool_category,representative_current_tools,current_market_work_pattern,nublox_native_requirement,function_mapping_status,tool_research_status,verified_date
CBE-JP-069,Shopfitter,D07,F09;F10;F12;F13;F23;F26;F27,Fit-out,Survey; programme; fabrication/install coordination; materials; snagging; handover,Work orders; drawings; material schedules; snagging records,Trade field execution / estimating / evidence,AutoCAD; Autodesk Revit; SketchUp; Procore; Autodesk Build; Bluebeam Revu; Tradify,"Perform Survey; programme; fabrication/install coordination; materials; snagging; handover using specialist authoring, calculation, field or business systems; create and exchange Work orders; drawings; material schedules; snagging records.","Provide native job workspace for Survey; programme; fabrication/install coordination; materials; snagging; handover; create/control Work orders; drawings; material schedules; snagging records as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",RESEARCH_CANDIDATE,DISCOVERY_SEED,2026-09-21
CBE-JP-070,Solar panel installer,D09,F05;F12;F13;F22;F23;F26;F27,Retrofit/Installation; Maintenance,Survey; system sizing/design inputs; quote; installation; testing; commissioning; maintenance,Survey; quotes; equipment records; commissioning/test records,Energy assessment / retrofit / field execution,OpenSolar; Valentin PV*SOL premium; SolarEdge Designer; PVcase; simPRO; Joblogic; ServiceM8,"Perform Survey; system sizing/design inputs; quote; installation; testing; commissioning; maintenance using specialist authoring, calculation, field or business systems; create and exchange Survey; quotes; equipment records; commissioning/test records.","Provide native job workspace for Survey; system sizing/design inputs; quote; installation; testing; commissioning; maintenance; create/control Survey; quotes; equipment records; commissioning/test records as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",RESEARCH_CANDIDATE,DISCOVERY_SEED,2026-09-21
CBE-JP-071,Steel erector,D07,F09;F10;F12;F13;F23;F26;F27,Structural construction,Work packs; lifts; sequence; members; bolts/connections; inspections; progress,Work packs; member records; inspection records; photos,Trade field execution / estimating / evidence,Tekla Structures; Trimble Connect; Procore; Autodesk Build; Bluebeam Revu; SafetyCulture,"Perform Work packs; lifts; sequence; members; bolts/connections; inspections; progress using specialist authoring, calculation, field or business systems; create and exchange Work packs; member records; inspection records; photos.","Provide native job workspace for Work packs; lifts; sequence; members; bolts/connections; inspections; progress; create/control Work packs; member records; inspection records; photos as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",RESEARCH_CANDIDATE,DISCOVERY_SEED,2026-09-21
CBE-JP-072,Steel fixer,D07,F09;F10;F12;F13;F23;F26;F27,Structural construction,Bar schedules/reference; work areas; installation; checks; progress,Work orders; reinforcement records; inspections; photos,Trade field execution / estimating / evidence,Tekla Structures; ALLPLAN; RebarCAD; AutoCAD; Trimble Connect; Procore; SafetyCulture,"Perform Bar schedules/reference; work areas; installation; checks; progress using specialist authoring, calculation, field or business systems; create and exchange Work orders; reinforcement records; inspections; photos.","Provide native job workspace for Bar schedules/reference; work areas; installation; checks; progress; create/control Work orders; reinforcement records; inspections; photos as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",RESEARCH_CANDIDATE,DISCOVERY_SEED,2026-09-21
CBE-JP-073,Steeplejack,D11,F09;F10;F11;F12;F13;F22;F23;F26;F27,Maintenance / Specialist works,Access planning; inspection; repair; maintenance; lightning protection records; photos,Inspection reports; work orders; test records; photos,Plant / specialist operations / production,SafetyCulture; PlanRadar; ArcGIS Field Maps; Matterport; Autodesk ReCap Pro; BigChange,"Perform Access planning; inspection; repair; maintenance; lightning protection records; photos using specialist authoring, calculation, field or business systems; create and exchange Inspection reports; work orders; test records; photos.","Provide native job workspace for Access planning; inspection; repair; maintenance; lightning protection records; photos; create/control Inspection reports; work orders; test records; photos as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",RESEARCH_CANDIDATE,DISCOVERY_SEED,2026-09-21
CBE-JP-074,Stonemason,D13,F05;F12;F13;F19;F22;F23;F26;F27,Construction; Conservation,Survey/template; fabrication; installation; conservation repair; material traceability,Templates; work orders; material records; photos,Heritage / landscape / conservation information,AutoCAD; Rhino; SketchUp; Agisoft Metashape; Autodesk ReCap Pro; Tradify; Procore,"Perform Survey/template; fabrication; installation; conservation repair; material traceability using specialist authoring, calculation, field or business systems; create and exchange Templates; work orders; material records; photos.","Provide native job workspace for Survey/template; fabrication; installation; conservation repair; material traceability; create/control Templates; work orders; material records; photos as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",RESEARCH_CANDIDATE,DISCOVERY_SEED,2026-09-21
CBE-JP-075,Structural engineer,D02,F05;F13;F19;F23;F26;F27,Design; Construction,Structural analysis; calculations; drawings; specifications; design changes; inspections,Calculations; models; drawings; specifications; inspection records,Engineering analysis / design / technical information,Tekla Structural Designer 2026; Tekla Tedds 2026; ETABS; SAP2000; STAAD.Pro; Autodesk Robot Structural Analysis; SCIA Engineer; Dlubal RFEM; Autodesk Revit; Tekla Structures,"Perform Structural analysis; calculations; drawings; specifications; design changes; inspections using specialist authoring, calculation, field or business systems; create and exchange Calculations; models; drawings; specifications; inspection records.","Provide native job workspace for Structural analysis; calculations; drawings; specifications; design changes; inspections; create/control Calculations; models; drawings; specifications; inspection records as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",RESEARCH_CANDIDATE,DISCOVERY_SEED,2026-09-21
CBE-JP-076,Surveying technician,D03,F05;F07;F14;F19;F22;F26;F27,Survey; Design; Construction,Survey support; site data; measurements; drawings; records; inspections,Survey data; drawings; schedules; reports,Survey / property / valuation / evidence,Trimble Business Center; Trimble Access; Leica Infinity; Leica Cyclone; Topcon MAGNET; AutoCAD; ArcGIS Field Maps,"Perform Survey support; site data; measurements; drawings; records; inspections using specialist authoring, calculation, field or business systems; create and exchange Survey data; drawings; schedules; reports.","Provide native job workspace for Survey support; site data; measurements; drawings; records; inspections; create/control Survey data; drawings; schedules; reports as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",RESEARCH_CANDIDATE,DISCOVERY_SEED,2026-09-21
CBE-JP-077,Thermal insulation engineer,D09,F05;F12;F13;F22;F23;F26;F27,Installation; Completion,Take-off; materials; installation; quality checks; completion evidence,Work orders; material usage; inspection records; photos,Energy assessment / retrofit / field execution,RIB CostX; Bluebeam Revu; Procore; Autodesk Build; SafetyCulture; Joblogic,"Perform Take-off; materials; installation; quality checks; completion evidence using specialist authoring, calculation, field or business systems; create and exchange Work orders; material usage; inspection records; photos.","Provide native job workspace for Take-off; materials; installation; quality checks; completion evidence; create/control Work orders; material usage; inspection records; photos as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",RESEARCH_CANDIDATE,DISCOVERY_SEED,2026-09-21
CBE-JP-078,Tiler,D07,F09;F10;F12;F13;F23;F26;F27,Finishes,Measure; estimate; layout; materials; installation; snagging,Quotes; work orders; material usage; photos,Trade field execution / estimating / evidence,Tradify; Fergus; ServiceM8; Jobber; BigChange; MeasureSquare,"Perform Measure; estimate; layout; materials; installation; snagging using specialist authoring, calculation, field or business systems; create and exchange Quotes; work orders; material usage; photos.","Provide native job workspace for Measure; estimate; layout; materials; installation; snagging; create/control Quotes; work orders; material usage; photos as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",RESEARCH_CANDIDATE,DISCOVERY_SEED,2026-09-21
CBE-JP-079,Town planner,D05,F05;F17;F19;F22;F26;F27,Feasibility; Planning,Planning cases; policy/constraints; consultations; site appraisal; reports; decisions tracking,Applications/cases; consultation records; reports; spatial data,GIS / planning / modelling / case management,Idox Cloud; Idox Uniform; ArcGIS Urban; Esri ArcGIS Pro; LandTech; PlanX; Microsoft Power BI,"Perform Planning cases; policy/constraints; consultations; site appraisal; reports; decisions tracking using specialist authoring, calculation, field or business systems; create and exchange Applications/cases; consultation records; reports; spatial data.","Provide native job workspace for Planning cases; policy/constraints; consultations; site appraisal; reports; decisions tracking; create/control Applications/cases; consultation records; reports; spatial data as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",RESEARCH_CANDIDATE,DISCOVERY_SEED,2026-09-21
CBE-JP-080,Town planning assistant,D05,F05;F17;F19;F22;F26;F27,Planning,Application processing; data gathering; plans; consultations; case administration,Case records; plans; consultation records,GIS / planning / modelling / case management,Idox Cloud; Idox Uniform; Esri ArcGIS Pro; ArcGIS Online; LandTech; Microsoft Power BI,"Perform Application processing; data gathering; plans; consultations; case administration using specialist authoring, calculation, field or business systems; create and exchange Case records; plans; consultation records.","Provide native job workspace for Application processing; data gathering; plans; consultations; case administration; create/control Case records; plans; consultation records as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",RESEARCH_CANDIDATE,DISCOVERY_SEED,2026-09-21
CBE-JP-081,Transport planner,D05,F05;F17;F19;F22;F26;F27,Feasibility; Planning; Design,Demand/network analysis; options; modelling; consultation; reports; programme interfaces,Models; datasets; option reports; plans,GIS / planning / modelling / case management,PTV Visum; Aimsun Next 26; Bentley CUBE; PTV Vissim; SATURN; Esri ArcGIS Pro,"Perform Demand/network analysis; options; modelling; consultation; reports; programme interfaces using specialist authoring, calculation, field or business systems; create and exchange Models; datasets; option reports; plans.","Provide native job workspace for Demand/network analysis; options; modelling; consultation; reports; programme interfaces; create/control Models; datasets; option reports; plans as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",RESEARCH_CANDIDATE,DISCOVERY_SEED,2026-09-21
CBE-JP-082,Water network operative,D12,F09;F10;F12;F13;F22;F23;F26;F27,Infrastructure construction; Maintenance,Work orders; network asset location; repairs; leakage; tests; reinstatement; as-builts,Job packs; network records; test results; as-builts,Utilities / network / field operations,Esri ArcGIS Utility Network; Bentley OpenUtilities; Cityworks; IBM Maximo Application Suite; ArcGIS Field Maps; Trimble Siteworks; SafetyCulture,"Perform Work orders; network asset location; repairs; leakage; tests; reinstatement; as-builts using specialist authoring, calculation, field or business systems; create and exchange Job packs; network records; test results; as-builts.","Provide native job workspace for Work orders; network asset location; repairs; leakage; tests; reinstatement; as-builts; create/control Job packs; network records; test results; as-builts as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",RESEARCH_CANDIDATE,DISCOVERY_SEED,2026-09-21
CBE-JP-083,Welder,D14,F07;F09;F10;F11;F13;F14;F26;F27,Fabrication; Construction,Work packs; weld procedures/references; material traceability; weld logs; inspections; repairs,Weld logs; material records; inspection/NDT references; work orders,Supply / fabrication / manufacturing,WeldEye; WeldTrace; Fronius WeldCube; Tekla PowerFab; EWM Xnet; SafetyCulture,"Perform Work packs; weld procedures/references; material traceability; weld logs; inspections; repairs using specialist authoring, calculation, field or business systems; create and exchange Weld logs; material records; inspection/NDT references; work orders.","Provide native job workspace for Work packs; weld procedures/references; material traceability; weld logs; inspections; repairs; create/control Weld logs; material records; inspection/NDT references; work orders as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",RESEARCH_CANDIDATE,DISCOVERY_SEED,2026-09-21
CBE-JP-084,Wood machinist,D14,F07;F09;F10;F11;F13;F14;F26;F27,Manufacture,Cut lists; machine jobs; BOM/material stock; quality; production output,Cut lists; work orders; material records; QC records,Supply / fabrication / manufacturing,Hexagon Cabinet Vision; Microvellum; HOMAG woodWOP; ALPHACAM; Autodesk Fusion; Cyncly 3CAD,"Perform Cut lists; machine jobs; BOM/material stock; quality; production output using specialist authoring, calculation, field or business systems; create and exchange Cut lists; work orders; material records; QC records.","Provide native job workspace for Cut lists; machine jobs; BOM/material stock; quality; production output; create/control Cut lists; work orders; material records; QC records as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",RESEARCH_CANDIDATE,DISCOVERY_SEED,2026-09-21
