backlog_id,source_mapping_id,job_profile_id,canonical_name,tool_product,vendor,candidate_job_capabilities,candidate_work_products,product_module_or_workspace,exact_operation_or_task,input_objects_or_data,output_work_product,lifecycle_or_status_model,review_approval_authority,audit_evidence,integration_formats,nublox_native_requirement,verification_status,source_url,verified_date
CBE-MTB-0334,CBE-JTM-0334,CBE-JP-049,Kitchen and bathroom fitter,Tradify,Tradify,Survey; schedule; installation tasks; materials; coordination; snagging,Work orders; material lists; photos; completion records,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native job workspace for Survey; schedule; installation tasks; materials; coordination; snagging; create/control Work orders; material lists; photos; completion records as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",PRODUCT_DEEP_BENCHMARK_VERIFIED__JOB_SPECIFIC_MODULE_MAPPING_PENDING,,2026-09-21
CBE-MTB-0335,CBE-JTM-0335,CBE-JP-049,Kitchen and bathroom fitter,Fergus,Fergus,Survey; schedule; installation tasks; materials; coordination; snagging,Work orders; material lists; photos; completion records,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native job workspace for Survey; schedule; installation tasks; materials; coordination; snagging; create/control Work orders; material lists; photos; completion records as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",PRODUCT_DEEP_BENCHMARK_VERIFIED__JOB_SPECIFIC_MODULE_MAPPING_PENDING,,2026-09-21
CBE-MTB-0336,CBE-JTM-0336,CBE-JP-049,Kitchen and bathroom fitter,ServiceM8,ServiceM8,Survey; schedule; installation tasks; materials; coordination; snagging,Work orders; material lists; photos; completion records,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native job workspace for Survey; schedule; installation tasks; materials; coordination; snagging; create/control Work orders; material lists; photos; completion records as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",PRODUCT_DEEP_BENCHMARK_VERIFIED__JOB_SPECIFIC_MODULE_MAPPING_PENDING,,2026-09-21
CBE-MTB-0337,CBE-JTM-0337,CBE-JP-049,Kitchen and bathroom fitter,BigChange,BigChange,Survey; schedule; installation tasks; materials; coordination; snagging,Work orders; material lists; photos; completion records,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native job workspace for Survey; schedule; installation tasks; materials; coordination; snagging; create/control Work orders; material lists; photos; completion records as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",PRODUCT_DEEP_BENCHMARK_VERIFIED__JOB_SPECIFIC_MODULE_MAPPING_PENDING,,2026-09-21
CBE-MTB-0338,CBE-JTM-0338,CBE-JP-049,Kitchen and bathroom fitter,Procore,Procore,Survey; schedule; installation tasks; materials; coordination; snagging,Work orders; material lists; photos; completion records,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native job workspace for Survey; schedule; installation tasks; materials; coordination; snagging; create/control Work orders; material lists; photos; completion records as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",PRODUCT_DEEP_BENCHMARK_VERIFIED__JOB_SPECIFIC_MODULE_MAPPING_PENDING,https://www.procore.com/,2026-09-21
CBE-MTB-0339,CBE-JTM-0339,CBE-JP-049,Kitchen and bathroom fitter,Autodesk Build,Autodesk,Survey; schedule; installation tasks; materials; coordination; snagging,Work orders; material lists; photos; completion records,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native job workspace for Survey; schedule; installation tasks; materials; coordination; snagging; create/control Work orders; material lists; photos; completion records as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",PRODUCT_DEEP_BENCHMARK_VERIFIED__JOB_SPECIFIC_MODULE_MAPPING_PENDING,https://construction.autodesk.com/products/autodesk-build/,2026-09-21
CBE-MTB-0340,CBE-JTM-0340,CBE-JP-050,Land surveyor,Trimble Access,Trimble,Survey planning; observations; control; coordinates; topographical outputs; setting out,Survey files; point data; drawings; reports,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native job workspace for Survey planning; observations; control; coordinates; topographical outputs; setting out; create/control Survey files; point data; drawings; reports as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",BACKLOG_CREATED,,2026-09-21
CBE-MTB-0341,CBE-JTM-0341,CBE-JP-050,Land surveyor,Trimble Business Center,Trimble,Survey planning; observations; control; coordinates; topographical outputs; setting out,Survey files; point data; drawings; reports,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native job workspace for Survey planning; observations; control; coordinates; topographical outputs; setting out; create/control Survey files; point data; drawings; reports as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",PRODUCT_DEEP_BENCHMARK_VERIFIED__JOB_SPECIFIC_MODULE_MAPPING_PENDING,https://geospatial.trimble.com/en/products/software/trimble-business-center,2026-09-21
CBE-MTB-0342,CBE-JTM-0342,CBE-JP-050,Land surveyor,Leica Captivate,Leica Geosystems,Survey planning; observations; control; coordinates; topographical outputs; setting out,Survey files; point data; drawings; reports,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native job workspace for Survey planning; observations; control; coordinates; topographical outputs; setting out; create/control Survey files; point data; drawings; reports as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",BACKLOG_CREATED,,2026-09-21
CBE-MTB-0343,CBE-JTM-0343,CBE-JP-050,Land surveyor,Leica Infinity,Leica Geosystems,Survey planning; observations; control; coordinates; topographical outputs; setting out,Survey files; point data; drawings; reports,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native job workspace for Survey planning; observations; control; coordinates; topographical outputs; setting out; create/control Survey files; point data; drawings; reports as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",PRODUCT_DEEP_BENCHMARK_VERIFIED__JOB_SPECIFIC_MODULE_MAPPING_PENDING,,2026-09-21
CBE-MTB-0344,CBE-JTM-0344,CBE-JP-050,Land surveyor,Leica Cyclone,Leica Geosystems,Survey planning; observations; control; coordinates; topographical outputs; setting out,Survey files; point data; drawings; reports,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native job workspace for Survey planning; observations; control; coordinates; topographical outputs; setting out; create/control Survey files; point data; drawings; reports as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",PRODUCT_DEEP_BENCHMARK_VERIFIED__JOB_SPECIFIC_MODULE_MAPPING_PENDING,,2026-09-21
CBE-MTB-0345,CBE-JTM-0345,CBE-JP-050,Land surveyor,Topcon MAGNET,Topcon,Survey planning; observations; control; coordinates; topographical outputs; setting out,Survey files; point data; drawings; reports,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native job workspace for Survey planning; observations; control; coordinates; topographical outputs; setting out; create/control Survey files; point data; drawings; reports as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",BACKLOG_CREATED,,2026-09-21
CBE-MTB-0346,CBE-JTM-0346,CBE-JP-050,Land surveyor,Autodesk Civil 3D,Autodesk,Survey planning; observations; control; coordinates; topographical outputs; setting out,Survey files; point data; drawings; reports,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native job workspace for Survey planning; observations; control; coordinates; topographical outputs; setting out; create/control Survey files; point data; drawings; reports as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",PRODUCT_DEEP_BENCHMARK_VERIFIED__JOB_SPECIFIC_MODULE_MAPPING_PENDING,https://www.autodesk.com/products/civil-3d/overview,2026-09-21
CBE-MTB-0347,CBE-JTM-0347,CBE-JP-051,Landscape architect,Vectorworks Landmark,Vectorworks,Brief; site analysis; landscape design; specifications; planting; coordination; inspections,Plans; schedules; specifications; inspection records,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native job workspace for Brief; site analysis; landscape design; specifications; planting; coordination; inspections; create/control Plans; schedules; specifications; inspection records as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",BACKLOG_CREATED,https://www.vectorworks.net/en-GB/landmark,2026-09-21
CBE-MTB-0348,CBE-JTM-0348,CBE-JP-051,Landscape architect,Land F/X,Land F/X,Brief; site analysis; landscape design; specifications; planting; coordination; inspections,Plans; schedules; specifications; inspection records,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native job workspace for Brief; site analysis; landscape design; specifications; planting; coordination; inspections; create/control Plans; schedules; specifications; inspection records as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",BACKLOG_CREATED,,2026-09-21
CBE-MTB-0349,CBE-JTM-0349,CBE-JP-051,Landscape architect,KeySCAPE,Keysoft Solutions,Brief; site analysis; landscape design; specifications; planting; coordination; inspections,Plans; schedules; specifications; inspection records,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native job workspace for Brief; site analysis; landscape design; specifications; planting; coordination; inspections; create/control Plans; schedules; specifications; inspection records as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",BACKLOG_CREATED,,2026-09-21
CBE-MTB-0350,CBE-JTM-0350,CBE-JP-051,Landscape architect,AutoCAD,Autodesk,Brief; site analysis; landscape design; specifications; planting; coordination; inspections,Plans; schedules; specifications; inspection records,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native job workspace for Brief; site analysis; landscape design; specifications; planting; coordination; inspections; create/control Plans; schedules; specifications; inspection records as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",PRODUCT_DEEP_BENCHMARK_VERIFIED__JOB_SPECIFIC_MODULE_MAPPING_PENDING,,2026-09-21
CBE-MTB-0351,CBE-JTM-0351,CBE-JP-051,Landscape architect,SketchUp,Trimble,Brief; site analysis; landscape design; specifications; planting; coordination; inspections,Plans; schedules; specifications; inspection records,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native job workspace for Brief; site analysis; landscape design; specifications; planting; coordination; inspections; create/control Plans; schedules; specifications; inspection records as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",PRODUCT_DEEP_BENCHMARK_VERIFIED__JOB_SPECIFIC_MODULE_MAPPING_PENDING,,2026-09-21
CBE-MTB-0352,CBE-JTM-0352,CBE-JP-051,Landscape architect,Esri ArcGIS Pro,Esri,Brief; site analysis; landscape design; specifications; planting; coordination; inspections,Plans; schedules; specifications; inspection records,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native job workspace for Brief; site analysis; landscape design; specifications; planting; coordination; inspections; create/control Plans; schedules; specifications; inspection records as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",PRODUCT_DEEP_BENCHMARK_VERIFIED__JOB_SPECIFIC_MODULE_MAPPING_PENDING,,2026-09-21
CBE-MTB-0353,CBE-JTM-0353,CBE-JP-051,Landscape architect,QGIS,QGIS Project,Brief; site analysis; landscape design; specifications; planting; coordination; inspections,Plans; schedules; specifications; inspection records,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native job workspace for Brief; site analysis; landscape design; specifications; planting; coordination; inspections; create/control Plans; schedules; specifications; inspection records as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",PRODUCT_DEEP_BENCHMARK_VERIFIED__JOB_SPECIFIC_MODULE_MAPPING_PENDING,,2026-09-21
CBE-MTB-0354,CBE-JTM-0354,CBE-JP-052,Landscaper,Tradify,Tradify,Quotes; site works; planting/materials; labour; maintenance schedule,Work orders; material schedules; photos; maintenance records,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native job workspace for Quotes; site works; planting/materials; labour; maintenance schedule; create/control Work orders; material schedules; photos; maintenance records as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",PRODUCT_DEEP_BENCHMARK_VERIFIED__JOB_SPECIFIC_MODULE_MAPPING_PENDING,,2026-09-21
CBE-MTB-0355,CBE-JTM-0355,CBE-JP-052,Landscaper,Fergus,Fergus,Quotes; site works; planting/materials; labour; maintenance schedule,Work orders; material schedules; photos; maintenance records,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native job workspace for Quotes; site works; planting/materials; labour; maintenance schedule; create/control Work orders; material schedules; photos; maintenance records as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",PRODUCT_DEEP_BENCHMARK_VERIFIED__JOB_SPECIFIC_MODULE_MAPPING_PENDING,,2026-09-21
CBE-MTB-0356,CBE-JTM-0356,CBE-JP-052,Landscaper,Jobber,Jobber,Quotes; site works; planting/materials; labour; maintenance schedule,Work orders; material schedules; photos; maintenance records,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native job workspace for Quotes; site works; planting/materials; labour; maintenance schedule; create/control Work orders; material schedules; photos; maintenance records as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",PRODUCT_DEEP_BENCHMARK_VERIFIED__JOB_SPECIFIC_MODULE_MAPPING_PENDING,,2026-09-21
CBE-MTB-0357,CBE-JTM-0357,CBE-JP-052,Landscaper,ServiceM8,ServiceM8,Quotes; site works; planting/materials; labour; maintenance schedule,Work orders; material schedules; photos; maintenance records,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native job workspace for Quotes; site works; planting/materials; labour; maintenance schedule; create/control Work orders; material schedules; photos; maintenance records as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",PRODUCT_DEEP_BENCHMARK_VERIFIED__JOB_SPECIFIC_MODULE_MAPPING_PENDING,,2026-09-21
CBE-MTB-0358,CBE-JTM-0358,CBE-JP-052,Landscaper,BigChange,BigChange,Quotes; site works; planting/materials; labour; maintenance schedule,Work orders; material schedules; photos; maintenance records,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native job workspace for Quotes; site works; planting/materials; labour; maintenance schedule; create/control Work orders; material schedules; photos; maintenance records as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",PRODUCT_DEEP_BENCHMARK_VERIFIED__JOB_SPECIFIC_MODULE_MAPPING_PENDING,,2026-09-21
CBE-MTB-0359,CBE-JTM-0359,CBE-JP-052,Landscaper,SketchUp,Trimble,Quotes; site works; planting/materials; labour; maintenance schedule,Work orders; material schedules; photos; maintenance records,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native job workspace for Quotes; site works; planting/materials; labour; maintenance schedule; create/control Work orders; material schedules; photos; maintenance records as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",PRODUCT_DEEP_BENCHMARK_VERIFIED__JOB_SPECIFIC_MODULE_MAPPING_PENDING,,2026-09-21
CBE-MTB-0360,CBE-JTM-0360,CBE-JP-052,Landscaper,Vectorworks Landmark,Vectorworks,Quotes; site works; planting/materials; labour; maintenance schedule,Work orders; material schedules; photos; maintenance records,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native job workspace for Quotes; site works; planting/materials; labour; maintenance schedule; create/control Work orders; material schedules; photos; maintenance records as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",BACKLOG_CREATED,https://www.vectorworks.net/en-GB/landmark,2026-09-21
CBE-MTB-0361,CBE-JTM-0361,CBE-JP-053,Lighting technician,Vectorworks Spotlight,Vectorworks,Equipment planning; inventory; setup; inspections; operation; maintenance,Equipment lists; checklists; allocation records; faults,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native job workspace for Equipment planning; inventory; setup; inspections; operation; maintenance; create/control Equipment lists; checklists; allocation records; faults as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",BACKLOG_CREATED,,2026-09-21
CBE-MTB-0362,CBE-JTM-0362,CBE-JP-053,Lighting technician,Capture,Capture Sweden,Equipment planning; inventory; setup; inspections; operation; maintenance,Equipment lists; checklists; allocation records; faults,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native job workspace for Equipment planning; inventory; setup; inspections; operation; maintenance; create/control Equipment lists; checklists; allocation records; faults as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",BACKLOG_CREATED,,2026-09-21
CBE-MTB-0363,CBE-JTM-0363,CBE-JP-053,Lighting technician,CAST WYSIWYG,CAST Group,Equipment planning; inventory; setup; inspections; operation; maintenance,Equipment lists; checklists; allocation records; faults,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native job workspace for Equipment planning; inventory; setup; inspections; operation; maintenance; create/control Equipment lists; checklists; allocation records; faults as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",BACKLOG_CREATED,,2026-09-21
CBE-MTB-0364,CBE-JTM-0364,CBE-JP-053,Lighting technician,Lightwright,John McKernon Software,Equipment planning; inventory; setup; inspections; operation; maintenance,Equipment lists; checklists; allocation records; faults,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native job workspace for Equipment planning; inventory; setup; inspections; operation; maintenance; create/control Equipment lists; checklists; allocation records; faults as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",BACKLOG_CREATED,,2026-09-21
CBE-MTB-0365,CBE-JTM-0365,CBE-JP-053,Lighting technician,grandMA3 onPC,MA Lighting,Equipment planning; inventory; setup; inspections; operation; maintenance,Equipment lists; checklists; allocation records; faults,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native job workspace for Equipment planning; inventory; setup; inspections; operation; maintenance; create/control Equipment lists; checklists; allocation records; faults as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",BACKLOG_CREATED,,2026-09-21
CBE-MTB-0366,CBE-JTM-0366,CBE-JP-054,Locksmith,Joblogic,Joblogic,Callouts; asset/lock register; access hardware; installation; repair; key/control records,Jobs; asset records; key/access records; invoices,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native job workspace for Callouts; asset/lock register; access hardware; installation; repair; key/control records; create/control Jobs; asset records; key/access records; invoices as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",PRODUCT_DEEP_BENCHMARK_VERIFIED__JOB_SPECIFIC_MODULE_MAPPING_PENDING,,2026-09-21
CBE-MTB-0367,CBE-JTM-0367,CBE-JP-054,Locksmith,simPRO,simPRO,Callouts; asset/lock register; access hardware; installation; repair; key/control records,Jobs; asset records; key/access records; invoices,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native job workspace for Callouts; asset/lock register; access hardware; installation; repair; key/control records; create/control Jobs; asset records; key/access records; invoices as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",PRODUCT_DEEP_BENCHMARK_VERIFIED__JOB_SPECIFIC_MODULE_MAPPING_PENDING,,2026-09-21
CBE-MTB-0368,CBE-JTM-0368,CBE-JP-054,Locksmith,ServiceM8,ServiceM8,Callouts; asset/lock register; access hardware; installation; repair; key/control records,Jobs; asset records; key/access records; invoices,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native job workspace for Callouts; asset/lock register; access hardware; installation; repair; key/control records; create/control Jobs; asset records; key/access records; invoices as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",PRODUCT_DEEP_BENCHMARK_VERIFIED__JOB_SPECIFIC_MODULE_MAPPING_PENDING,,2026-09-21
CBE-MTB-0369,CBE-JTM-0369,CBE-JP-054,Locksmith,BigChange,BigChange,Callouts; asset/lock register; access hardware; installation; repair; key/control records,Jobs; asset records; key/access records; invoices,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native job workspace for Callouts; asset/lock register; access hardware; installation; repair; key/control records; create/control Jobs; asset records; key/access records; invoices as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",PRODUCT_DEEP_BENCHMARK_VERIFIED__JOB_SPECIFIC_MODULE_MAPPING_PENDING,,2026-09-21
CBE-MTB-0370,CBE-JTM-0370,CBE-JP-054,Locksmith,Tradify,Tradify,Callouts; asset/lock register; access hardware; installation; repair; key/control records,Jobs; asset records; key/access records; invoices,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native job workspace for Callouts; asset/lock register; access hardware; installation; repair; key/control records; create/control Jobs; asset records; key/access records; invoices as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",PRODUCT_DEEP_BENCHMARK_VERIFIED__JOB_SPECIFIC_MODULE_MAPPING_PENDING,,2026-09-21
CBE-MTB-0371,CBE-JTM-0371,CBE-JP-054,Locksmith,Genetec Security Center,Genetec,Callouts; asset/lock register; access hardware; installation; repair; key/control records,Jobs; asset records; key/access records; invoices,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native job workspace for Callouts; asset/lock register; access hardware; installation; repair; key/control records; create/control Jobs; asset records; key/access records; invoices as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",PRODUCT_DEEP_BENCHMARK_VERIFIED__JOB_SPECIFIC_MODULE_MAPPING_PENDING,,2026-09-21
CBE-MTB-0372,CBE-JTM-0372,CBE-JP-054,Locksmith,LenelS2 OnGuard,LenelS2,Callouts; asset/lock register; access hardware; installation; repair; key/control records,Jobs; asset records; key/access records; invoices,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native job workspace for Callouts; asset/lock register; access hardware; installation; repair; key/control records; create/control Jobs; asset records; key/access records; invoices as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",BACKLOG_CREATED,,2026-09-21
CBE-MTB-0373,CBE-JTM-0373,CBE-JP-055,Painter and decorator,Tradify,Tradify,Estimate; area/take-off; materials; schedule; application; completion,Quotes; work orders; material usage; photos,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native job workspace for Estimate; area/take-off; materials; schedule; application; completion; create/control Quotes; work orders; material usage; photos as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",PRODUCT_DEEP_BENCHMARK_VERIFIED__JOB_SPECIFIC_MODULE_MAPPING_PENDING,,2026-09-21
