mapping_id,job_profile_id,canonical_name,delivery_domain_id,participating_function_codes_candidate,market_tool_category,vendor,tool_product,specialist_capabilities,primary_structured_records,lifecycle_stages,source_url,verification_status,verified_date,nublox_native_requirement
CBE-JTM-0239,CBE-JP-034,Estimator,D04,F07;F09;F14;F19;F20;F26;F27,Estimating / commercial / contract administration,Bluebeam,Bluebeam Revu,Take-off; resource build-ups; supplier enquiries; estimates; tender submissions; revisions,Estimates; take-offs; RFQs; tender returns; bid documents,Pre-contract,https://www.bluebeam.com/revu/,WEB_ANCHOR_VERIFIED,2026-09-21,"Provide native job workspace for Take-off; resource build-ups; supplier enquiries; estimates; tender submissions; revisions; create/control Estimates; take-offs; RFQs; tender returns; bid documents as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0240,CBE-JP-034,Estimator,D04,F07;F09;F14;F19;F20;F26;F27,Estimating / commercial / contract administration,Trimble,Trimble WinEst,Take-off; resource build-ups; supplier enquiries; estimates; tender submissions; revisions,Estimates; take-offs; RFQs; tender returns; bid documents,Pre-contract,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Take-off; resource build-ups; supplier enquiries; estimates; tender submissions; revisions; create/control Estimates; take-offs; RFQs; tender returns; bid documents as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0241,CBE-JP-034,Estimator,D04,F07;F09;F14;F19;F20;F26;F27,Estimating / commercial / contract administration,Sage,Sage Estimating,Take-off; resource build-ups; supplier enquiries; estimates; tender submissions; revisions,Estimates; take-offs; RFQs; tender returns; bid documents,Pre-contract,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Take-off; resource build-ups; supplier enquiries; estimates; tender submissions; revisions; create/control Estimates; take-offs; RFQs; tender returns; bid documents as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0242,CBE-JP-035,Facilities manager,D10,F08;F09;F12;F13;F14;F22;F23;F26;F27,Facilities / asset / maintenance operations,IBM,IBM Maximo Application Suite,Property/asset register; PPM; reactive maintenance; compliance; contractors; SLAs; budgets,Assets; work orders; service records; inspections; compliance evidence,Operations,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Property/asset register; PPM; reactive maintenance; compliance; contractors; SLAs; budgets; create/control Assets; work orders; service records; inspections; compliance evidence as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0243,CBE-JP-035,Facilities manager,D10,F08;F09;F12;F13;F14;F22;F23;F26;F27,Facilities / asset / maintenance operations,Planon,Planon IWMS,Property/asset register; PPM; reactive maintenance; compliance; contractors; SLAs; budgets,Assets; work orders; service records; inspections; compliance evidence,Operations,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Property/asset register; PPM; reactive maintenance; compliance; contractors; SLAs; budgets; create/control Assets; work orders; service records; inspections; compliance evidence as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0244,CBE-JP-035,Facilities manager,D10,F08;F09;F12;F13;F14;F22;F23;F26;F27,Facilities / asset / maintenance operations,MRI Software,MRI Software,Property/asset register; PPM; reactive maintenance; compliance; contractors; SLAs; budgets,Assets; work orders; service records; inspections; compliance evidence,Operations,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Property/asset register; PPM; reactive maintenance; compliance; contractors; SLAs; budgets; create/control Assets; work orders; service records; inspections; compliance evidence as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0245,CBE-JP-035,Facilities manager,D10,F08;F09;F12;F13;F14;F22;F23;F26;F27,Facilities / asset / maintenance operations,Eptura,Eptura / Archibus,Property/asset register; PPM; reactive maintenance; compliance; contractors; SLAs; budgets,Assets; work orders; service records; inspections; compliance evidence,Operations,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Property/asset register; PPM; reactive maintenance; compliance; contractors; SLAs; budgets; create/control Assets; work orders; service records; inspections; compliance evidence as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0246,CBE-JP-035,Facilities manager,D10,F08;F09;F12;F13;F14;F22;F23;F26;F27,Facilities / asset / maintenance operations,Spacewell,Spacewell,Property/asset register; PPM; reactive maintenance; compliance; contractors; SLAs; budgets,Assets; work orders; service records; inspections; compliance evidence,Operations,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Property/asset register; PPM; reactive maintenance; compliance; contractors; SLAs; budgets; create/control Assets; work orders; service records; inspections; compliance evidence as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0247,CBE-JP-035,Facilities manager,D10,F08;F09;F12;F13;F14;F22;F23;F26;F27,Facilities / asset / maintenance operations,IFS,IFS Cloud EAM,Property/asset register; PPM; reactive maintenance; compliance; contractors; SLAs; budgets,Assets; work orders; service records; inspections; compliance evidence,Operations,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Property/asset register; PPM; reactive maintenance; compliance; contractors; SLAs; budgets; create/control Assets; work orders; service records; inspections; compliance evidence as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0248,CBE-JP-035,Facilities manager,D10,F08;F09;F12;F13;F14;F22;F23;F26;F27,Facilities / asset / maintenance operations,Hexagon,HxGN EAM,Property/asset register; PPM; reactive maintenance; compliance; contractors; SLAs; budgets,Assets; work orders; service records; inspections; compliance evidence,Operations,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Property/asset register; PPM; reactive maintenance; compliance; contractors; SLAs; budgets; create/control Assets; work orders; service records; inspections; compliance evidence as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0249,CBE-JP-035,Facilities manager,D10,F08;F09;F12;F13;F14;F22;F23;F26;F27,Facilities / asset / maintenance operations,SAP,SAP Asset Management,Property/asset register; PPM; reactive maintenance; compliance; contractors; SLAs; budgets,Assets; work orders; service records; inspections; compliance evidence,Operations,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Property/asset register; PPM; reactive maintenance; compliance; contractors; SLAs; budgets; create/control Assets; work orders; service records; inspections; compliance evidence as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0250,CBE-JP-036,Fence installer,D07,F09;F10;F12;F13;F23;F26;F27,Trade field execution / estimating / evidence,Tradify,Tradify,Survey; estimate; set-out; installation; materials; completion,Quotes; work orders; material usage; photos,Construction / External works,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Survey; estimate; set-out; installation; materials; completion; create/control Quotes; work orders; material usage; photos as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0251,CBE-JP-036,Fence installer,D07,F09;F10;F12;F13;F23;F26;F27,Trade field execution / estimating / evidence,Fergus,Fergus,Survey; estimate; set-out; installation; materials; completion,Quotes; work orders; material usage; photos,Construction / External works,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Survey; estimate; set-out; installation; materials; completion; create/control Quotes; work orders; material usage; photos as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0252,CBE-JP-036,Fence installer,D07,F09;F10;F12;F13;F23;F26;F27,Trade field execution / estimating / evidence,ServiceM8,ServiceM8,Survey; estimate; set-out; installation; materials; completion,Quotes; work orders; material usage; photos,Construction / External works,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Survey; estimate; set-out; installation; materials; completion; create/control Quotes; work orders; material usage; photos as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0253,CBE-JP-036,Fence installer,D07,F09;F10;F12;F13;F23;F26;F27,Trade field execution / estimating / evidence,BigChange,BigChange,Survey; estimate; set-out; installation; materials; completion,Quotes; work orders; material usage; photos,Construction / External works,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Survey; estimate; set-out; installation; materials; completion; create/control Quotes; work orders; material usage; photos as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0254,CBE-JP-036,Fence installer,D07,F09;F10;F12;F13;F23;F26;F27,Trade field execution / estimating / evidence,Jobber,Jobber,Survey; estimate; set-out; installation; materials; completion,Quotes; work orders; material usage; photos,Construction / External works,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Survey; estimate; set-out; installation; materials; completion; create/control Quotes; work orders; material usage; photos as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0255,CBE-JP-036,Fence installer,D07,F09;F10;F12;F13;F23;F26;F27,Trade field execution / estimating / evidence,SafetyCulture,SafetyCulture,Survey; estimate; set-out; installation; materials; completion,Quotes; work orders; material usage; photos,Construction / External works,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Survey; estimate; set-out; installation; materials; completion; create/control Quotes; work orders; material usage; photos as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0256,CBE-JP-037,Fire safety engineer,D02,F05;F13;F19;F23;F26;F27,Engineering analysis / design / technical information,Thunderhead Engineering,Thunderhead Engineering PyroSim,Fire strategy; modelling; design review; compliance evidence; inspections,Fire strategies; calculations; reports; design comments,Design; Construction; Operations,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Fire strategy; modelling; design review; compliance evidence; inspections; create/control Fire strategies; calculations; reports; design comments as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0257,CBE-JP-037,Fire safety engineer,D02,F05;F13;F19;F23;F26;F27,Engineering analysis / design / technical information,NIST,NIST Fire Dynamics Simulator (FDS),Fire strategy; modelling; design review; compliance evidence; inspections,Fire strategies; calculations; reports; design comments,Design; Construction; Operations,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Fire strategy; modelling; design review; compliance evidence; inspections; create/control Fire strategies; calculations; reports; design comments as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0258,CBE-JP-037,Fire safety engineer,D02,F05;F13;F19;F23;F26;F27,Engineering analysis / design / technical information,Thunderhead Engineering,Thunderhead Engineering Pathfinder,Fire strategy; modelling; design review; compliance evidence; inspections,Fire strategies; calculations; reports; design comments,Design; Construction; Operations,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Fire strategy; modelling; design review; compliance evidence; inspections; create/control Fire strategies; calculations; reports; design comments as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0259,CBE-JP-037,Fire safety engineer,D02,F05;F13;F19;F23;F26;F27,Engineering analysis / design / technical information,NIST,NIST CFAST,Fire strategy; modelling; design review; compliance evidence; inspections,Fire strategies; calculations; reports; design comments,Design; Construction; Operations,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Fire strategy; modelling; design review; compliance evidence; inspections; create/control Fire strategies; calculations; reports; design comments as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0260,CBE-JP-037,Fire safety engineer,D02,F05;F13;F19;F23;F26;F27,Engineering analysis / design / technical information,Oasys / Arup,Oasys MassMotion,Fire strategy; modelling; design review; compliance evidence; inspections,Fire strategies; calculations; reports; design comments,Design; Construction; Operations,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Fire strategy; modelling; design review; compliance evidence; inspections; create/control Fire strategies; calculations; reports; design comments as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0261,CBE-JP-037,Fire safety engineer,D02,F05;F13;F19;F23;F26;F27,Engineering analysis / design / technical information,Autodesk,Autodesk Revit,Fire strategy; modelling; design review; compliance evidence; inspections,Fire strategies; calculations; reports; design comments,Design; Construction; Operations,https://www.autodesk.com/products/revit/overview,WEB_ANCHOR_VERIFIED,2026-09-21,"Provide native job workspace for Fire strategy; modelling; design review; compliance evidence; inspections; create/control Fire strategies; calculations; reports; design comments as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0262,CBE-JP-037,Fire safety engineer,D02,F05;F13;F19;F23;F26;F27,Engineering analysis / design / technical information,Bluebeam,Bluebeam Revu,Fire strategy; modelling; design review; compliance evidence; inspections,Fire strategies; calculations; reports; design comments,Design; Construction; Operations,https://www.bluebeam.com/revu/,WEB_ANCHOR_VERIFIED,2026-09-21,"Provide native job workspace for Fire strategy; modelling; design review; compliance evidence; inspections; create/control Fire strategies; calculations; reports; design comments as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0263,CBE-JP-038,Formworker,D07,F09;F10;F12;F13;F23;F26;F27,Trade field execution / estimating / evidence,Trimble,Tekla Structures,Formwork planning; drawings; material/plant requirements; installation; striking; checks,Work orders; checklists; material records; photos,Structural construction,https://www.tekla.com/products/tekla-structures,WEB_ANCHOR_VERIFIED,2026-09-21,"Provide native job workspace for Formwork planning; drawings; material/plant requirements; installation; striking; checks; create/control Work orders; checklists; material records; photos as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0264,CBE-JP-038,Formworker,D07,F09;F10;F12;F13;F23;F26;F27,Trade field execution / estimating / evidence,PERI,PERI CAD / planning tools,Formwork planning; drawings; material/plant requirements; installation; striking; checks,Work orders; checklists; material records; photos,Structural construction,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Formwork planning; drawings; material/plant requirements; installation; striking; checks; create/control Work orders; checklists; material records; photos as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0265,CBE-JP-038,Formworker,D07,F09;F10;F12;F13;F23;F26;F27,Trade field execution / estimating / evidence,Doka,Doka Tipos / planning tools,Formwork planning; drawings; material/plant requirements; installation; striking; checks,Work orders; checklists; material records; photos,Structural construction,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Formwork planning; drawings; material/plant requirements; installation; striking; checks; create/control Work orders; checklists; material records; photos as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0266,CBE-JP-038,Formworker,D07,F09;F10;F12;F13;F23;F26;F27,Trade field execution / estimating / evidence,Autodesk,Autodesk Revit,Formwork planning; drawings; material/plant requirements; installation; striking; checks,Work orders; checklists; material records; photos,Structural construction,https://www.autodesk.com/products/revit/overview,WEB_ANCHOR_VERIFIED,2026-09-21,"Provide native job workspace for Formwork planning; drawings; material/plant requirements; installation; striking; checks; create/control Work orders; checklists; material records; photos as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0267,CBE-JP-038,Formworker,D07,F09;F10;F12;F13;F23;F26;F27,Trade field execution / estimating / evidence,Procore,Procore,Formwork planning; drawings; material/plant requirements; installation; striking; checks,Work orders; checklists; material records; photos,Structural construction,https://www.procore.com/,WEB_ANCHOR_VERIFIED,2026-09-21,"Provide native job workspace for Formwork planning; drawings; material/plant requirements; installation; striking; checks; create/control Work orders; checklists; material records; photos as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0268,CBE-JP-038,Formworker,D07,F09;F10;F12;F13;F23;F26;F27,Trade field execution / estimating / evidence,Autodesk,Autodesk Build,Formwork planning; drawings; material/plant requirements; installation; striking; checks,Work orders; checklists; material records; photos,Structural construction,https://construction.autodesk.com/products/autodesk-build/,WEB_ANCHOR_VERIFIED,2026-09-21,"Provide native job workspace for Formwork planning; drawings; material/plant requirements; installation; striking; checks; create/control Work orders; checklists; material records; photos as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0269,CBE-JP-038,Formworker,D07,F09;F10;F12;F13;F23;F26;F27,Trade field execution / estimating / evidence,SafetyCulture,SafetyCulture,Formwork planning; drawings; material/plant requirements; installation; striking; checks,Work orders; checklists; material records; photos,Structural construction,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Formwork planning; drawings; material/plant requirements; installation; striking; checks; create/control Work orders; checklists; material records; photos as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0270,CBE-JP-039,Furniture maker,D14,F07;F09;F10;F11;F13;F14;F26;F27,Supply / fabrication / manufacturing,Hexagon,Hexagon Cabinet Vision,Design; BOM; production; stock; quality; orders; delivery,Drawings; BOMs; work orders; QC records; sales orders,Manufacture; Supply,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Design; BOM; production; stock; quality; orders; delivery; create/control Drawings; BOMs; work orders; QC records; sales orders as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0271,CBE-JP-039,Furniture maker,D14,F07;F09;F10;F11;F13;F14;F26;F27,Supply / fabrication / manufacturing,Microvellum,Microvellum,Design; BOM; production; stock; quality; orders; delivery,Drawings; BOMs; work orders; QC records; sales orders,Manufacture; Supply,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Design; BOM; production; stock; quality; orders; delivery; create/control Drawings; BOMs; work orders; QC records; sales orders as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0272,CBE-JP-039,Furniture maker,D14,F07;F09;F10;F11;F13;F14;F26;F27,Supply / fabrication / manufacturing,Autodesk,Autodesk Fusion,Design; BOM; production; stock; quality; orders; delivery,Drawings; BOMs; work orders; QC records; sales orders,Manufacture; Supply,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Design; BOM; production; stock; quality; orders; delivery; create/control Drawings; BOMs; work orders; QC records; sales orders as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0273,CBE-JP-039,Furniture maker,D14,F07;F09;F10;F11;F13;F14;F26;F27,Supply / fabrication / manufacturing,Dassault Systèmes,SOLIDWORKS,Design; BOM; production; stock; quality; orders; delivery,Drawings; BOMs; work orders; QC records; sales orders,Manufacture; Supply,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Design; BOM; production; stock; quality; orders; delivery; create/control Drawings; BOMs; work orders; QC records; sales orders as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0274,CBE-JP-039,Furniture maker,D14,F07;F09;F10;F11;F13;F14;F26;F27,Supply / fabrication / manufacturing,Cyncly,Cyncly 3CAD,Design; BOM; production; stock; quality; orders; delivery,Drawings; BOMs; work orders; QC records; sales orders,Manufacture; Supply,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Design; BOM; production; stock; quality; orders; delivery; create/control Drawings; BOMs; work orders; QC records; sales orders as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0275,CBE-JP-039,Furniture maker,D14,F07;F09;F10;F11;F13;F14;F26;F27,Supply / fabrication / manufacturing,HOMAG,HOMAG productionManager,Design; BOM; production; stock; quality; orders; delivery,Drawings; BOMs; work orders; QC records; sales orders,Manufacture; Supply,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Design; BOM; production; stock; quality; orders; delivery; create/control Drawings; BOMs; work orders; QC records; sales orders as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0276,CBE-JP-040,Gas mains layer,D12,F09;F10;F12;F13;F22;F23;F26;F27,Utilities / network / field operations,Esri,Esri ArcGIS Utility Network,Work orders; excavation/laying records; materials; pressure/test records; reinstatement; asset location,Job packs; network records; test results; as-builts,Infrastructure construction; Maintenance,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Work orders; excavation/laying records; materials; pressure/test records; reinstatement; asset location; create/control Job packs; network records; test results; as-builts as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0277,CBE-JP-040,Gas mains layer,D12,F09;F10;F12;F13;F22;F23;F26;F27,Utilities / network / field operations,Bentley Systems,Bentley OpenUtilities,Work orders; excavation/laying records; materials; pressure/test records; reinstatement; asset location,Job packs; network records; test results; as-builts,Infrastructure construction; Maintenance,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Work orders; excavation/laying records; materials; pressure/test records; reinstatement; asset location; create/control Job packs; network records; test results; as-builts as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0278,CBE-JP-040,Gas mains layer,D12,F09;F10;F12;F13;F22;F23;F26;F27,Utilities / network / field operations,Trimble,Trimble Siteworks,Work orders; excavation/laying records; materials; pressure/test records; reinstatement; asset location,Job packs; network records; test results; as-builts,Infrastructure construction; Maintenance,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Work orders; excavation/laying records; materials; pressure/test records; reinstatement; asset location; create/control Job packs; network records; test results; as-builts as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0279,CBE-JP-040,Gas mains layer,D12,F09;F10;F12;F13;F22;F23;F26;F27,Utilities / network / field operations,IBM,IBM Maximo Application Suite,Work orders; excavation/laying records; materials; pressure/test records; reinstatement; asset location,Job packs; network records; test results; as-builts,Infrastructure construction; Maintenance,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Work orders; excavation/laying records; materials; pressure/test records; reinstatement; asset location; create/control Job packs; network records; test results; as-builts as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0280,CBE-JP-040,Gas mains layer,D12,F09;F10;F12;F13;F22;F23;F26;F27,Utilities / network / field operations,SAP,SAP Field Service Management,Work orders; excavation/laying records; materials; pressure/test records; reinstatement; asset location,Job packs; network records; test results; as-builts,Infrastructure construction; Maintenance,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Work orders; excavation/laying records; materials; pressure/test records; reinstatement; asset location; create/control Job packs; network records; test results; as-builts as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0281,CBE-JP-040,Gas mains layer,D12,F09;F10;F12;F13;F22;F23;F26;F27,Utilities / network / field operations,SafetyCulture,SafetyCulture,Work orders; excavation/laying records; materials; pressure/test records; reinstatement; asset location,Job packs; network records; test results; as-builts,Infrastructure construction; Maintenance,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Work orders; excavation/laying records; materials; pressure/test records; reinstatement; asset location; create/control Job packs; network records; test results; as-builts as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0282,CBE-JP-041,Gas service technician,D08,F09;F10;F12;F13;F22;F23;F26;F27,Building-services design / field service / certification,Joblogic,Joblogic,Jobs; appliances; service schedules; tests; defects; parts; certification,Job sheets; appliance records; test results; service records,Installation; Maintenance,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Jobs; appliances; service schedules; tests; defects; parts; certification; create/control Job sheets; appliance records; test results; service records as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0283,CBE-JP-041,Gas service technician,D08,F09;F10;F12;F13;F22;F23;F26;F27,Building-services design / field service / certification,simPRO,simPRO,Jobs; appliances; service schedules; tests; defects; parts; certification,Job sheets; appliance records; test results; service records,Installation; Maintenance,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Jobs; appliances; service schedules; tests; defects; parts; certification; create/control Job sheets; appliance records; test results; service records as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
