job_archetype_id,job_title,career_index,domain,internal_job_profile_ids,internal_profile_state,work_product_id,work_product_name,authoring_mode_candidate,enterprise_stream,context_types,primary_functions,primary_subfunctions,canonical_object_candidate,authoring_primitive_candidate,upstream_inputs,downstream_handoff,evidence_requirement,review_state
JOB-PDS,Planning and Development Surveyor,57,"Surveying, Property & Land",JP-F22.02-PROFESSIONAL|JP-F22.04-PROFESSIONAL,candidate-multi-profile-composition,WP-PDS-009,Planning Obligation / Condition Register,NATIVE,Operate,Site|Project|Requirement,F19|F22,F19.02|F22.04,Obligation / Condition Register,Enterprise Grid,planning decision|agreement|conditions,Delivery / compliance,"Source, owner, dates and fulfilment evidence",candidate-revalidation
JOB-PDS,Planning and Development Surveyor,57,"Surveying, Property & Land",JP-F22.02-PROFESSIONAL|JP-F22.04-PROFESSIONAL,candidate-multi-profile-composition,WP-PDS-010,Development Monitoring Report,ASSISTED,Operate,Site|Project|Period,F22|F27,F22.02|F27.07,Controlled Reporting Snapshot,Assisted Report Generator,appraisal|planning|programme|cost|conditions,Investor / client review,Period-locked source evidence and forecast assumptions,candidate-revalidation
JOB-RS,Rural Surveyor,66,"Surveying, Property & Land",JP-F22.04-PROFESSIONAL|JP-F22.12-PROFESSIONAL|JP-F22.14-PROFESSIONAL,candidate-multi-profile-composition,WP-RS-001,Rural Estate / Land Register,NATIVE,Enterprise Data,Estate|Land Parcel|Property,F22,F22.06,Property / Land Register,Map Workspace|Enterprise Grid,title|plans|tenancies|asset data,Estate management / valuation,"Canonical identity, geometry and source provenance",candidate-revalidation
JOB-RS,Rural Surveyor,66,"Surveying, Property & Land",JP-F22.04-PROFESSIONAL|JP-F22.12-PROFESSIONAL|JP-F22.14-PROFESSIONAL,candidate-multi-profile-composition,WP-RS-002,Land / Property Inspection,NATIVE,Operate,Land Parcel|Property|Location,F22,F22.09,Condition / Property Inspection,Field/Mobile composition,estate register|instruction,Maintenance / valuation / tenancy action,"Observations, photos, date and surveyor",candidate-revalidation
JOB-RS,Rural Surveyor,66,"Surveying, Property & Land",JP-F22.04-PROFESSIONAL|JP-F22.12-PROFESSIONAL|JP-F22.14-PROFESSIONAL,candidate-multi-profile-composition,WP-RS-003,Rural Property / Land Valuation,NATIVE,Operate,Land Parcel|Property|Valuation Date,F14|F22,F14.13|F22.04,Property Valuation,Calculation Workbench,inspection|comparables|tenancy|market data,Client / transaction / finance,"Basis, assumptions and comparable evidence",candidate-revalidation
JOB-RS,Rural Surveyor,66,"Surveying, Property & Land",JP-F22.04-PROFESSIONAL|JP-F22.12-PROFESSIONAL|JP-F22.14-PROFESSIONAL,candidate-multi-profile-composition,WP-RS-004,Tenancy / Lease Record,NATIVE,Operate,Land Parcel|Property|Party|Lease,F22|F19,F22.12|F19.02,Lease / Tenancy,Object Workspace,executed agreement|parties|property,Rent / obligation / renewal events,"Terms, dates, parties and document basis",candidate-revalidation
JOB-RS,Rural Surveyor,66,"Surveying, Property & Land",JP-F22.04-PROFESSIONAL|JP-F22.12-PROFESSIONAL|JP-F22.14-PROFESSIONAL,candidate-multi-profile-composition,WP-RS-005,Estate / Land Management Plan,NATIVE,Operate,Estate|Land Parcel|Period,F22,F22.01,Asset / Estate Management Plan,Object Workspace,estate objectives|condition|tenancies|environment,Works / investment / operations,"Approved objectives, actions and period",candidate-revalidation
JOB-RS,Rural Surveyor,66,"Surveying, Property & Land",JP-F22.04-PROFESSIONAL|JP-F22.12-PROFESSIONAL|JP-F22.14-PROFESSIONAL,candidate-multi-profile-composition,WP-RS-006,Rural Works / Maintenance Plan,NATIVE,Operate,Estate|Asset|Work Package,F22,F22.07,Maintenance / Works Plan,Enterprise Grid,condition|obligations|budget|seasonality,Work orders / contractors,"Scope, timing, budget and responsibility",candidate-revalidation
JOB-RS,Rural Surveyor,66,"Surveying, Property & Land",JP-F22.04-PROFESSIONAL|JP-F22.12-PROFESSIONAL|JP-F22.14-PROFESSIONAL,candidate-multi-profile-composition,WP-RS-007,Compensation / Acquisition Case,NATIVE,Operate,Land Parcel|Party|Matter,F19|F22,F19.01|F22.04,Property / Compensation Case,Case Workspace,scheme|ownership|valuation|negotiation,Agreement / legal settlement,"Evidence, offers, decisions and chronology",candidate-revalidation
JOB-RS,Rural Surveyor,66,"Surveying, Property & Land",JP-F22.04-PROFESSIONAL|JP-F22.12-PROFESSIONAL|JP-F22.14-PROFESSIONAL,candidate-multi-profile-composition,WP-RS-008,Tenancy / Estate Transaction Record,NATIVE,Operate,Property|Party|Matter,F22|F19,F22.12|F19.01,Property Transaction,Case Workspace,instruction|terms|valuation|due diligence,Lease / sale / acquisition,Offer history and approval evidence,candidate-revalidation
JOB-RS,Rural Surveyor,66,"Surveying, Property & Land",JP-F22.04-PROFESSIONAL|JP-F22.12-PROFESSIONAL|JP-F22.14-PROFESSIONAL,candidate-multi-profile-composition,WP-RS-009,Rural Client / Estate Report,ASSISTED,Operate,Estate|Portfolio|Period,F22,F22.01,Controlled Reporting Snapshot,Assisted Report Generator,valuations|tenancies|condition|works|income,Client / trustee review,As-of date and source snapshot,candidate-revalidation
JOB-RS,Rural Surveyor,66,"Surveying, Property & Land",JP-F22.04-PROFESSIONAL|JP-F22.12-PROFESSIONAL|JP-F22.14-PROFESSIONAL,candidate-multi-profile-composition,WP-RS-010,Estate Handover / Record Package,ASSISTED,Operate,Estate|Property|Archive,F22|F26,F22.06|F26.06,Handover / Archive Package,Assisted Report Generator,property records|leases|plans|reports,New manager / owner / archive,"Completeness, provenance and stewardship transfer",candidate-revalidation
JOB-ST,Surveying Technician,76,"Surveying, Property & Land",,gap-no-direct-job-profile,WP-ST-001,Survey Task / Method Record,NATIVE,Deliver,Project|Property|Site,F27|F26,F27.06|F26.05,Survey Task / Plan,Object Workspace,instruction|scope|accuracy|access,Field survey,"Scope, method, responsibilities and date",candidate-revalidation
JOB-ST,Surveying Technician,76,"Surveying, Property & Land",,gap-no-direct-job-profile,WP-ST-002,Site Measurement / Observation Record,NATIVE,Deliver,Site|Property|Location,F22|F26,F22.06|F26.05,Survey / Measurement Record,Field/Mobile composition,task|control|instrument,Drawing / schedule / assessment,"Measurements, instrument, date and attribution",candidate-revalidation
JOB-ST,Surveying Technician,76,"Surveying, Property & Land",,gap-no-direct-job-profile,WP-ST-003,Survey Dataset,CONNECTED,Enterprise Data,Site|Property|Dataset,F26,F26.05,Information Container: Survey Dataset,Connected Authoring Adapter,field measurements|instrument files,Drawing / model / analysis,Raw data provenance and version,candidate-revalidation
JOB-ST,Surveying Technician,76,"Surveying, Property & Land",,gap-no-direct-job-profile,WP-ST-004,Survey Drawing / Model,CONNECTED,Deliver,Project|Property|Information Container,F26,F26.05,Information Container: Survey Drawing / Model,Connected Authoring Adapter,survey dataset|control|feature coding,Designer / surveyor / client,"Revision, CRS and checker",candidate-revalidation
JOB-ST,Surveying Technician,76,"Surveying, Property & Land",,gap-no-direct-job-profile,WP-ST-005,Measurement / Quantity Schedule,NATIVE,Deliver,Project|Property|Work Package,F07|F26,F07.04|F26.05,Measurement / Quantity Schedule,Enterprise Grid,survey|drawings|measurement rules,Estimate / valuation / scope,"Item basis, quantity and source reference",candidate-revalidation
JOB-ST,Surveying Technician,76,"Surveying, Property & Land",,gap-no-direct-job-profile,WP-ST-006,Property / Site Inspection Record,NATIVE,Operate,Property|Site|Location,F22,F22.09,Inspection,Field/Mobile composition,inspection scope|criteria,Defect / report / maintenance,"Observations, photos and inspector",candidate-revalidation
JOB-ST,Surveying Technician,76,"Surveying, Property & Land",,gap-no-direct-job-profile,WP-ST-007,Survey QA / Validation Record,NATIVE,Enterprise Data,Dataset|Drawing|Survey,F13|F26,F13.04|F26.05,Validation Result,Enterprise Grid,measurements|tolerances|control,Release / correction,"Checks, exceptions and reviewer",candidate-revalidation
JOB-ST,Surveying Technician,76,"Surveying, Property & Land",,gap-no-direct-job-profile,WP-ST-008,Technical Query / Clarification,NATIVE,Deliver,Project|Property|Information Container,F26|F27,F26.05|F27.06,RFI / Technical Query,Viewer Workspace,survey|drawing|site condition,Response / revision,Question and linked source evidence,candidate-revalidation
JOB-ST,Surveying Technician,76,"Surveying, Property & Land",,gap-no-direct-job-profile,WP-ST-009,Survey Report,ASSISTED,Deliver,Project|Property|Area,F22|F26,F22.09|F26.05,Controlled Report / Information Container,Assisted Report Generator,survey results|inspection|limitations,Client / project team,"Method, date, author and source manifest",candidate-revalidation
JOB-ST,Surveying Technician,76,"Surveying, Property & Land",,gap-no-direct-job-profile,WP-ST-010,Survey / As-Built Handover,ASSISTED,Deliver,Project|Property|Dataset,F22|F26|F27,F22.06|F26.06|F27.08,Handover Package,Assisted Report Generator,datasets|drawings|reports|QA,Client / asset record,Completeness and accepted revisions,candidate-revalidation
JOB-TP,Town Planner,79,"Geospatial, Planning & Transport",,gap-no-direct-job-profile,WP-TP-001,Planning Case / Application Record,NATIVE,Operate,Site|Property|Application|Authority,F19|F22,F19.01|F22.04,Planning Case / Application,Case Workspace,application|site|party|submission,Assessment / consultation,"Submitted basis, parties, dates and status",candidate-revalidation
JOB-TP,Town Planner,79,"Geospatial, Planning & Transport",,gap-no-direct-job-profile,WP-TP-002,Policy / Constraint Assessment,NATIVE,Operate,Site|Policy|Requirement,F20|F22,F20.02|F22.04,Planning Requirement / Constraint Assessment,Map Workspace|Enterprise Grid,policy|designations|spatial constraints,Planning report / recommendation,"Source, applicability and assessment date",candidate-revalidation
JOB-TP,Town Planner,79,"Geospatial, Planning & Transport",,gap-no-direct-job-profile,WP-TP-003,Site / Spatial Planning Appraisal,NATIVE,Operate,Site|Area|Project,F22|F26,F22.04|F26.05,Site Appraisal,Map Workspace,site data|constraints|access|context,Options / planning strategy,"Spatial evidence, assumptions and author",candidate-revalidation
JOB-TP,Town Planner,79,"Geospatial, Planning & Transport",,gap-no-direct-job-profile,WP-TP-004,Planning Consultation Record,NATIVE,Operate,Application|Party|Authority,F19,F19.01,Consultation / Representation,Object Workspace,case|consultee request|response,Assessment / recommendation,"Contributor, date, response and linked case",candidate-revalidation
JOB-TP,Town Planner,79,"Geospatial, Planning & Transport",,gap-no-direct-job-profile,WP-TP-005,Planning Representation / Response,ASSISTED,Operate,Application|Party|Authority,F19|F26,F19.01|F26.05,Controlled Submission / Representation,Assisted Report Generator,case|policy|evidence,Authority / applicant / stakeholder,"Issued revision, author and recipient",candidate-revalidation
JOB-TP,Town Planner,79,"Geospatial, Planning & Transport",,gap-no-direct-job-profile,WP-TP-006,Planning Officer / Advisory Report,ASSISTED,Operate,Application|Site|Decision,F20|F22,F20.03|F22.04,Planning Report / Decision Basis,Assisted Report Generator,assessment|consultation|policy|evidence,Decision,"Source snapshot, recommendation and rationale",candidate-revalidation
JOB-TP,Town Planner,79,"Geospatial, Planning & Transport",,gap-no-direct-job-profile,WP-TP-007,Planning Condition / Obligation Register,NATIVE,Operate,Application|Site|Requirement,F19|F22,F19.02|F22.04,Condition / Obligation Register,Enterprise Grid,decision|agreement|conditions,Compliance / project delivery,"Source, owner, dates and discharge evidence",candidate-revalidation
JOB-TP,Town Planner,79,"Geospatial, Planning & Transport",,gap-no-direct-job-profile,WP-TP-008,Planning Decision / Recommendation Record,NATIVE,Operate,Application|Decision|Authority,F20,F20.03,Decision,Decision Workspace,report|consultation|conditions|authority,Approval / refusal / next action,"Authority, rationale and exact subject",candidate-revalidation
JOB-TP,Town Planner,79,"Geospatial, Planning & Transport",,gap-no-direct-job-profile,WP-TP-009,Appeal / Enforcement Case,NATIVE,Operate,Application|Site|Matter,F19|F20,F19.01|F20.02,Planning Appeal / Enforcement Case,Case Workspace,decision|breach|evidence|representations,Determination / remedial action,"Chronology, evidence and outcome",candidate-revalidation
JOB-TP,Town Planner,79,"Geospatial, Planning & Transport",,gap-no-direct-job-profile,WP-TP-010,Planning Monitoring / Compliance Report,ASSISTED,Operate,Site|Application|Period,F22|F20,F22.09|F20.09,Controlled Reporting Snapshot,Assisted Report Generator,conditions|inspections|development progress|exceptions,Authority / project / enforcement,As-of date and source evidence,candidate-revalidation
JOB-TRP,Transport Planner,81,"Geospatial, Planning & Transport",JP-F10.08-PROFESSIONAL,candidate-adjacent-profile,WP-TRP-001,Transport Study / Survey Plan,NATIVE,Deliver,Area|Project|Network,F10|F27,F10.08|F27.04,Transport Study Plan,Object Workspace,brief|network|study objectives,Data collection,"Approved scope, locations, periods and methods",candidate-revalidation
JOB-TRP,Transport Planner,81,"Geospatial, Planning & Transport",JP-F10.08-PROFESSIONAL,candidate-adjacent-profile,WP-TRP-002,Traffic / Transport Survey Dataset,NATIVE,Deliver,Area|Network|Dataset|Period,F10|F26,F10.08|F26.05,Transport Survey Dataset,Enterprise Grid|Map Workspace,counts|journey data|site observations,Model / assessment,"Time, location, method and data provenance",candidate-revalidation
JOB-TRP,Transport Planner,81,"Geospatial, Planning & Transport",JP-F10.08-PROFESSIONAL,candidate-adjacent-profile,WP-TRP-003,Demand / Network Model,CONNECTED,Deliver,Area|Network|Scenario,F10|F26,F10.08|F26.05,Information Container: Transport Model,Connected Authoring Adapter,survey data|land use|network|assumptions,Options / forecast / assessment,"Model version, inputs, calibration and checker",candidate-revalidation
JOB-TRP,Transport Planner,81,"Geospatial, Planning & Transport",JP-F10.08-PROFESSIONAL,candidate-adjacent-profile,WP-TRP-004,Transport Options Appraisal,NATIVE,Deliver,Project|Area|Scenario,F20|F27,F20.03|F27.04,Options Appraisal,Calculation Workbench,model|cost|benefits|constraints|policy,Recommendation / scheme development,"Criteria, assumptions and sensitivity",candidate-revalidation
JOB-TRP,Transport Planner,81,"Geospatial, Planning & Transport",JP-F10.08-PROFESSIONAL,candidate-adjacent-profile,WP-TRP-005,Transport Assessment / Statement,ASSISTED,Deliver,Site|Project|Authority,F10|F26,F10.08|F26.05,Controlled Report / Submission,Assisted Report Generator,survey|model|development data|policy,Planning / client decision,Issued revision and source manifest,candidate-revalidation
JOB-TRP,Transport Planner,81,"Geospatial, Planning & Transport",JP-F10.08-PROFESSIONAL,candidate-adjacent-profile,WP-TRP-006,Travel Plan / Transport Strategy,NATIVE,Deliver,Site|Organisation|Project,F10|F27,F10.08|F27.04,Transport / Travel Plan,Object Workspace,assessment|objectives|measures|stakeholders,Implementation / monitoring,"Approved measures, owners and targets",candidate-revalidation
JOB-TRP,Transport Planner,81,"Geospatial, Planning & Transport",JP-F10.08-PROFESSIONAL,candidate-adjacent-profile,WP-TRP-007,Consultation / Stakeholder Record,NATIVE,Deliver,Project|Party|Authority,F19|F27,F19.01|F27.04,Consultation Record,Object Workspace,proposal|meeting|response,Option refinement / decision,"Participant, date, issue and response",candidate-revalidation
JOB-TRP,Transport Planner,81,"Geospatial, Planning & Transport",JP-F10.08-PROFESSIONAL,candidate-adjacent-profile,WP-TRP-008,Transport Mitigation / Scheme Schedule,NATIVE,Deliver,Project|Network|Work Package,F10|F27,F10.08|F27.06,Mitigation / Scheme Register,Enterprise Grid,assessment|conditions|design,Project delivery / obligations,"Measure, owner, date, status and evidence",candidate-revalidation
JOB-TRP,Transport Planner,81,"Geospatial, Planning & Transport",JP-F10.08-PROFESSIONAL,candidate-adjacent-profile,WP-TRP-009,Model QA / Validation Record,NATIVE,Deliver,Model|Dataset|Scenario,F13|F26,F13.04|F26.05,Model Validation Result,Enterprise Grid,model|observed data|validation criteria,Release / correction,Calibration/validation results and reviewer,candidate-revalidation
JOB-TRP,Transport Planner,81,"Geospatial, Planning & Transport",JP-F10.08-PROFESSIONAL,candidate-adjacent-profile,WP-TRP-010,Transport Monitoring / Performance Report,ASSISTED,Operate,Area|Network|Site|Period,F10|F27,F10.08|F27.07,Controlled Reporting Snapshot,Assisted Report Generator,counts|travel plan measures|network performance,Planning condition / scheme review,"Period-locked data, definitions and source references",candidate-revalidation
