employment_job_id,job_title,catalogue_source,source_job_profile_ids,source_reconciliation_states,source_titles,wave_archetype_ids,external_career_indexes,domain,function_ids,job_level,work_product_state,activity_mapping_state,canonical_mapping_state,job_workbench_state,acceptance_state,notes,explicit_work_product_count
EJOB-F05.10-PROFESSIONAL,Innovation Manager,source-reconciled,JP-F05.10-PROFESSIONAL,reconciled-retain-employment-profile,Innovation Manager,,,,F05,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 5 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,4
EJOB-F04.05-PROFESSIONAL,Integration Specialist,source-reconciled,JP-F04.05-PROFESSIONAL,reconciled-retain-employment-profile,Integration Specialist,,,,F04,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 5 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,4
EJOB-F19.06-PROFESSIONAL,Intellectual Property Counsel,source-reconciled,JP-F19.06-PROFESSIONAL,reconciled-retain-employment-profile,Intellectual Property Counsel,,,,F19,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 9 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-case/authority/Job Workbench acceptance still require validation.,4
EJOB-INTERNAL-AUDIT-MANAGER,Internal Audit Manager,source-reconciled,JP-F20.10-PROFESSIONAL|JP-F20.12-PROFESSIONAL,reconciled-compose-into-internal-audit-manager,Internal Audit Manager,,,,F20,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 9 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-case/authority/Job Workbench acceptance still require validation.,7
EJOB-F20.11-PROFESSIONAL,Internal Auditor,source-reconciled,JP-F20.11-PROFESSIONAL,reconciled-retain-employment-profile,Internal Auditor,,,,F20,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 9 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-case/authority/Job Workbench acceptance still require validation.,3
EJOB-F25.02-PROFESSIONAL,Internal Communications Manager,source-reconciled,JP-F25.02-PROFESSIONAL,reconciled-retain-employment-profile,Internal Communications Manager,,,,F25,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 10 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,4
EJOB-F20.08-PROFESSIONAL,Internal Controls Specialist,source-reconciled,JP-F20.08-PROFESSIONAL,reconciled-retain-employment-profile,Internal Controls Specialist,,,,F20,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 9 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-case/authority/Job Workbench acceptance still require validation.,3
EJOB-F21.07-PROFESSIONAL,International Data Transfer Specialist,source-reconciled,JP-F21.07-PROFESSIONAL,reconciled-retain-employment-profile,International Data Transfer Specialist,,,,F21,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 9 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-case/authority/Job Workbench acceptance still require validation.,3
EJOB-F10.07-PROFESSIONAL,Inventory Controller,source-reconciled,JP-F10.07-PROFESSIONAL,reconciled-retain-employment-profile,Inventory Controller,,,,F10,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 6 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,4
EJOB-F10.04-PROFESSIONAL,Inventory Planner,source-reconciled,JP-F10.04-PROFESSIONAL,reconciled-retain-employment-profile,Inventory Planner,,,,F10,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 6 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,4
EJOB-F27.02-PROFESSIONAL,Investment Governance Manager,source-reconciled,JP-F27.02-PROFESSIONAL,reconciled-retain-employment-profile,Investment Governance Manager,,,,F27,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 10 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,4
EJOB-F25.08-PROFESSIONAL,Investor Relations Manager,source-reconciled,JP-F25.08-PROFESSIONAL,reconciled-retain-employment-profile,Investor Relations Manager,,,,F25,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 10 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,3
EJOB-F16.18-PROFESSIONAL,IT Asset Manager,source-reconciled,JP-F16.18-PROFESSIONAL,reconciled-retain-employment-profile,IT Asset Manager,,,,F16,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 8 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-data/authority/Job Workbench acceptance still require validation.,6
EJOB-F16.19-PROFESSIONAL,IT Capacity & Availability Manager,source-reconciled,JP-F16.19-PROFESSIONAL,reconciled-retain-employment-profile,IT Capacity & Availability Manager,,,,F16,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 8 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-data/authority/Job Workbench acceptance still require validation.,3
EJOB-F16.15-PROFESSIONAL,IT Change Manager,source-reconciled,JP-F16.15-PROFESSIONAL,reconciled-retain-employment-profile,IT Change Manager,,,,F16,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 8 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-data/authority/Job Workbench acceptance still require validation.,6
EJOB-F16.20-PROFESSIONAL,IT Disaster Recovery Manager,source-reconciled,JP-F16.20-PROFESSIONAL,reconciled-retain-employment-profile,IT Disaster Recovery Manager,,,,F16,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 8 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-data/authority/Job Workbench acceptance still require validation.,5
EJOB-F16.13-PROFESSIONAL,IT Incident Manager,source-reconciled,JP-F16.13-PROFESSIONAL,reconciled-retain-with-corrected-title,Safety Incident Investigator,,,,F16,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 8 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-data/authority/Job Workbench acceptance still require validation.,4
EJOB-F16.14-PROFESSIONAL,IT Problem Manager,source-reconciled,JP-F16.14-PROFESSIONAL,reconciled-retain-employment-profile,IT Problem Manager,,,,F16,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 8 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-data/authority/Job Workbench acceptance still require validation.,3
EJOB-F16.12-PROFESSIONAL,IT Service Desk Analyst,source-reconciled,JP-F16.12-PROFESSIONAL,reconciled-retain-employment-profile,IT Service Desk Analyst,,,,F16,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 8 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-data/authority/Job Workbench acceptance still require validation.,4
EJOB-F16.01-PROFESSIONAL,IT Strategy Manager,source-reconciled,JP-F16.01-PROFESSIONAL,reconciled-retain-employment-profile,IT Strategy Manager,,,,F16,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 8 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-data/authority/Job Workbench acceptance still require validation.,4
EJOB-F15.04-PROFESSIONAL,Job Architecture Specialist,source-reconciled,JP-F15.04-PROFESSIONAL,reconciled-retain-employment-profile,Job Architecture Specialist,,,,F15,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 8 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-data/authority/Job Workbench acceptance still require validation.,4
EJOB-KBD,Kitchen and Bathroom Designer,wave-archetype,,,,JOB-KBD,48,Architecture & Design,,professional-or-trade,candidate-work-product-treatment-defined,candidate-subfunction-map-only,candidate-only,not-designed,not-tested,Wave job has no direct source Job Profile counterpart.,candidate-count-in-wave-register
EJOB-KBFIT,Kitchen and Bathroom Fitter,wave-archetype,,,,JOB-KBFIT,49,Building Trades,,professional-or-trade,candidate-work-product-treatment-defined,candidate-subfunction-map-only,candidate-only,not-designed,not-tested,Wave job has no direct source Job Profile counterpart.,candidate-count-in-wave-register
EJOB-F26.03-PROFESSIONAL,Knowledge & Collaboration Specialist,source-reconciled,JP-F26.03-PROFESSIONAL,reconciled-retain-employment-profile,Knowledge & Collaboration Specialist,,,,F26,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 10 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,4
EJOB-F26.02-PROFESSIONAL,Knowledge Capture Specialist,source-reconciled,JP-F26.02-PROFESSIONAL,reconciled-retain-employment-profile,Knowledge Capture Specialist,,,,F26,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 10 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,4
EJOB-F26.04-PROFESSIONAL,Knowledge Curator,source-reconciled,JP-F26.04-PROFESSIONAL,reconciled-retain-employment-profile,Knowledge Curator,,,,F26,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 10 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,4
EJOB-F26.01-PROFESSIONAL,Knowledge Manager,source-reconciled,JP-F26.01-PROFESSIONAL,reconciled-retain-employment-profile,Knowledge Manager,,,,F26,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 10 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,3
EJOB-LS,Land Surveyor,wave-archetype,,,,JOB-LS,50,"Surveying, Property & Land",,professional-or-trade,candidate-work-product-treatment-defined,candidate-subfunction-map-only,candidate-only,not-designed,not-tested,Wave job has no direct source Job Profile counterpart.,candidate-count-in-wave-register
EJOB-LA,Landscape Architect,wave-archetype,,,,JOB-LA,51,"Heritage, Conservation & Landscape",,professional-or-trade,candidate-work-product-treatment-defined,candidate-subfunction-map-only,candidate-only,not-designed,not-tested,Wave job has no direct source Job Profile counterpart.,candidate-count-in-wave-register
EJOB-LAND,Landscaper,wave-archetype,,,,JOB-LAND,52,"Heritage, Conservation & Landscape",,professional-or-trade,candidate-work-product-treatment-defined,candidate-subfunction-map-only,candidate-only,not-designed,not-tested,Wave job has no direct source Job Profile counterpart.,candidate-count-in-wave-register
EJOB-F05.07-PROFESSIONAL,Launch Manager,source-reconciled,JP-F05.07-PROFESSIONAL,reconciled-retain-employment-profile,Launch Manager,,,,F05,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 5 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,5
EJOB-F11.11-PROFESSIONAL,Lean Improvement Specialist,source-reconciled,JP-F11.11-PROFESSIONAL,reconciled-retain-employment-profile,Lean Improvement Specialist,,,,F11,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 7 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,4
EJOB-F15.14-PROFESSIONAL,Learning & Development Specialist,source-reconciled,JP-F15.14-PROFESSIONAL,reconciled-retain-employment-profile,Learning & Development Specialist,,,,F15,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 8 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-data/authority/Job Workbench acceptance still require validation.,5
EJOB-F22.12-PROFESSIONAL,Lease Manager,source-reconciled,JP-F22.12-PROFESSIONAL,reconciled-retain-and-compose,Lease Manager,,,,F22,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 9 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-case/authority/Job Workbench acceptance still require validation.,4
EJOB-F19.01-PROFESSIONAL,Legal Counsel,source-reconciled,JP-F19.01-PROFESSIONAL,reconciled-retain-employment-profile,Legal Counsel,,,,F19,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 9 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-case/authority/Job Workbench acceptance still require validation.,2
EJOB-F19.12-PROFESSIONAL,Legal Obligations Manager,source-reconciled,JP-F19.12-PROFESSIONAL,reconciled-retain-employment-profile,Legal Obligations Manager,,,,F19,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 9 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-case/authority/Job Workbench acceptance still require validation.,3
EJOB-F19.10-PROFESSIONAL,Legal Operations Specialist,source-reconciled,JP-F19.10-PROFESSIONAL,reconciled-retain-employment-profile,Legal Operations Specialist,,,,F19,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 9 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-case/authority/Job Workbench acceptance still require validation.,4
EJOB-F26.10-PROFESSIONAL,Lessons Learned Coordinator,source-reconciled,JP-F26.10-PROFESSIONAL,reconciled-retain-employment-profile,Lessons Learned Coordinator,,,,F26,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 10 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,5
EJOB-F05.08-PROFESSIONAL,Lifecycle Manager,source-reconciled,JP-F05.08-PROFESSIONAL,reconciled-retain-employment-profile,Lifecycle Manager,,,,F05,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 5 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,4
EJOB-LIGHT,Lighting Technician,wave-archetype,,,,JOB-LIGHT,53,"Plant, Equipment & Specialist Operations",,professional-or-trade,candidate-work-product-treatment-defined,candidate-subfunction-map-only,candidate-only,not-designed,not-tested,Wave job has no direct source Job Profile counterpart.,candidate-count-in-wave-register
EJOB-F19.07-PROFESSIONAL,Litigation Counsel,source-reconciled,JP-F19.07-PROFESSIONAL,reconciled-retain-employment-profile,Litigation Counsel,,,,F19,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 9 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-case/authority/Job Workbench acceptance still require validation.,5
EJOB-LOCK,Locksmith,wave-archetype,,,,JOB-LOCK,54,Building Services Trades,,professional-or-trade,candidate-work-product-treatment-defined,candidate-subfunction-map-only,candidate-only,not-designed,not-tested,Wave job has no direct source Job Profile counterpart.,candidate-count-in-wave-register
EJOB-F11.10-PROFESSIONAL,Maintenance Coordination Specialist,source-reconciled,JP-F11.10-PROFESSIONAL,reconciled-retain-employment-profile,Maintenance Coordination Specialist,,,,F11,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 7 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,3
EJOB-F22.08-PROFESSIONAL,Maintenance Coordinator,source-reconciled,JP-F22.08-PROFESSIONAL,reconciled-retain-and-compose,Maintenance Coordinator,,,,F22,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 9 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-case/authority/Job Workbench acceptance still require validation.,5
EJOB-F22.07-PROFESSIONAL,Maintenance Planner,source-reconciled+wave,JP-F22.07-PROFESSIONAL,reconciled-retain-and-compose,Maintenance Planner,JOB-MP,,Maintenance & Asset Operations,F22,professional,candidate-work-product-treatment-defined,not-complete,not-complete,not-designed,not-tested,Wave Work Products exist; source reconciliation retained.,candidate-count-in-wave-register
EJOB-F03.04-PROFESSIONAL,Management Review Specialist,source-reconciled,JP-F03.04-PROFESSIONAL,reconciled-retain-employment-profile,Management Review Specialist,,,,F03,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 5 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,2
EJOB-F06.11-PROFESSIONAL,Market Communications Specialist,source-reconciled,JP-F06.11-PROFESSIONAL,reconciled-retain-employment-profile,Market Communications Specialist,,,,F06,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 5 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,4
EJOB-F06.01-PROFESSIONAL,Market Intelligence Specialist,source-reconciled,JP-F06.01-PROFESSIONAL,reconciled-retain-employment-profile,Market Intelligence Specialist,,,,F06,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 5 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,4
EJOB-F06.10-PROFESSIONAL,Marketing Analyst,source-reconciled,JP-F06.10-PROFESSIONAL,reconciled-retain-employment-profile,Marketing Analyst,,,,F06,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 5 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,4
EJOB-F06.04-PROFESSIONAL,Marketing Strategy Specialist,source-reconciled,JP-F06.04-PROFESSIONAL,reconciled-retain-employment-profile,Marketing Strategy Specialist,,,,F06,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 5 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,4
EJOB-F17.04-PROFESSIONAL,Master Data Specialist,source-reconciled,JP-F17.04-PROFESSIONAL,reconciled-retain-employment-profile,Master Data Specialist,,,,F17,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 8 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-data/authority/Job Workbench acceptance still require validation.,4
EJOB-F11.03-PROFESSIONAL,Material Staging Specialist,source-reconciled,JP-F11.03-PROFESSIONAL,reconciled-retain-employment-profile,Material Staging Specialist,,,,F11,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 7 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,4
EJOB-F10.05-PROFESSIONAL,Materials Planner,source-reconciled,JP-F10.05-PROFESSIONAL,reconciled-retain-employment-profile,Materials Planner,,,,F10,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 6 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,3
EJOB-F25.03-PROFESSIONAL,Media Relations Manager,source-reconciled,JP-F25.03-PROFESSIONAL,reconciled-retain-employment-profile,Media Relations Manager,,,,F25,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 10 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,4
EJOB-F17.15-PROFESSIONAL,Metadata & Data Catalogue Specialist,source-reconciled,JP-F17.15-PROFESSIONAL,reconciled-retain-employment-profile,Metadata & Data Catalogue Specialist,,,,F17,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 8 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-data/authority/Job Workbench acceptance still require validation.,4
EJOB-F17.14-PROFESSIONAL,MLOps Engineer,source-reconciled,JP-F17.14-PROFESSIONAL,reconciled-retain-employment-profile,MLOps Engineer,,,,F17,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 8 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-data/authority/Job Workbench acceptance still require validation.,5
EJOB-F16.09-PROFESSIONAL,Network Engineer,source-reconciled,JP-F16.09-PROFESSIONAL,reconciled-retain-employment-profile,Network Engineer,,,,F16,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 8 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-data/authority/Job Workbench acceptance still require validation.,4
EJOB-F13.05-PROFESSIONAL,Non-Conformance Coordinator,source-reconciled,JP-F13.05-PROFESSIONAL,reconciled-retain-employment-profile,Non-Conformance Coordinator,,,,F13,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 7 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,5
EJOB-F23.05-PROFESSIONAL,Occupational Health Specialist,source-reconciled,JP-F23.05-PROFESSIONAL,reconciled-retain-employment-profile,Occupational Health Specialist,,,,F23,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 9 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-case/authority/Job Workbench acceptance still require validation.,3
EJOB-F01.05-PROFESSIONAL,Operating Model Specialist,source-reconciled,JP-F01.05-PROFESSIONAL,reconciled-retain-employment-profile,Operating Model Specialist,,,,F01,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 5 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,4
EJOB-F04.01-PROFESSIONAL,Opportunity Identification Specialist,source-reconciled,JP-F04.01-PROFESSIONAL,reconciled-retain-employment-profile,Opportunity Identification Specialist,,,,F04,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 5 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,3
EJOB-F15.03-PROFESSIONAL,Organisation Design Specialist,source-reconciled,JP-F15.03-PROFESSIONAL,reconciled-retain-employment-profile,Organisation Design Specialist,,,,F15,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 8 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-data/authority/Job Workbench acceptance still require validation.,4
EJOB-F28.07-PROFESSIONAL,Organisational Transition Manager,source-reconciled,JP-F28.07-PROFESSIONAL,reconciled-retain-employment-profile,Organisational Transition Manager,,,,F28,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 10 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,4
EJOB-F11.07-PROFESSIONAL,Packaging Supervisor,source-reconciled,JP-F11.07-PROFESSIONAL,reconciled-retain-employment-profile,Packaging Supervisor,,,,F11,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 7 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,5
EJOB-PAINT,Painter and Decorator,wave-archetype,,,,JOB-PAINT,55,Building Trades,,professional-or-trade,candidate-work-product-treatment-defined,candidate-subfunction-map-only,candidate-only,not-designed,not-tested,Wave job has no direct source Job Profile counterpart.,candidate-count-in-wave-register
EJOB-F14.16-PROFESSIONAL,Payments Specialist,source-reconciled,JP-F14.16-PROFESSIONAL,reconciled-retain-employment-profile,Payments Specialist,,,,F14,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 7 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,5
EJOB-F15.10-PROFESSIONAL,Payroll Specialist,source-reconciled,JP-F15.10-PROFESSIONAL,reconciled-retain-employment-profile,Payroll Specialist,,,,F15,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 8 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-data/authority/Job Workbench acceptance still require validation.,4
EJOB-F18.10-PROFESSIONAL,Penetration Tester,source-reconciled,JP-F18.10-PROFESSIONAL,reconciled-retain-employment-profile,Penetration Tester,,,,F18,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 8 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-data/authority/Job Workbench acceptance still require validation.,5
EJOB-F15.20-PROFESSIONAL,People Analytics Specialist,source-reconciled,JP-F15.20-PROFESSIONAL,reconciled-retain-employment-profile,People Analytics Specialist,,,,F15,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 8 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-data/authority/Job Workbench acceptance still require validation.,6
EJOB-F15.01-PROFESSIONAL,People Strategy Manager,source-reconciled,JP-F15.01-PROFESSIONAL,reconciled-retain-employment-profile,People Strategy Manager,,,,F15,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 8 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-data/authority/Job Workbench acceptance still require validation.,3
EJOB-F01.06-PROFESSIONAL,Performance & KPI Manager,source-reconciled,JP-F01.06-PROFESSIONAL,reconciled-retain-employment-profile,Performance & KPI Manager,,,,F01,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 5 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,4
EJOB-F03.01-PROFESSIONAL,Performance Framework Specialist,source-reconciled,JP-F03.01-PROFESSIONAL,reconciled-retain-employment-profile,Performance Framework Specialist,,,,F03,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 5 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,3
