source_job_profile_id,source_title,source_level,job_family_id,function_ids,subfunction_ids,source_activity_count,candidate_expected_outputs,employment_archetype_ids,employment_archetype_titles,observed_mapping_states,reconciliation_state,reconciliation_rationale,next_action
JP-F16.05-PROFESSIONAL,Software Engineer,professional,JF-F16,F16,F16.05,6,"Software Development plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F16.06-PROFESSIONAL,DevOps Engineer,professional,JF-F16,F16,F16.06,4,"DevOps plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F16.07-PROFESSIONAL,Infrastructure Engineer,professional,JF-F16,F16,F16.07,4,"Infrastructure plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F16.08-PROFESSIONAL,Cloud Engineer,professional,JF-F16,F16,F16.08,4,"Cloud Management plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F16.09-PROFESSIONAL,Network Engineer,professional,JF-F16,F16,F16.09,4,"Network Management plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F16.10-PROFESSIONAL,Endpoint Engineer,professional,JF-F16,F16,F16.10,5,"Endpoint Management plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F16.11-PROFESSIONAL,Identity Administrator,professional,JF-F16,F16,F16.11,5,"Identity Administration plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F16.12-PROFESSIONAL,IT Service Desk Analyst,professional,JF-F16,F16,F16.12,6,"IT Service Desk plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F16.13-PROFESSIONAL,Safety Incident Investigator,professional,JF-F16,F16,F16.13,4,"Incident Management plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,reconciled-retain-with-corrected-title,"Source title is semantically wrong: F16.13 activities detect IT incidents, restore service, communicate and close. This is IT service incident management, not safety incident investigation.",retain-functional-role-and-use-it-incident-manager-title
JP-F16.14-PROFESSIONAL,IT Problem Manager,professional,JF-F16,F16,F16.14,3,"Problem Management plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F16.15-PROFESSIONAL,IT Change Manager,professional,JF-F16,F16,F16.15,6,"Change Management plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F16.16-PROFESSIONAL,Release Manager,professional,JF-F16,F16,F16.16,5,"Release Management plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F16.17-PROFESSIONAL,Configuration Manager,professional,JF-F16,F16,F16.17,3,"Configuration Management plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F16.18-PROFESSIONAL,IT Asset Manager,professional,JF-F16,F16,F16.18,6,"IT Asset Management plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F16.19-PROFESSIONAL,IT Capacity & Availability Manager,professional,JF-F16,F16,F16.19,3,"Availability / Capacity plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F16.20-PROFESSIONAL,IT Disaster Recovery Manager,professional,JF-F16,F16,F16.20,5,"Disaster Recovery plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F16.21-PROFESSIONAL,Technology Vendor Manager,professional,JF-F16,F16,F16.21,5,"Technology Vendor Management plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F17-FUNCTION-LEAD,"Head of Data, Analytics & AI",head,JF-F17,F17,F17.01|F17.02|F17.03|F17.04|F17.05|F17.06|F17.07|F17.08|F17.09|F17.10|F17.11|F17.12|F17.13|F17.14|F17.15|F17.16|F17.17,77,"Data, Analytics & AI strategy and operating plan | Function policies, standards and governance decisions | Resource and investment priorities | Performance, risk and assurance reporting | Improvement and capability roadmap",,,,reconciled-retain-employment-profile-head,The generated function-lead profile represents a coherent reusable senior leadership employment role accountable across the function. Retain as a candidate Job Profile; its function scope defines accountability provenance and does not grant permissions or delegated authority.,decompose-head-role-work-products-governance-decisions-performance-and-handoffs
JP-F17.01-PROFESSIONAL,Data Strategy Manager,professional,JF-F17,F17,F17.01,4,"Data Strategy plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F17.02-PROFESSIONAL,Data Governance Manager,professional,JF-F17,F17,F17.02,4,"Data Governance plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F17.03-PROFESSIONAL,Data Architect,professional,JF-F17,F17,F17.03,5,"Data Architecture plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F17.04-PROFESSIONAL,Master Data Specialist,professional,JF-F17,F17,F17.04,6,"Master Data Management plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F17.05-PROFESSIONAL,Reference Data Specialist,professional,JF-F17,F17,F17.05,4,"Reference Data plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F17.06-PROFESSIONAL,Data Quality Specialist,professional,JF-F17,F17,F17.06,5,"Data Quality plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F17.07-PROFESSIONAL,Data Engineer,professional,JF-F17,F17,F17.07,5,"Data Engineering plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F17.08-PROFESSIONAL,Data Platform Engineer,professional,JF-F17,F17,F17.08,3,"Data Platform plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F17.09-PROFESSIONAL,BI Developer,professional,JF-F17,F17,F17.09,5,"BI / Reporting plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F17.10-PROFESSIONAL,Data Analyst,professional,JF-F17,F17,F17.10,4,"Analytics plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F17.11-PROFESSIONAL,Data Scientist,professional,JF-F17,F17,F17.11,4,"Data Science plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F17.12-PROFESSIONAL,AI Engineer,professional,JF-F17,F17,F17.12,4,"AI Development plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F17.13-PROFESSIONAL,AI Governance Specialist,professional,JF-F17,F17,F17.13,5,"AI Governance plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F17.14-PROFESSIONAL,MLOps Engineer,professional,JF-F17,F17,F17.14,5,"Model Operations plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F17.15-PROFESSIONAL,Metadata & Data Catalogue Specialist,professional,JF-F17,F17,F17.15,4,"Metadata / Catalogue plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F17.16-PROFESSIONAL,Data Access Administrator,professional,JF-F17,F17,F17.16,5,"Data Access plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F17.17-PROFESSIONAL,Data Lifecycle Specialist,professional,JF-F17,F17,F17.17,5,"Data Lifecycle plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F18-FUNCTION-LEAD,Head of Cybersecurity & Information Security,head,JF-F18,F18,F18.01|F18.02|F18.03|F18.04|F18.05|F18.06|F18.07|F18.08|F18.09|F18.10|F18.11|F18.12|F18.13|F18.14|F18.15,64,"Cybersecurity & Information Security strategy and operating plan | Function policies, standards and governance decisions | Resource and investment priorities | Performance, risk and assurance reporting | Improvement and capability roadmap",,,,reconciled-retain-employment-profile-head,The generated function-lead profile represents a coherent reusable senior leadership employment role accountable across the function. Retain as a candidate Job Profile; its function scope defines accountability provenance and does not grant permissions or delegated authority.,decompose-head-role-work-products-governance-decisions-performance-and-handoffs
JP-F18.01-PROFESSIONAL,Security Strategy Manager,professional,JF-F18,F18,F18.01,4,"Security Strategy plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F18.02-PROFESSIONAL,Information Security Policy Specialist,professional,JF-F18,F18,F18.02,4,"Security Policy plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F18.03-PROFESSIONAL,Security Architect,professional,JF-F18,F18,F18.03,3,"Security Architecture plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F18.04-PROFESSIONAL,IAM Security Engineer,professional,JF-F18,F18,F18.04,4,"Identity & Access Security plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F18.05-PROFESSIONAL,Vulnerability Management Specialist,professional,JF-F18,F18,F18.05,5,"Vulnerability Management plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F18.06-PROFESSIONAL,Security Patch Specialist,professional,JF-F18,F18,F18.06,5,"Patch Security plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F18.07-PROFESSIONAL,SOC Analyst,professional,JF-F18,F18,F18.07,4,"Security Monitoring plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F18.08-PROFESSIONAL,Cyber Incident Responder,professional,JF-F18,F18,F18.08,6,"Security Incident Response plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F18.09-PROFESSIONAL,Threat Intelligence Analyst,professional,JF-F18,F18,F18.09,4,"Threat Intelligence plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F18.10-PROFESSIONAL,Penetration Tester,professional,JF-F18,F18,F18.10,5,"Penetration Testing plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F18.11-PROFESSIONAL,Application Security Engineer,professional,JF-F18,F18,F18.11,5,"Application Security plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F18.12-PROFESSIONAL,Third-Party Security Risk Specialist,professional,JF-F18,F18,F18.12,4,"Third-party Security plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F18.13-PROFESSIONAL,Security Awareness Specialist,professional,JF-F18,F18,F18.13,3,"Security Awareness plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F18.14-PROFESSIONAL,Cryptography & PKI Specialist,professional,JF-F18,F18,F18.14,4,"Cryptography plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F18.15-PROFESSIONAL,Security Compliance Specialist,professional,JF-F18,F18,F18.15,4,"Security Compliance plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F19-FUNCTION-LEAD,Head of Legal & Corporate Secretariat,head,JF-F19,F19,F19.01|F19.02|F19.03|F19.04|F19.05|F19.06|F19.07|F19.08|F19.09|F19.10|F19.11|F19.12,51,"Legal & Corporate Secretariat strategy and operating plan | Function policies, standards and governance decisions | Resource and investment priorities | Performance, risk and assurance reporting | Improvement and capability roadmap",,,,reconciled-retain-employment-profile-head,The generated function-lead profile represents a coherent reusable senior leadership employment role accountable across the function. Retain as a candidate Job Profile; its function scope defines accountability provenance and does not grant permissions or delegated authority.,decompose-head-role-work-products-governance-decisions-performance-and-handoffs
JP-F19.01-PROFESSIONAL,Legal Counsel,professional,JF-F19,F19,F19.01,3,"Legal Advisory plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F19.02-PROFESSIONAL,Commercial Contracts Counsel,professional,JF-F19,F19,F19.02,8,"Contract Management plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",JOB-CCM,Construction Contracts Manager,candidate-multi-profile-composition,reconciled-retain-and-compose,The source title represents a plausible standalone employment role. Retain it as a candidate Job Profile while allowing its Functional Role/accountabilities to be composed into broader employment jobs evidenced by Waves 1-4.,validate-own-work-products-and-functional-role-reuse
JP-F19.03-PROFESSIONAL,Contract Administrator,professional,JF-F19,F19,F19.03,4,"Contract Repository plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",JOB-CCM,Construction Contracts Manager,candidate-multi-profile-composition,reconciled-retain-and-compose,The source title represents a plausible standalone employment role. Retain it as a candidate Job Profile while allowing its Functional Role/accountabilities to be composed into broader employment jobs evidenced by Waves 1-4.,validate-own-work-products-and-functional-role-reuse
JP-F19.04-PROFESSIONAL,Corporate Counsel,professional,JF-F19,F19,F19.04,4,"Corporate Legal plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F19.05-PROFESSIONAL,Company Secretary,professional,JF-F19,F19,F19.05,4,"Company Secretariat plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F19.06-PROFESSIONAL,Intellectual Property Counsel,professional,JF-F19,F19,F19.06,4,"Intellectual Property plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F19.07-PROFESSIONAL,Litigation Counsel,professional,JF-F19,F19,F19.07,5,"Litigation plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F19.08-PROFESSIONAL,Regulatory Counsel,professional,JF-F19,F19,F19.08,3,"Regulatory Legal plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F19.09-PROFESSIONAL,Employment Counsel,professional,JF-F19,F19,F19.09,4,"Employment Legal plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F19.10-PROFESSIONAL,Legal Operations Specialist,professional,JF-F19,F19,F19.10,4,"Legal Spend plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F19.11-PROFESSIONAL,eDiscovery Specialist,professional,JF-F19,F19,F19.11,5,"Legal Hold / EDiscovery plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F19.12-PROFESSIONAL,Legal Obligations Manager,professional,JF-F19,F19,F19.12,3,"Legal Obligations plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F20-FUNCTION-LEAD,"Head of Risk, Compliance & Assurance",head,JF-F20,F20,F20.01|F20.02|F20.03|F20.04|F20.05|F20.06|F20.07|F20.08|F20.09|F20.10|F20.11|F20.12|F20.13|F20.14|F20.15|F20.16,63,"Risk, Compliance, Internal Control & Audit strategy and operating plan | Function policies, standards and governance decisions | Resource and investment priorities | Performance, risk and assurance reporting | Improvement and capability roadmap",,,,reconciled-retain-employment-profile-head,The generated function-lead profile represents a coherent reusable senior leadership employment role accountable across the function. Retain as a candidate Job Profile; its function scope defines accountability provenance and does not grant permissions or delegated authority.,decompose-head-role-work-products-governance-decisions-performance-and-handoffs
JP-F20.01-PROFESSIONAL,Enterprise Risk Manager,professional,JF-F20,F20,F20.01,4,"Risk Framework plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F20.02-PROFESSIONAL,Risk Analyst,professional,JF-F20,F20,F20.02,3,"Risk Identification plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,reconciled-compose-into-risk-analyst,Risk Identification and Risk Assessment are successive accountabilities of one Risk Analyst employment role over the same Enterprise Risk / Assessment aggregate.,compose-f20-02-and-f20-03-activities-into-one-job-profile
JP-F20.03-PROFESSIONAL,Risk Analyst,professional,JF-F20,F20,F20.03,4,"Risk Assessment plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,reconciled-compose-into-risk-analyst,Risk Identification and Risk Assessment are successive accountabilities of one Risk Analyst employment role over the same Enterprise Risk / Assessment aggregate.,compose-f20-02-and-f20-03-activities-into-one-job-profile
JP-F20.04-PROFESSIONAL,Risk Manager,professional,JF-F20,F20,F20.04,5,"Risk Treatment plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F20.05-PROFESSIONAL,Risk Monitoring Analyst,professional,JF-F20,F20,F20.05,4,"Risk Monitoring plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F20.06-PROFESSIONAL,Compliance Manager,professional,JF-F20,F20,F20.06,4,"Regulatory Compliance plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F20.07-PROFESSIONAL,Compliance Monitoring Specialist,professional,JF-F20,F20,F20.07,4,"Compliance Monitoring plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F20.08-PROFESSIONAL,Internal Controls Specialist,professional,JF-F20,F20,F20.08,4,"Control Management plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F20.09-PROFESSIONAL,Controls Assurance Specialist,professional,JF-F20,F20,F20.09,4,"Control Testing plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F20.10-PROFESSIONAL,Internal Audit Manager,professional,JF-F20,F20,F20.10,3,"Internal Audit Planning plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,reconciled-compose-into-internal-audit-manager,Internal Audit Planning and Audit Reporting are lifecycle responsibilities of one Internal Audit Manager role. F20.11 Internal Auditor remains a distinct execution role.,compose-f20-10-and-f20-12-and-define-manager-vs-auditor-handoff
JP-F20.11-PROFESSIONAL,Internal Auditor,professional,JF-F20,F20,F20.11,5,"Audit Execution plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F20.12-PROFESSIONAL,Internal Audit Manager,professional,JF-F20,F20,F20.12,4,"Audit Reporting plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,reconciled-compose-into-internal-audit-manager,Internal Audit Planning and Audit Reporting are lifecycle responsibilities of one Internal Audit Manager role. F20.11 Internal Auditor remains a distinct execution role.,compose-f20-10-and-f20-12-and-define-manager-vs-auditor-handoff
JP-F20.13-PROFESSIONAL,Remediation Manager,professional,JF-F20,F20,F20.13,5,"Issue / Remediation plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F20.14-PROFESSIONAL,Fraud Risk Specialist,professional,JF-F20,F20,F20.14,3,"Fraud Risk plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F20.15-PROFESSIONAL,Ethics & Conduct Officer,professional,JF-F20,F20,F20.15,4,"Ethics & Conduct plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
