job_profile_id,source_status,title,job_family_id,level,purpose,function_ids,subfunction_ids,primary_functional_role_ids,secondary_functional_role_ids,source_activity_count,candidate_expected_outputs,work_product_decomposition_state,authoring_mode_state,canonical_mapping_state,job_workbench_state,role_acceptance_state,source_repository,source_profile_path,source_profile_sha,source_role_path,source_role_sha
JP-F16.01-PROFESSIONAL,candidate,IT Strategy Manager,JF-F16,professional,"Perform and continuously improve it strategy work within Information Technology, producing controlled, timely and decision-useful outcomes.",F16,F16.01,FR-F16.01,,4,"IT Strategy plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F16.02-PROFESSIONAL,candidate,Enterprise Architect,JF-F16,professional,"Perform and continuously improve enterprise architecture work within Information Technology, producing controlled, timely and decision-useful outcomes.",F16,F16.02,FR-F16.02,,3,"Enterprise Architecture plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F16.03-PROFESSIONAL,candidate,Solution Architect,JF-F16,professional,"Perform and continuously improve solution architecture work within Information Technology, producing controlled, timely and decision-useful outcomes.",F16,F16.03,FR-F16.03,,4,"Solution Architecture plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F16.04-PROFESSIONAL,candidate,Application Manager,JF-F16,professional,"Perform and continuously improve application management work within Information Technology, producing controlled, timely and decision-useful outcomes.",F16,F16.04,FR-F16.04,,6,"Application Management plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F16.05-PROFESSIONAL,candidate,Software Engineer,JF-F16,professional,"Perform and continuously improve software development work within Information Technology, producing controlled, timely and decision-useful outcomes.",F16,F16.05,FR-F16.05,,6,"Software Development plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F16.06-PROFESSIONAL,candidate,DevOps Engineer,JF-F16,professional,"Perform and continuously improve devops work within Information Technology, producing controlled, timely and decision-useful outcomes.",F16,F16.06,FR-F16.06,,4,"DevOps plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F16.07-PROFESSIONAL,candidate,Infrastructure Engineer,JF-F16,professional,"Perform and continuously improve infrastructure work within Information Technology, producing controlled, timely and decision-useful outcomes.",F16,F16.07,FR-F16.07,,4,"Infrastructure plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F16.08-PROFESSIONAL,candidate,Cloud Engineer,JF-F16,professional,"Perform and continuously improve cloud management work within Information Technology, producing controlled, timely and decision-useful outcomes.",F16,F16.08,FR-F16.08,,4,"Cloud Management plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F16.09-PROFESSIONAL,candidate,Network Engineer,JF-F16,professional,"Perform and continuously improve network management work within Information Technology, producing controlled, timely and decision-useful outcomes.",F16,F16.09,FR-F16.09,,4,"Network Management plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F16.10-PROFESSIONAL,candidate,Endpoint Engineer,JF-F16,professional,"Perform and continuously improve endpoint management work within Information Technology, producing controlled, timely and decision-useful outcomes.",F16,F16.10,FR-F16.10,,5,"Endpoint Management plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F16.11-PROFESSIONAL,candidate,Identity Administrator,JF-F16,professional,"Perform and continuously improve identity administration work within Information Technology, producing controlled, timely and decision-useful outcomes.",F16,F16.11,FR-F16.11,,5,"Identity Administration plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F16.12-PROFESSIONAL,candidate,IT Service Desk Analyst,JF-F16,professional,"Perform and continuously improve it service desk work within Information Technology, producing controlled, timely and decision-useful outcomes.",F16,F16.12,FR-F16.12,,6,"IT Service Desk plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F16.13-PROFESSIONAL,candidate,Safety Incident Investigator,JF-F16,professional,"Perform and continuously improve incident management work within Information Technology, producing controlled, timely and decision-useful outcomes.",F16,F16.13,FR-F16.13,,4,"Incident Management plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F16.14-PROFESSIONAL,candidate,IT Problem Manager,JF-F16,professional,"Perform and continuously improve problem management work within Information Technology, producing controlled, timely and decision-useful outcomes.",F16,F16.14,FR-F16.14,,3,"Problem Management plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F16.15-PROFESSIONAL,candidate,IT Change Manager,JF-F16,professional,"Perform and continuously improve change management work within Information Technology, producing controlled, timely and decision-useful outcomes.",F16,F16.15,FR-F16.15,,6,"Change Management plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F16.16-PROFESSIONAL,candidate,Release Manager,JF-F16,professional,"Perform and continuously improve release management work within Information Technology, producing controlled, timely and decision-useful outcomes.",F16,F16.16,FR-F16.16,,5,"Release Management plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F16.17-PROFESSIONAL,candidate,Configuration Manager,JF-F16,professional,"Perform and continuously improve configuration management work within Information Technology, producing controlled, timely and decision-useful outcomes.",F16,F16.17,FR-F16.17,,3,"Configuration Management plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F16.18-PROFESSIONAL,candidate,IT Asset Manager,JF-F16,professional,"Perform and continuously improve it asset management work within Information Technology, producing controlled, timely and decision-useful outcomes.",F16,F16.18,FR-F16.18,,6,"IT Asset Management plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F16.19-PROFESSIONAL,candidate,IT Capacity & Availability Manager,JF-F16,professional,"Perform and continuously improve availability / capacity work within Information Technology, producing controlled, timely and decision-useful outcomes.",F16,F16.19,FR-F16.19,,3,"Availability / Capacity plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F16.20-PROFESSIONAL,candidate,IT Disaster Recovery Manager,JF-F16,professional,"Perform and continuously improve disaster recovery work within Information Technology, producing controlled, timely and decision-useful outcomes.",F16,F16.20,FR-F16.20,,5,"Disaster Recovery plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F16.21-PROFESSIONAL,candidate,Technology Vendor Manager,JF-F16,professional,"Perform and continuously improve technology vendor management work within Information Technology, producing controlled, timely and decision-useful outcomes.",F16,F16.21,FR-F16.21,,5,"Technology Vendor Management plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F17-FUNCTION-LEAD,candidate,"Head of Data, Analytics & AI",JF-F17,head,"Provide accountable leadership for Data, Analytics & AI, establishing direction, governance, resources, controls and performance expectations across the function.",F17,F17.01|F17.02|F17.03|F17.04|F17.05|F17.06|F17.07|F17.08|F17.09|F17.10|F17.11|F17.12|F17.13|F17.14|F17.15|F17.16|F17.17,FR-F17.01|FR-F17.02|FR-F17.03|FR-F17.04|FR-F17.05|FR-F17.06|FR-F17.07|FR-F17.08|FR-F17.09|FR-F17.10|FR-F17.11|FR-F17.12|FR-F17.13|FR-F17.14|FR-F17.15|FR-F17.16|FR-F17.17,,77,"Data, Analytics & AI strategy and operating plan | Function policies, standards and governance decisions | Resource and investment priorities | Performance, risk and assurance reporting | Improvement and capability roadmap",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F17.01-PROFESSIONAL,candidate,Data Strategy Manager,JF-F17,professional,"Perform and continuously improve data strategy work within Data, Analytics & AI, producing controlled, timely and decision-useful outcomes.",F17,F17.01,FR-F17.01,,4,"Data Strategy plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F17.02-PROFESSIONAL,candidate,Data Governance Manager,JF-F17,professional,"Perform and continuously improve data governance work within Data, Analytics & AI, producing controlled, timely and decision-useful outcomes.",F17,F17.02,FR-F17.02,,4,"Data Governance plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F17.03-PROFESSIONAL,candidate,Data Architect,JF-F17,professional,"Perform and continuously improve data architecture work within Data, Analytics & AI, producing controlled, timely and decision-useful outcomes.",F17,F17.03,FR-F17.03,,5,"Data Architecture plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F17.04-PROFESSIONAL,candidate,Master Data Specialist,JF-F17,professional,"Perform and continuously improve master data management work within Data, Analytics & AI, producing controlled, timely and decision-useful outcomes.",F17,F17.04,FR-F17.04,,6,"Master Data Management plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F17.05-PROFESSIONAL,candidate,Reference Data Specialist,JF-F17,professional,"Perform and continuously improve reference data work within Data, Analytics & AI, producing controlled, timely and decision-useful outcomes.",F17,F17.05,FR-F17.05,,4,"Reference Data plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F17.06-PROFESSIONAL,candidate,Data Quality Specialist,JF-F17,professional,"Perform and continuously improve data quality work within Data, Analytics & AI, producing controlled, timely and decision-useful outcomes.",F17,F17.06,FR-F17.06,,5,"Data Quality plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F17.07-PROFESSIONAL,candidate,Data Engineer,JF-F17,professional,"Perform and continuously improve data engineering work within Data, Analytics & AI, producing controlled, timely and decision-useful outcomes.",F17,F17.07,FR-F17.07,,5,"Data Engineering plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F17.08-PROFESSIONAL,candidate,Data Platform Engineer,JF-F17,professional,"Perform and continuously improve data platform work within Data, Analytics & AI, producing controlled, timely and decision-useful outcomes.",F17,F17.08,FR-F17.08,,3,"Data Platform plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F17.09-PROFESSIONAL,candidate,BI Developer,JF-F17,professional,"Perform and continuously improve bi / reporting work within Data, Analytics & AI, producing controlled, timely and decision-useful outcomes.",F17,F17.09,FR-F17.09,,5,"BI / Reporting plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F17.10-PROFESSIONAL,candidate,Data Analyst,JF-F17,professional,"Perform and continuously improve analytics work within Data, Analytics & AI, producing controlled, timely and decision-useful outcomes.",F17,F17.10,FR-F17.10,,4,"Analytics plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F17.11-PROFESSIONAL,candidate,Data Scientist,JF-F17,professional,"Perform and continuously improve data science work within Data, Analytics & AI, producing controlled, timely and decision-useful outcomes.",F17,F17.11,FR-F17.11,,4,"Data Science plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F17.12-PROFESSIONAL,candidate,AI Engineer,JF-F17,professional,"Perform and continuously improve ai development work within Data, Analytics & AI, producing controlled, timely and decision-useful outcomes.",F17,F17.12,FR-F17.12,,4,"AI Development plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F17.13-PROFESSIONAL,candidate,AI Governance Specialist,JF-F17,professional,"Perform and continuously improve ai governance work within Data, Analytics & AI, producing controlled, timely and decision-useful outcomes.",F17,F17.13,FR-F17.13,,5,"AI Governance plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F17.14-PROFESSIONAL,candidate,MLOps Engineer,JF-F17,professional,"Perform and continuously improve model operations work within Data, Analytics & AI, producing controlled, timely and decision-useful outcomes.",F17,F17.14,FR-F17.14,,5,"Model Operations plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F17.15-PROFESSIONAL,candidate,Metadata & Data Catalogue Specialist,JF-F17,professional,"Perform and continuously improve metadata / catalogue work within Data, Analytics & AI, producing controlled, timely and decision-useful outcomes.",F17,F17.15,FR-F17.15,,4,"Metadata / Catalogue plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F17.16-PROFESSIONAL,candidate,Data Access Administrator,JF-F17,professional,"Perform and continuously improve data access work within Data, Analytics & AI, producing controlled, timely and decision-useful outcomes.",F17,F17.16,FR-F17.16,,5,"Data Access plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F17.17-PROFESSIONAL,candidate,Data Lifecycle Specialist,JF-F17,professional,"Perform and continuously improve data lifecycle work within Data, Analytics & AI, producing controlled, timely and decision-useful outcomes.",F17,F17.17,FR-F17.17,,5,"Data Lifecycle plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F18-FUNCTION-LEAD,candidate,Head of Cybersecurity & Information Security,JF-F18,head,"Provide accountable leadership for Cybersecurity & Information Security, establishing direction, governance, resources, controls and performance expectations across the function.",F18,F18.01|F18.02|F18.03|F18.04|F18.05|F18.06|F18.07|F18.08|F18.09|F18.10|F18.11|F18.12|F18.13|F18.14|F18.15,FR-F18.01|FR-F18.02|FR-F18.03|FR-F18.04|FR-F18.05|FR-F18.06|FR-F18.07|FR-F18.08|FR-F18.09|FR-F18.10|FR-F18.11|FR-F18.12|FR-F18.13|FR-F18.14|FR-F18.15,,64,"Cybersecurity & Information Security strategy and operating plan | Function policies, standards and governance decisions | Resource and investment priorities | Performance, risk and assurance reporting | Improvement and capability roadmap",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F18.01-PROFESSIONAL,candidate,Security Strategy Manager,JF-F18,professional,"Perform and continuously improve security strategy work within Cybersecurity & Information Security, producing controlled, timely and decision-useful outcomes.",F18,F18.01,FR-F18.01,,4,"Security Strategy plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F18.02-PROFESSIONAL,candidate,Information Security Policy Specialist,JF-F18,professional,"Perform and continuously improve security policy work within Cybersecurity & Information Security, producing controlled, timely and decision-useful outcomes.",F18,F18.02,FR-F18.02,,4,"Security Policy plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F18.03-PROFESSIONAL,candidate,Security Architect,JF-F18,professional,"Perform and continuously improve security architecture work within Cybersecurity & Information Security, producing controlled, timely and decision-useful outcomes.",F18,F18.03,FR-F18.03,,3,"Security Architecture plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F18.04-PROFESSIONAL,candidate,IAM Security Engineer,JF-F18,professional,"Perform and continuously improve identity & access security work within Cybersecurity & Information Security, producing controlled, timely and decision-useful outcomes.",F18,F18.04,FR-F18.04,,4,"Identity & Access Security plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
