job_archetype_id,job_title,career_index,domain,internal_job_profile_ids,internal_profile_state,work_product_id,work_product_name,authoring_mode_candidate,enterprise_stream,context_types,primary_functions,primary_subfunctions,canonical_object_candidate,authoring_primitive_candidate,upstream_inputs,downstream_handoff,evidence_requirement,review_state
JOB-LOCK,Locksmith,54,Building Services Trades,,gap-no-direct-job-profile,WP-LOCK-003,Lock / Access Hardware Equipment / Component Schedule,NATIVE,Enterprise Data,System|Asset|Product|Location,F22|F10,F22.06|F10.05,Equipment / Component Schedule,Enterprise Grid,survey|design|catalogue,Procurement / installation,"Product identity, quantity and location",candidate-revalidation
JOB-LOCK,Locksmith,54,Building Services Trades,,gap-no-direct-job-profile,WP-LOCK-004,Lock / Access Hardware Work Order / Job Sheet,NATIVE,Operate,Work Order|Property|System|Person,F22,F22.08,Maintenance / Service Work Order,Field/Mobile composition,approved scope|asset|schedule,Execution,"Authorised task, assignee, dates and status",candidate-revalidation
JOB-LOCK,Locksmith,54,Building Services Trades,,gap-no-direct-job-profile,WP-LOCK-005,Lock / Access Hardware Installation / Service Record,NATIVE,Operate,Work Order|System|Asset|Location,F22|F27,F22.08|F27.06,Installation / Service Record,Field/Mobile composition,work order|parts|method,Test / asset history,"Who, what, where, parts and configuration",candidate-revalidation
JOB-LOCK,Locksmith,54,Building Services Trades,,gap-no-direct-job-profile,WP-LOCK-006,Lock / Access Hardware Test / Commissioning Record,NATIVE,Operate,System|Asset|Property,F13|F22,F13.04|F22.06,Inspection / Test / Commissioning,Field/Mobile composition,installation|test procedure|criteria,Acceptance / certificate,"Readings, result, instrument and witness",candidate-revalidation
JOB-LOCK,Locksmith,54,Building Services Trades,,gap-no-direct-job-profile,WP-LOCK-007,Lock / Access Hardware Defect / Parts / Exception Record,NATIVE,Operate,System|Asset|Work Order,F22|F13,F22.08|F13.05,Defect / Service Exception,Case Workspace,diagnostic|test|asset history,Repair / replacement / follow-up,"Symptoms, cause, parts and disposition",candidate-revalidation
JOB-LOCK,Locksmith,54,Building Services Trades,,gap-no-direct-job-profile,WP-LOCK-008,Lock / Access Hardware Completion / Certificate / Handover,ASSISTED,Operate,Property|System|Asset|Party,F22|F26,F22.06|F26.06,Certificate / Handover Package,Assisted Report Generator,service record|tests|asset updates|open items,Client / operations / asset record,"Signer/technician, exact evidence and accepted status",candidate-revalidation
JOB-PIPE,Pipe Fitter,56,Building Services Trades,,gap-no-direct-job-profile,WP-PIPE-001,Pipework Survey / Diagnostic Record,NATIVE,Operate,Property|Site|System|Asset,F22|F27,F22.06|F27.06,Survey / Diagnostic Record,Field/Mobile composition,instruction|existing asset data|site condition,Scope / design / quote,"Measurements, condition, photos and technician",candidate-revalidation
JOB-PIPE,Pipe Fitter,56,Building Services Trades,,gap-no-direct-job-profile,WP-PIPE-002,Pipework Quote / Work Scope,NATIVE,Operate,Party|Property|Work Order,F07|F22,F07.04|F22.08,Quotation / Work Scope,Object Workspace,survey|rates|materials|labour,Approval / work order,"Scope, assumptions, price and validity",candidate-revalidation
JOB-PIPE,Pipe Fitter,56,Building Services Trades,,gap-no-direct-job-profile,WP-PIPE-003,Pipework Equipment / Component Schedule,NATIVE,Enterprise Data,System|Asset|Product|Location,F22|F10,F22.06|F10.05,Equipment / Component Schedule,Enterprise Grid,survey|design|catalogue,Procurement / installation,"Product identity, quantity and location",candidate-revalidation
JOB-PIPE,Pipe Fitter,56,Building Services Trades,,gap-no-direct-job-profile,WP-PIPE-004,Pipework Work Order / Job Sheet,NATIVE,Operate,Work Order|Property|System|Person,F22,F22.08,Maintenance / Service Work Order,Field/Mobile composition,approved scope|asset|schedule,Execution,"Authorised task, assignee, dates and status",candidate-revalidation
JOB-PIPE,Pipe Fitter,56,Building Services Trades,,gap-no-direct-job-profile,WP-PIPE-005,Pipework Installation / Service Record,NATIVE,Operate,Work Order|System|Asset|Location,F22|F27,F22.08|F27.06,Installation / Service Record,Field/Mobile composition,work order|parts|method,Test / asset history,"Who, what, where, parts and configuration",candidate-revalidation
JOB-PIPE,Pipe Fitter,56,Building Services Trades,,gap-no-direct-job-profile,WP-PIPE-006,Pipework Test / Commissioning Record,NATIVE,Operate,System|Asset|Property,F13|F22,F13.04|F22.06,Inspection / Test / Commissioning,Field/Mobile composition,installation|test procedure|criteria,Acceptance / certificate,"Readings, result, instrument and witness",candidate-revalidation
JOB-PIPE,Pipe Fitter,56,Building Services Trades,,gap-no-direct-job-profile,WP-PIPE-007,Pipework Defect / Parts / Exception Record,NATIVE,Operate,System|Asset|Work Order,F22|F13,F22.08|F13.05,Defect / Service Exception,Case Workspace,diagnostic|test|asset history,Repair / replacement / follow-up,"Symptoms, cause, parts and disposition",candidate-revalidation
JOB-PIPE,Pipe Fitter,56,Building Services Trades,,gap-no-direct-job-profile,WP-PIPE-008,Pipework Completion / Certificate / Handover,ASSISTED,Operate,Property|System|Asset|Party,F22|F26,F22.06|F26.06,Certificate / Handover Package,Assisted Report Generator,service record|tests|asset updates|open items,Client / operations / asset record,"Signer/technician, exact evidence and accepted status",candidate-revalidation
JOB-RAC,Refrigeration and Air-Conditioning Installer,63,Building Services Trades,,gap-no-direct-job-profile,WP-RAC-001,Refrigeration / Air-Conditioning Survey / Diagnostic Record,NATIVE,Operate,Property|Site|System|Asset,F22|F27,F22.06|F27.06,Survey / Diagnostic Record,Field/Mobile composition,instruction|existing asset data|site condition,Scope / design / quote,"Measurements, condition, photos and technician",candidate-revalidation
JOB-RAC,Refrigeration and Air-Conditioning Installer,63,Building Services Trades,,gap-no-direct-job-profile,WP-RAC-002,Refrigeration / Air-Conditioning Quote / Work Scope,NATIVE,Operate,Party|Property|Work Order,F07|F22,F07.04|F22.08,Quotation / Work Scope,Object Workspace,survey|rates|materials|labour,Approval / work order,"Scope, assumptions, price and validity",candidate-revalidation
JOB-RAC,Refrigeration and Air-Conditioning Installer,63,Building Services Trades,,gap-no-direct-job-profile,WP-RAC-003,Refrigeration / Air-Conditioning Equipment / Component Schedule,NATIVE,Enterprise Data,System|Asset|Product|Location,F22|F10,F22.06|F10.05,Equipment / Component Schedule,Enterprise Grid,survey|design|catalogue,Procurement / installation,"Product identity, quantity and location",candidate-revalidation
JOB-RAC,Refrigeration and Air-Conditioning Installer,63,Building Services Trades,,gap-no-direct-job-profile,WP-RAC-004,Refrigeration / Air-Conditioning Work Order / Job Sheet,NATIVE,Operate,Work Order|Property|System|Person,F22,F22.08,Maintenance / Service Work Order,Field/Mobile composition,approved scope|asset|schedule,Execution,"Authorised task, assignee, dates and status",candidate-revalidation
JOB-RAC,Refrigeration and Air-Conditioning Installer,63,Building Services Trades,,gap-no-direct-job-profile,WP-RAC-005,Refrigeration / Air-Conditioning Installation / Service Record,NATIVE,Operate,Work Order|System|Asset|Location,F22|F27,F22.08|F27.06,Installation / Service Record,Field/Mobile composition,work order|parts|method,Test / asset history,"Who, what, where, parts and configuration",candidate-revalidation
JOB-RAC,Refrigeration and Air-Conditioning Installer,63,Building Services Trades,,gap-no-direct-job-profile,WP-RAC-006,Refrigeration / Air-Conditioning Test / Commissioning Record,NATIVE,Operate,System|Asset|Property,F13|F22,F13.04|F22.06,Inspection / Test / Commissioning,Field/Mobile composition,installation|test procedure|criteria,Acceptance / certificate,"Readings, result, instrument and witness",candidate-revalidation
JOB-RAC,Refrigeration and Air-Conditioning Installer,63,Building Services Trades,,gap-no-direct-job-profile,WP-RAC-007,Refrigeration / Air-Conditioning Defect / Parts / Exception Record,NATIVE,Operate,System|Asset|Work Order,F22|F13,F22.08|F13.05,Defect / Service Exception,Case Workspace,diagnostic|test|asset history,Repair / replacement / follow-up,"Symptoms, cause, parts and disposition",candidate-revalidation
JOB-RAC,Refrigeration and Air-Conditioning Installer,63,Building Services Trades,,gap-no-direct-job-profile,WP-RAC-008,Refrigeration / Air-Conditioning Completion / Certificate / Handover,ASSISTED,Operate,Property|System|Asset|Party,F22|F26,F22.06|F26.06,Certificate / Handover Package,Assisted Report Generator,service record|tests|asset updates|open items,Client / operations / asset record,"Signer/technician, exact evidence and accepted status",candidate-revalidation
JOB-SEC,Security Systems Installer,68,Building Services Trades,,gap-no-direct-job-profile,WP-SEC-001,Security System Survey / Diagnostic Record,NATIVE,Operate,Property|Site|System|Asset,F22|F27,F22.06|F27.06,Survey / Diagnostic Record,Field/Mobile composition,instruction|existing asset data|site condition,Scope / design / quote,"Measurements, condition, photos and technician",candidate-revalidation
JOB-SEC,Security Systems Installer,68,Building Services Trades,,gap-no-direct-job-profile,WP-SEC-002,Security System Quote / Work Scope,NATIVE,Operate,Party|Property|Work Order,F07|F22,F07.04|F22.08,Quotation / Work Scope,Object Workspace,survey|rates|materials|labour,Approval / work order,"Scope, assumptions, price and validity",candidate-revalidation
JOB-SEC,Security Systems Installer,68,Building Services Trades,,gap-no-direct-job-profile,WP-SEC-003,Security System Equipment / Component Schedule,NATIVE,Enterprise Data,System|Asset|Product|Location,F22|F10,F22.06|F10.05,Equipment / Component Schedule,Enterprise Grid,survey|design|catalogue,Procurement / installation,"Product identity, quantity and location",candidate-revalidation
JOB-SEC,Security Systems Installer,68,Building Services Trades,,gap-no-direct-job-profile,WP-SEC-004,Security System Work Order / Job Sheet,NATIVE,Operate,Work Order|Property|System|Person,F22,F22.08,Maintenance / Service Work Order,Field/Mobile composition,approved scope|asset|schedule,Execution,"Authorised task, assignee, dates and status",candidate-revalidation
JOB-SEC,Security Systems Installer,68,Building Services Trades,,gap-no-direct-job-profile,WP-SEC-005,Security System Installation / Service Record,NATIVE,Operate,Work Order|System|Asset|Location,F22|F27,F22.08|F27.06,Installation / Service Record,Field/Mobile composition,work order|parts|method,Test / asset history,"Who, what, where, parts and configuration",candidate-revalidation
JOB-SEC,Security Systems Installer,68,Building Services Trades,,gap-no-direct-job-profile,WP-SEC-006,Security System Test / Commissioning Record,NATIVE,Operate,System|Asset|Property,F13|F22,F13.04|F22.06,Inspection / Test / Commissioning,Field/Mobile composition,installation|test procedure|criteria,Acceptance / certificate,"Readings, result, instrument and witness",candidate-revalidation
JOB-SEC,Security Systems Installer,68,Building Services Trades,,gap-no-direct-job-profile,WP-SEC-007,Security System Defect / Parts / Exception Record,NATIVE,Operate,System|Asset|Work Order,F22|F13,F22.08|F13.05,Defect / Service Exception,Case Workspace,diagnostic|test|asset history,Repair / replacement / follow-up,"Symptoms, cause, parts and disposition",candidate-revalidation
JOB-SEC,Security Systems Installer,68,Building Services Trades,,gap-no-direct-job-profile,WP-SEC-008,Security System Completion / Certificate / Handover,ASSISTED,Operate,Property|System|Asset|Party,F22|F26,F22.06|F26.06,Certificate / Handover Package,Assisted Report Generator,service record|tests|asset updates|open items,Client / operations / asset record,"Signer/technician, exact evidence and accepted status",candidate-revalidation
JOB-SOLAR,Solar Panel Installer,70,Energy & Building Performance,,gap-no-direct-job-profile,WP-SOLAR-001,Solar PV Survey / Diagnostic Record,NATIVE,Operate,Property|Site|System|Asset,F22|F27,F22.06|F27.06,Survey / Diagnostic Record,Field/Mobile composition,instruction|existing asset data|site condition,Scope / design / quote,"Measurements, condition, photos and technician",candidate-revalidation
JOB-SOLAR,Solar Panel Installer,70,Energy & Building Performance,,gap-no-direct-job-profile,WP-SOLAR-002,Solar PV Quote / Work Scope,NATIVE,Operate,Party|Property|Work Order,F07|F22,F07.04|F22.08,Quotation / Work Scope,Object Workspace,survey|rates|materials|labour,Approval / work order,"Scope, assumptions, price and validity",candidate-revalidation
JOB-SOLAR,Solar Panel Installer,70,Energy & Building Performance,,gap-no-direct-job-profile,WP-SOLAR-003,Solar PV Equipment / Component Schedule,NATIVE,Enterprise Data,System|Asset|Product|Location,F22|F10,F22.06|F10.05,Equipment / Component Schedule,Enterprise Grid,survey|design|catalogue,Procurement / installation,"Product identity, quantity and location",candidate-revalidation
JOB-SOLAR,Solar Panel Installer,70,Energy & Building Performance,,gap-no-direct-job-profile,WP-SOLAR-004,Solar PV Work Order / Job Sheet,NATIVE,Operate,Work Order|Property|System|Person,F22,F22.08,Maintenance / Service Work Order,Field/Mobile composition,approved scope|asset|schedule,Execution,"Authorised task, assignee, dates and status",candidate-revalidation
JOB-SOLAR,Solar Panel Installer,70,Energy & Building Performance,,gap-no-direct-job-profile,WP-SOLAR-005,Solar PV Installation / Service Record,NATIVE,Operate,Work Order|System|Asset|Location,F22|F27,F22.08|F27.06,Installation / Service Record,Field/Mobile composition,work order|parts|method,Test / asset history,"Who, what, where, parts and configuration",candidate-revalidation
JOB-SOLAR,Solar Panel Installer,70,Energy & Building Performance,,gap-no-direct-job-profile,WP-SOLAR-006,Solar PV Test / Commissioning Record,NATIVE,Operate,System|Asset|Property,F13|F22,F13.04|F22.06,Inspection / Test / Commissioning,Field/Mobile composition,installation|test procedure|criteria,Acceptance / certificate,"Readings, result, instrument and witness",candidate-revalidation
JOB-SOLAR,Solar Panel Installer,70,Energy & Building Performance,,gap-no-direct-job-profile,WP-SOLAR-007,Solar PV Defect / Parts / Exception Record,NATIVE,Operate,System|Asset|Work Order,F22|F13,F22.08|F13.05,Defect / Service Exception,Case Workspace,diagnostic|test|asset history,Repair / replacement / follow-up,"Symptoms, cause, parts and disposition",candidate-revalidation
JOB-SOLAR,Solar Panel Installer,70,Energy & Building Performance,,gap-no-direct-job-profile,WP-SOLAR-008,Solar PV Completion / Certificate / Handover,ASSISTED,Operate,Property|System|Asset|Party,F22|F26,F22.06|F26.06,Certificate / Handover Package,Assisted Report Generator,service record|tests|asset updates|open items,Client / operations / asset record,"Signer/technician, exact evidence and accepted status",candidate-revalidation
JOB-THERM,Thermal Insulation Engineer,77,Energy & Building Performance,,gap-no-direct-job-profile,WP-THERM-001,Thermal Insulation Survey / Diagnostic Record,NATIVE,Operate,Property|Site|System|Asset,F22|F27,F22.06|F27.06,Survey / Diagnostic Record,Field/Mobile composition,instruction|existing asset data|site condition,Scope / design / quote,"Measurements, condition, photos and technician",candidate-revalidation
JOB-THERM,Thermal Insulation Engineer,77,Energy & Building Performance,,gap-no-direct-job-profile,WP-THERM-002,Thermal Insulation Quote / Work Scope,NATIVE,Operate,Party|Property|Work Order,F07|F22,F07.04|F22.08,Quotation / Work Scope,Object Workspace,survey|rates|materials|labour,Approval / work order,"Scope, assumptions, price and validity",candidate-revalidation
JOB-THERM,Thermal Insulation Engineer,77,Energy & Building Performance,,gap-no-direct-job-profile,WP-THERM-003,Thermal Insulation Equipment / Component Schedule,NATIVE,Enterprise Data,System|Asset|Product|Location,F22|F10,F22.06|F10.05,Equipment / Component Schedule,Enterprise Grid,survey|design|catalogue,Procurement / installation,"Product identity, quantity and location",candidate-revalidation
JOB-THERM,Thermal Insulation Engineer,77,Energy & Building Performance,,gap-no-direct-job-profile,WP-THERM-004,Thermal Insulation Work Order / Job Sheet,NATIVE,Operate,Work Order|Property|System|Person,F22,F22.08,Maintenance / Service Work Order,Field/Mobile composition,approved scope|asset|schedule,Execution,"Authorised task, assignee, dates and status",candidate-revalidation
JOB-THERM,Thermal Insulation Engineer,77,Energy & Building Performance,,gap-no-direct-job-profile,WP-THERM-005,Thermal Insulation Installation / Service Record,NATIVE,Operate,Work Order|System|Asset|Location,F22|F27,F22.08|F27.06,Installation / Service Record,Field/Mobile composition,work order|parts|method,Test / asset history,"Who, what, where, parts and configuration",candidate-revalidation
JOB-THERM,Thermal Insulation Engineer,77,Energy & Building Performance,,gap-no-direct-job-profile,WP-THERM-006,Thermal Insulation Test / Commissioning Record,NATIVE,Operate,System|Asset|Property,F13|F22,F13.04|F22.06,Inspection / Test / Commissioning,Field/Mobile composition,installation|test procedure|criteria,Acceptance / certificate,"Readings, result, instrument and witness",candidate-revalidation
JOB-THERM,Thermal Insulation Engineer,77,Energy & Building Performance,,gap-no-direct-job-profile,WP-THERM-007,Thermal Insulation Defect / Parts / Exception Record,NATIVE,Operate,System|Asset|Work Order,F22|F13,F22.08|F13.05,Defect / Service Exception,Case Workspace,diagnostic|test|asset history,Repair / replacement / follow-up,"Symptoms, cause, parts and disposition",candidate-revalidation
JOB-THERM,Thermal Insulation Engineer,77,Energy & Building Performance,,gap-no-direct-job-profile,WP-THERM-008,Thermal Insulation Completion / Certificate / Handover,ASSISTED,Operate,Property|System|Asset|Party,F22|F26,F22.06|F26.06,Certificate / Handover Package,Assisted Report Generator,service record|tests|asset updates|open items,Client / operations / asset record,"Signer/technician, exact evidence and accepted status",candidate-revalidation
JOB-GASMAIN,Gas Mains Layer,40,Utilities & Networks,,gap-no-direct-job-profile,WP-GASMAIN-001,Gas Network Work Pack / Permit,ASSISTED,Deliver,Project|Site|Work Package|Network,F27|F23,F27.06|F23.05,Work Package / Permit Pack,Assisted Report Generator,scope|method|drawings|permit|traffic/access controls,Field execution,"Approved scope, controls and revisions",candidate-revalidation
JOB-GASMAIN,Gas Mains Layer,40,Utilities & Networks,,gap-no-direct-job-profile,WP-GASMAIN-002,Gas Network Location / Existing Asset Record,NATIVE,Deliver,Site|Network|Asset|Location,F22|F26,F22.06|F26.05,Network / Asset Location Record,Map Workspace|Field/Mobile composition,plans|locates|survey|utility records,Excavation / execution,"Geometry/source, date and locator evidence",candidate-revalidation
JOB-GASMAIN,Gas Mains Layer,40,Utilities & Networks,,gap-no-direct-job-profile,WP-GASMAIN-003,Gas Network Material / Plant Allocation,NATIVE,Deliver,Work Package|Material|Plant|Shift,F10|F22,F10.05|F22.06,Material / Plant Allocation,Enterprise Grid,work pack|stock|plant availability,Execution / cost,"Item identity, quantity, asset and task",candidate-revalidation
JOB-GASMAIN,Gas Mains Layer,40,Utilities & Networks,,gap-no-direct-job-profile,WP-GASMAIN-004,Gas Network Installation / Repair Record,NATIVE,Deliver,Network|Asset|Work Package|Location,F22|F27,F22.06|F27.06,Execution / Network Work Record,Field/Mobile composition,work pack|materials|crew|location,Test / as-built,"Installed/repaired configuration, time and crew",candidate-revalidation
JOB-GASMAIN,Gas Mains Layer,40,Utilities & Networks,,gap-no-direct-job-profile,WP-GASMAIN-005,Gas Network Test / Verification Record,NATIVE,Deliver,Network|Asset|Location,F13,F13.04,Inspection / Test,Field/Mobile composition,installed work|procedure|criteria,Acceptance / energisation/service,"Readings, result, instrument and witness",candidate-revalidation
JOB-GASMAIN,Gas Mains Layer,40,Utilities & Networks,,gap-no-direct-job-profile,WP-GASMAIN-006,Gas Network Reinstatement / Quality Inspection,NATIVE,Deliver,Site|Location|Work Package,F13|F27,F13.04|F27.06,Inspection / Reinstatement Record,Field/Mobile composition,completed works|surface/quality criteria,Closeout / defect,"Photos, criteria, result and inspector",candidate-revalidation
JOB-GASMAIN,Gas Mains Layer,40,Utilities & Networks,,gap-no-direct-job-profile,WP-GASMAIN-007,Gas Network Defect / Incident / Exception,NATIVE,Deliver,Network|Site|Asset|Finding,F13|F23,F13.05|F23.04,Defect / Incident / Exception,Case Workspace,test|inspection|event|asset,Repair / investigation / action,"Time, evidence, cause/disposition and closure",candidate-revalidation
JOB-GASMAIN,Gas Mains Layer,40,Utilities & Networks,,gap-no-direct-job-profile,WP-GASMAIN-008,Gas Network As-Built / Handover Record,ASSISTED,Deliver,Network|Asset|Project|Location,F22|F26|F27,F22.06|F26.06|F27.08,As-Built / Handover Package,Assisted Report Generator,work record|tests|survey|asset updates,Operations / network record,"Accepted geometry, configuration and evidence manifest",candidate-revalidation
JOB-ROAD,Road Worker,64,Utilities & Networks,,gap-no-direct-job-profile,WP-ROAD-001,Road / Highway Work Pack / Permit,ASSISTED,Deliver,Project|Site|Work Package|Network,F27|F23,F27.06|F23.05,Work Package / Permit Pack,Assisted Report Generator,scope|method|drawings|permit|traffic/access controls,Field execution,"Approved scope, controls and revisions",candidate-revalidation
JOB-ROAD,Road Worker,64,Utilities & Networks,,gap-no-direct-job-profile,WP-ROAD-002,Road / Highway Location / Existing Asset Record,NATIVE,Deliver,Site|Network|Asset|Location,F22|F26,F22.06|F26.05,Network / Asset Location Record,Map Workspace|Field/Mobile composition,plans|locates|survey|utility records,Excavation / execution,"Geometry/source, date and locator evidence",candidate-revalidation
JOB-ROAD,Road Worker,64,Utilities & Networks,,gap-no-direct-job-profile,WP-ROAD-003,Road / Highway Material / Plant Allocation,NATIVE,Deliver,Work Package|Material|Plant|Shift,F10|F22,F10.05|F22.06,Material / Plant Allocation,Enterprise Grid,work pack|stock|plant availability,Execution / cost,"Item identity, quantity, asset and task",candidate-revalidation
JOB-ROAD,Road Worker,64,Utilities & Networks,,gap-no-direct-job-profile,WP-ROAD-004,Road / Highway Installation / Repair Record,NATIVE,Deliver,Network|Asset|Work Package|Location,F22|F27,F22.06|F27.06,Execution / Network Work Record,Field/Mobile composition,work pack|materials|crew|location,Test / as-built,"Installed/repaired configuration, time and crew",candidate-revalidation
JOB-ROAD,Road Worker,64,Utilities & Networks,,gap-no-direct-job-profile,WP-ROAD-005,Road / Highway Test / Verification Record,NATIVE,Deliver,Network|Asset|Location,F13,F13.04,Inspection / Test,Field/Mobile composition,installed work|procedure|criteria,Acceptance / energisation/service,"Readings, result, instrument and witness",candidate-revalidation
JOB-ROAD,Road Worker,64,Utilities & Networks,,gap-no-direct-job-profile,WP-ROAD-006,Road / Highway Reinstatement / Quality Inspection,NATIVE,Deliver,Site|Location|Work Package,F13|F27,F13.04|F27.06,Inspection / Reinstatement Record,Field/Mobile composition,completed works|surface/quality criteria,Closeout / defect,"Photos, criteria, result and inspector",candidate-revalidation
JOB-ROAD,Road Worker,64,Utilities & Networks,,gap-no-direct-job-profile,WP-ROAD-007,Road / Highway Defect / Incident / Exception,NATIVE,Deliver,Network|Site|Asset|Finding,F13|F23,F13.05|F23.04,Defect / Incident / Exception,Case Workspace,test|inspection|event|asset,Repair / investigation / action,"Time, evidence, cause/disposition and closure",candidate-revalidation
JOB-ROAD,Road Worker,64,Utilities & Networks,,gap-no-direct-job-profile,WP-ROAD-008,Road / Highway As-Built / Handover Record,ASSISTED,Deliver,Network|Asset|Project|Location,F22|F26|F27,F22.06|F26.06|F27.08,As-Built / Handover Package,Assisted Report Generator,work record|tests|survey|asset updates,Operations / network record,"Accepted geometry, configuration and evidence manifest",candidate-revalidation
JOB-WATER,Water Network Operative,82,Utilities & Networks,,gap-no-direct-job-profile,WP-WATER-001,Water Network Work Pack / Permit,ASSISTED,Deliver,Project|Site|Work Package|Network,F27|F23,F27.06|F23.05,Work Package / Permit Pack,Assisted Report Generator,scope|method|drawings|permit|traffic/access controls,Field execution,"Approved scope, controls and revisions",candidate-revalidation
JOB-WATER,Water Network Operative,82,Utilities & Networks,,gap-no-direct-job-profile,WP-WATER-002,Water Network Location / Existing Asset Record,NATIVE,Deliver,Site|Network|Asset|Location,F22|F26,F22.06|F26.05,Network / Asset Location Record,Map Workspace|Field/Mobile composition,plans|locates|survey|utility records,Excavation / execution,"Geometry/source, date and locator evidence",candidate-revalidation
JOB-WATER,Water Network Operative,82,Utilities & Networks,,gap-no-direct-job-profile,WP-WATER-003,Water Network Material / Plant Allocation,NATIVE,Deliver,Work Package|Material|Plant|Shift,F10|F22,F10.05|F22.06,Material / Plant Allocation,Enterprise Grid,work pack|stock|plant availability,Execution / cost,"Item identity, quantity, asset and task",candidate-revalidation
JOB-WATER,Water Network Operative,82,Utilities & Networks,,gap-no-direct-job-profile,WP-WATER-004,Water Network Installation / Repair Record,NATIVE,Deliver,Network|Asset|Work Package|Location,F22|F27,F22.06|F27.06,Execution / Network Work Record,Field/Mobile composition,work pack|materials|crew|location,Test / as-built,"Installed/repaired configuration, time and crew",candidate-revalidation
JOB-WATER,Water Network Operative,82,Utilities & Networks,,gap-no-direct-job-profile,WP-WATER-005,Water Network Test / Verification Record,NATIVE,Deliver,Network|Asset|Location,F13,F13.04,Inspection / Test,Field/Mobile composition,installed work|procedure|criteria,Acceptance / energisation/service,"Readings, result, instrument and witness",candidate-revalidation
JOB-WATER,Water Network Operative,82,Utilities & Networks,,gap-no-direct-job-profile,WP-WATER-006,Water Network Reinstatement / Quality Inspection,NATIVE,Deliver,Site|Location|Work Package,F13|F27,F13.04|F27.06,Inspection / Reinstatement Record,Field/Mobile composition,completed works|surface/quality criteria,Closeout / defect,"Photos, criteria, result and inspector",candidate-revalidation
JOB-WATER,Water Network Operative,82,Utilities & Networks,,gap-no-direct-job-profile,WP-WATER-007,Water Network Defect / Incident / Exception,NATIVE,Deliver,Network|Site|Asset|Finding,F13|F23,F13.05|F23.04,Defect / Incident / Exception,Case Workspace,test|inspection|event|asset,Repair / investigation / action,"Time, evidence, cause/disposition and closure",candidate-revalidation
JOB-WATER,Water Network Operative,82,Utilities & Networks,,gap-no-direct-job-profile,WP-WATER-008,Water Network As-Built / Handover Record,ASSISTED,Deliver,Network|Asset|Project|Location,F22|F26|F27,F22.06|F26.06|F27.08,As-Built / Handover Package,Assisted Report Generator,work record|tests|survey|asset updates,Operations / network record,"Accepted geometry, configuration and evidence manifest",candidate-revalidation
JOB-FURN,Furniture Maker,39,Supply Chain & Manufacturing,,gap-no-direct-job-profile,WP-FURN-001,Furniture Production Requirement / Work Order,NATIVE,Operate,Order|Product|Work Centre,F11|F07,F11.01|F07.04,Production Work Order,Object Workspace,customer/order requirement|drawing/specification,Production planning,"Quantity, revision, due date and authority",candidate-revalidation
JOB-FURN,Furniture Maker,39,Supply Chain & Manufacturing,,gap-no-direct-job-profile,WP-FURN-002,Furniture Drawing / Cut List / BOM,CONNECTED,Operate,Product|Work Order|Information Container,F11|F26,F11.01|F26.05,Product Structure / Information Container,Connected Authoring Adapter,design|dimensions|specification,Material issue / production,"Revision, item structure and author",candidate-revalidation
JOB-FURN,Furniture Maker,39,Supply Chain & Manufacturing,,gap-no-direct-job-profile,WP-FURN-003,Furniture Material Issue / Traceability,NATIVE,Operate,Work Order|Material|Batch,F10|F11,F10.05|F11.02,Material Issue / Traceability,Enterprise Grid,BOM|stock|batch/heat data,Production / quality,"Batch/serial, quantity and work-order linkage",candidate-revalidation
JOB-FURN,Furniture Maker,39,Supply Chain & Manufacturing,,gap-no-direct-job-profile,WP-FURN-004,Furniture Production / Fabrication Record,NATIVE,Operate,Work Order|Work Centre|Shift,F11,F11.03,Production / Fabrication Record,Field/Mobile composition,work order|materials|machine/process,Quality / output,"Operator, process, quantity and time",candidate-revalidation
JOB-FURN,Furniture Maker,39,Supply Chain & Manufacturing,,gap-no-direct-job-profile,WP-FURN-005,Furniture Quality Inspection / Test,NATIVE,Operate,Product|Work Order|Inspection,F13,F13.04,Inspection / Test,Field/Mobile composition,specification|produced item|criteria,Accept / rework,"Measurements, result and inspector",candidate-revalidation
JOB-FURN,Furniture Maker,39,Supply Chain & Manufacturing,,gap-no-direct-job-profile,WP-FURN-006,Furniture Nonconformance / Rework,NATIVE,Operate,Product|Work Order|Finding,F13,F13.05,NCR / Rework Record,Case Workspace,inspection|defect|specification,Rework / concession / scrap,"Evidence, disposition and verification",candidate-revalidation
JOB-FURN,Furniture Maker,39,Supply Chain & Manufacturing,,gap-no-direct-job-profile,WP-FURN-007,Furniture Finished Item / Stock Receipt,NATIVE,Operate,Product|Inventory|Location,F10|F11,F10.04|F11.03,Finished Goods Receipt,Enterprise Grid,accepted output|work order,Inventory / order fulfilment,"Quantity, lot/serial and location",candidate-revalidation
JOB-FURN,Furniture Maker,39,Supply Chain & Manufacturing,,gap-no-direct-job-profile,WP-FURN-008,Furniture Delivery / Handover Package,ASSISTED,Operate,Order|Party|Product,F10|F26,F10.07|F26.06,Delivery / Handover Package,Assisted Report Generator,finished goods|certificates|order,Customer / project,"Delivered items, documents and acceptance evidence",candidate-revalidation
