job_execution_contract_id,job_profile_id,canonical_name,delivery_domain_id,participating_function_codes_candidate,lifecycle_stages,specialist_capabilities,primary_structured_records,current_market_work_pattern,nublox_native_requirement,employment_position_rule,deployment_purpose_rule,native_engine_composition_state,canonical_object_mapping_state,work_product_mapping_state,workspace_acceptance_state,effective_date
ERP-CBE-JP-047,CBE-JP-047,Heritage officer,D13,F05;F12;F13;F19;F22;F23;F26;F27,Planning; Conservation; Operations,Heritage asset records; significance assessment; consultations; case management; condition monitoring,Case files; assessments; consultation records; reports,"Perform Heritage asset records; significance assessment; consultations; case management; condition monitoring using specialist authoring, calculation, field or business systems; create and exchange Case files; assessments; consultation records; reports.","Provide native job workspace for Heritage asset records; significance assessment; consultations; case management; condition monitoring; create/control Case files; assessments; consultation records; reports as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",PERSON_EXECUTES_THROUGH_ACTIVE_POSITION_JOB_PROFILE_AND_CONTEXTUAL_DEPLOYMENT,RUNTIME_DEPLOYMENT_PURPOSE__FUNCTIONAL_GOVERNANCE_OR_FUNCTIONAL_DELIVERY,TO_MAP_TO_NATIVE_ENGINES,TO_MAP_TO_CANONICAL_OBJECTS,SOURCE_STRUCTURED_RECORDS_IDENTIFIED__GOVERNED_OUTPUT_MAPPING_REQUIRED,NOT_ACCEPTED_UNTIL_JOB_CAN_BE_PERFORMED_END_TO_END_IN_NUBLOX,2026-09-24
ERP-CBE-JP-048,CBE-JP-048,Kitchen and bathroom designer,D01,F05;F13;F19;F23;F26;F27,Sales; Design; Fit-out,Customer brief; survey; layouts; products; quotation; revisions; approvals,Layouts; product schedules; quotes; approvals,"Perform Customer brief; survey; layouts; products; quotation; revisions; approvals using specialist authoring, calculation, field or business systems; create and exchange Layouts; product schedules; quotes; approvals.","Provide native job workspace for Customer brief; survey; layouts; products; quotation; revisions; approvals; create/control Layouts; product schedules; quotes; approvals as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",PERSON_EXECUTES_THROUGH_ACTIVE_POSITION_JOB_PROFILE_AND_CONTEXTUAL_DEPLOYMENT,RUNTIME_DEPLOYMENT_PURPOSE__FUNCTIONAL_GOVERNANCE_OR_FUNCTIONAL_DELIVERY,TO_MAP_TO_NATIVE_ENGINES,TO_MAP_TO_CANONICAL_OBJECTS,SOURCE_STRUCTURED_RECORDS_IDENTIFIED__GOVERNED_OUTPUT_MAPPING_REQUIRED,NOT_ACCEPTED_UNTIL_JOB_CAN_BE_PERFORMED_END_TO_END_IN_NUBLOX,2026-09-24
ERP-CBE-JP-049,CBE-JP-049,Kitchen and bathroom fitter,D07,F09;F10;F12;F13;F23;F26;F27,Fit-out,Survey; schedule; installation tasks; materials; coordination; snagging,Work orders; material lists; photos; completion records,"Perform Survey; schedule; installation tasks; materials; coordination; snagging using specialist authoring, calculation, field or business systems; create and exchange Work orders; material lists; photos; completion records.","Provide native job workspace for Survey; schedule; installation tasks; materials; coordination; snagging; create/control Work orders; material lists; photos; completion records as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",PERSON_EXECUTES_THROUGH_ACTIVE_POSITION_JOB_PROFILE_AND_CONTEXTUAL_DEPLOYMENT,RUNTIME_DEPLOYMENT_PURPOSE__FUNCTIONAL_GOVERNANCE_OR_FUNCTIONAL_DELIVERY,TO_MAP_TO_NATIVE_ENGINES,TO_MAP_TO_CANONICAL_OBJECTS,SOURCE_STRUCTURED_RECORDS_IDENTIFIED__GOVERNED_OUTPUT_MAPPING_REQUIRED,NOT_ACCEPTED_UNTIL_JOB_CAN_BE_PERFORMED_END_TO_END_IN_NUBLOX,2026-09-24
ERP-CBE-JP-050,CBE-JP-050,Land surveyor,D03,F05;F07;F14;F19;F22;F26;F27,Survey; Design; Construction,Survey planning; observations; control; coordinates; topographical outputs; setting out,Survey files; point data; drawings; reports,"Perform Survey planning; observations; control; coordinates; topographical outputs; setting out using specialist authoring, calculation, field or business systems; create and exchange Survey files; point data; drawings; reports.","Provide native job workspace for Survey planning; observations; control; coordinates; topographical outputs; setting out; create/control Survey files; point data; drawings; reports as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",PERSON_EXECUTES_THROUGH_ACTIVE_POSITION_JOB_PROFILE_AND_CONTEXTUAL_DEPLOYMENT,RUNTIME_DEPLOYMENT_PURPOSE__FUNCTIONAL_GOVERNANCE_OR_FUNCTIONAL_DELIVERY,TO_MAP_TO_NATIVE_ENGINES,TO_MAP_TO_CANONICAL_OBJECTS,SOURCE_STRUCTURED_RECORDS_IDENTIFIED__GOVERNED_OUTPUT_MAPPING_REQUIRED,NOT_ACCEPTED_UNTIL_JOB_CAN_BE_PERFORMED_END_TO_END_IN_NUBLOX,2026-09-24
ERP-CBE-JP-051,CBE-JP-051,Landscape architect,D13,F05;F12;F13;F19;F22;F23;F26;F27,Planning; Design; Construction,Brief; site analysis; landscape design; specifications; planting; coordination; inspections,Plans; schedules; specifications; inspection records,"Perform Brief; site analysis; landscape design; specifications; planting; coordination; inspections using specialist authoring, calculation, field or business systems; create and exchange Plans; schedules; specifications; inspection records.","Provide native job workspace for Brief; site analysis; landscape design; specifications; planting; coordination; inspections; create/control Plans; schedules; specifications; inspection records as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",PERSON_EXECUTES_THROUGH_ACTIVE_POSITION_JOB_PROFILE_AND_CONTEXTUAL_DEPLOYMENT,RUNTIME_DEPLOYMENT_PURPOSE__FUNCTIONAL_GOVERNANCE_OR_FUNCTIONAL_DELIVERY,TO_MAP_TO_NATIVE_ENGINES,TO_MAP_TO_CANONICAL_OBJECTS,SOURCE_STRUCTURED_RECORDS_IDENTIFIED__GOVERNED_OUTPUT_MAPPING_REQUIRED,NOT_ACCEPTED_UNTIL_JOB_CAN_BE_PERFORMED_END_TO_END_IN_NUBLOX,2026-09-24
ERP-CBE-JP-052,CBE-JP-052,Landscaper,D13,F05;F12;F13;F19;F22;F23;F26;F27,External works; Maintenance,Quotes; site works; planting/materials; labour; maintenance schedule,Work orders; material schedules; photos; maintenance records,"Perform Quotes; site works; planting/materials; labour; maintenance schedule using specialist authoring, calculation, field or business systems; create and exchange Work orders; material schedules; photos; maintenance records.","Provide native job workspace for Quotes; site works; planting/materials; labour; maintenance schedule; create/control Work orders; material schedules; photos; maintenance records as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",PERSON_EXECUTES_THROUGH_ACTIVE_POSITION_JOB_PROFILE_AND_CONTEXTUAL_DEPLOYMENT,RUNTIME_DEPLOYMENT_PURPOSE__FUNCTIONAL_GOVERNANCE_OR_FUNCTIONAL_DELIVERY,TO_MAP_TO_NATIVE_ENGINES,TO_MAP_TO_CANONICAL_OBJECTS,SOURCE_STRUCTURED_RECORDS_IDENTIFIED__GOVERNED_OUTPUT_MAPPING_REQUIRED,NOT_ACCEPTED_UNTIL_JOB_CAN_BE_PERFORMED_END_TO_END_IN_NUBLOX,2026-09-24
ERP-CBE-JP-053,CBE-JP-053,Lighting technician,D11,F09;F10;F11;F12;F13;F22;F23;F26;F27,Installation/Event delivery; Maintenance,Equipment planning; inventory; setup; inspections; operation; maintenance,Equipment lists; checklists; allocation records; faults,"Perform Equipment planning; inventory; setup; inspections; operation; maintenance using specialist authoring, calculation, field or business systems; create and exchange Equipment lists; checklists; allocation records; faults.","Provide native job workspace for Equipment planning; inventory; setup; inspections; operation; maintenance; create/control Equipment lists; checklists; allocation records; faults as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",PERSON_EXECUTES_THROUGH_ACTIVE_POSITION_JOB_PROFILE_AND_CONTEXTUAL_DEPLOYMENT,RUNTIME_DEPLOYMENT_PURPOSE__FUNCTIONAL_GOVERNANCE_OR_FUNCTIONAL_DELIVERY,TO_MAP_TO_NATIVE_ENGINES,TO_MAP_TO_CANONICAL_OBJECTS,SOURCE_STRUCTURED_RECORDS_IDENTIFIED__GOVERNED_OUTPUT_MAPPING_REQUIRED,NOT_ACCEPTED_UNTIL_JOB_CAN_BE_PERFORMED_END_TO_END_IN_NUBLOX,2026-09-24
ERP-CBE-JP-054,CBE-JP-054,Locksmith,D08,F09;F10;F12;F13;F22;F23;F26;F27,Installation; Maintenance,Callouts; asset/lock register; access hardware; installation; repair; key/control records,Jobs; asset records; key/access records; invoices,"Perform Callouts; asset/lock register; access hardware; installation; repair; key/control records using specialist authoring, calculation, field or business systems; create and exchange Jobs; asset records; key/access records; invoices.","Provide native job workspace for Callouts; asset/lock register; access hardware; installation; repair; key/control records; create/control Jobs; asset records; key/access records; invoices as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",PERSON_EXECUTES_THROUGH_ACTIVE_POSITION_JOB_PROFILE_AND_CONTEXTUAL_DEPLOYMENT,RUNTIME_DEPLOYMENT_PURPOSE__FUNCTIONAL_GOVERNANCE_OR_FUNCTIONAL_DELIVERY,TO_MAP_TO_NATIVE_ENGINES,TO_MAP_TO_CANONICAL_OBJECTS,SOURCE_STRUCTURED_RECORDS_IDENTIFIED__GOVERNED_OUTPUT_MAPPING_REQUIRED,NOT_ACCEPTED_UNTIL_JOB_CAN_BE_PERFORMED_END_TO_END_IN_NUBLOX,2026-09-24
ERP-CBE-JP-055,CBE-JP-055,Painter and decorator,D07,F09;F10;F12;F13;F23;F26;F27,Finishes,Estimate; area/take-off; materials; schedule; application; completion,Quotes; work orders; material usage; photos,"Perform Estimate; area/take-off; materials; schedule; application; completion using specialist authoring, calculation, field or business systems; create and exchange Quotes; work orders; material usage; photos.","Provide native job workspace for Estimate; area/take-off; materials; schedule; application; completion; create/control Quotes; work orders; material usage; photos as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",PERSON_EXECUTES_THROUGH_ACTIVE_POSITION_JOB_PROFILE_AND_CONTEXTUAL_DEPLOYMENT,RUNTIME_DEPLOYMENT_PURPOSE__FUNCTIONAL_GOVERNANCE_OR_FUNCTIONAL_DELIVERY,TO_MAP_TO_NATIVE_ENGINES,TO_MAP_TO_CANONICAL_OBJECTS,SOURCE_STRUCTURED_RECORDS_IDENTIFIED__GOVERNED_OUTPUT_MAPPING_REQUIRED,NOT_ACCEPTED_UNTIL_JOB_CAN_BE_PERFORMED_END_TO_END_IN_NUBLOX,2026-09-24
ERP-CBE-JP-056,CBE-JP-056,Pipe fitter,D08,F09;F10;F12;F13;F22;F23;F26;F27,Installation; Testing,Isometrics/work packs; fabrication/installation; weld/test references; materials; QA,Work packs; spool/line records; test records; material traceability,"Perform Isometrics/work packs; fabrication/installation; weld/test references; materials; QA using specialist authoring, calculation, field or business systems; create and exchange Work packs; spool/line records; test records; material traceability.","Provide native job workspace for Isometrics/work packs; fabrication/installation; weld/test references; materials; QA; create/control Work packs; spool/line records; test records; material traceability as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",PERSON_EXECUTES_THROUGH_ACTIVE_POSITION_JOB_PROFILE_AND_CONTEXTUAL_DEPLOYMENT,RUNTIME_DEPLOYMENT_PURPOSE__FUNCTIONAL_GOVERNANCE_OR_FUNCTIONAL_DELIVERY,TO_MAP_TO_NATIVE_ENGINES,TO_MAP_TO_CANONICAL_OBJECTS,SOURCE_STRUCTURED_RECORDS_IDENTIFIED__GOVERNED_OUTPUT_MAPPING_REQUIRED,NOT_ACCEPTED_UNTIL_JOB_CAN_BE_PERFORMED_END_TO_END_IN_NUBLOX,2026-09-24
ERP-CBE-JP-057,CBE-JP-057,Planning and development surveyor,D03,F05;F07;F14;F19;F22;F26;F27,Feasibility; Planning,Site appraisal; development appraisal; planning constraints; valuations; viability; client reports,Appraisals; reports; valuations; planning records,"Perform Site appraisal; development appraisal; planning constraints; valuations; viability; client reports using specialist authoring, calculation, field or business systems; create and exchange Appraisals; reports; valuations; planning records.","Provide native job workspace for Site appraisal; development appraisal; planning constraints; valuations; viability; client reports; create/control Appraisals; reports; valuations; planning records as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",PERSON_EXECUTES_THROUGH_ACTIVE_POSITION_JOB_PROFILE_AND_CONTEXTUAL_DEPLOYMENT,RUNTIME_DEPLOYMENT_PURPOSE__FUNCTIONAL_GOVERNANCE_OR_FUNCTIONAL_DELIVERY,TO_MAP_TO_NATIVE_ENGINES,TO_MAP_TO_CANONICAL_OBJECTS,SOURCE_STRUCTURED_RECORDS_IDENTIFIED__GOVERNED_OUTPUT_MAPPING_REQUIRED,NOT_ACCEPTED_UNTIL_JOB_CAN_BE_PERFORMED_END_TO_END_IN_NUBLOX,2026-09-24
ERP-CBE-JP-058,CBE-JP-058,Plasterer,D07,F09;F10;F12;F13;F23;F26;F27,Finishes,Estimate; areas; materials; schedule; application; snagging,Quotes; work orders; material usage; photos,"Perform Estimate; areas; materials; schedule; application; snagging using specialist authoring, calculation, field or business systems; create and exchange Quotes; work orders; material usage; photos.","Provide native job workspace for Estimate; areas; materials; schedule; application; snagging; create/control Quotes; work orders; material usage; photos as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",PERSON_EXECUTES_THROUGH_ACTIVE_POSITION_JOB_PROFILE_AND_CONTEXTUAL_DEPLOYMENT,RUNTIME_DEPLOYMENT_PURPOSE__FUNCTIONAL_GOVERNANCE_OR_FUNCTIONAL_DELIVERY,TO_MAP_TO_NATIVE_ENGINES,TO_MAP_TO_CANONICAL_OBJECTS,SOURCE_STRUCTURED_RECORDS_IDENTIFIED__GOVERNED_OUTPUT_MAPPING_REQUIRED,NOT_ACCEPTED_UNTIL_JOB_CAN_BE_PERFORMED_END_TO_END_IN_NUBLOX,2026-09-24
ERP-CBE-JP-059,CBE-JP-059,Plumber,D08,F09;F10;F12;F13;F22;F23;F26;F27,Installation; Testing; Maintenance,Survey; quote; schedule; installation; fixtures; testing; callouts; maintenance,Quotes; job sheets; test records; asset/service records; invoices,"Perform Survey; quote; schedule; installation; fixtures; testing; callouts; maintenance using specialist authoring, calculation, field or business systems; create and exchange Quotes; job sheets; test records; asset/service records; invoices.","Provide native job workspace for Survey; quote; schedule; installation; fixtures; testing; callouts; maintenance; create/control Quotes; job sheets; test records; asset/service records; invoices as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",PERSON_EXECUTES_THROUGH_ACTIVE_POSITION_JOB_PROFILE_AND_CONTEXTUAL_DEPLOYMENT,RUNTIME_DEPLOYMENT_PURPOSE__FUNCTIONAL_GOVERNANCE_OR_FUNCTIONAL_DELIVERY,TO_MAP_TO_NATIVE_ENGINES,TO_MAP_TO_CANONICAL_OBJECTS,SOURCE_STRUCTURED_RECORDS_IDENTIFIED__GOVERNED_OUTPUT_MAPPING_REQUIRED,NOT_ACCEPTED_UNTIL_JOB_CAN_BE_PERFORMED_END_TO_END_IN_NUBLOX,2026-09-24
ERP-CBE-JP-060,CBE-JP-060,Quantity surveyor,D04,F07;F09;F14;F19;F20;F26;F27,Feasibility; Design; Construction; Final account,Measurement; cost plans; procurement; tender analysis; valuations; variations; forecasts; final accounts,Cost plans; BoQs; tender analyses; valuations; variations; cost reports,"Perform Measurement; cost plans; procurement; tender analysis; valuations; variations; forecasts; final accounts using specialist authoring, calculation, field or business systems; create and exchange Cost plans; BoQs; tender analyses; valuations; variations; cost reports.","Provide native job workspace for Measurement; cost plans; procurement; tender analysis; valuations; variations; forecasts; final accounts; create/control Cost plans; BoQs; tender analyses; valuations; variations; cost reports as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",PERSON_EXECUTES_THROUGH_ACTIVE_POSITION_JOB_PROFILE_AND_CONTEXTUAL_DEPLOYMENT,RUNTIME_DEPLOYMENT_PURPOSE__FUNCTIONAL_GOVERNANCE_OR_FUNCTIONAL_DELIVERY,TO_MAP_TO_NATIVE_ENGINES,TO_MAP_TO_CANONICAL_OBJECTS,SOURCE_STRUCTURED_RECORDS_IDENTIFIED__GOVERNED_OUTPUT_MAPPING_REQUIRED,NOT_ACCEPTED_UNTIL_JOB_CAN_BE_PERFORMED_END_TO_END_IN_NUBLOX,2026-09-24
ERP-CBE-JP-061,CBE-JP-061,Quarry engineer,D11,F09;F10;F11;F12;F13;F22;F23;F26;F27,Extraction; Restoration,Site/production planning; extraction records; plant; safety; environmental/restoration records,Plans; production records; inspections; environmental records,"Perform Site/production planning; extraction records; plant; safety; environmental/restoration records using specialist authoring, calculation, field or business systems; create and exchange Plans; production records; inspections; environmental records.","Provide native job workspace for Site/production planning; extraction records; plant; safety; environmental/restoration records; create/control Plans; production records; inspections; environmental records as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",PERSON_EXECUTES_THROUGH_ACTIVE_POSITION_JOB_PROFILE_AND_CONTEXTUAL_DEPLOYMENT,RUNTIME_DEPLOYMENT_PURPOSE__FUNCTIONAL_GOVERNANCE_OR_FUNCTIONAL_DELIVERY,TO_MAP_TO_NATIVE_ENGINES,TO_MAP_TO_CANONICAL_OBJECTS,SOURCE_STRUCTURED_RECORDS_IDENTIFIED__GOVERNED_OUTPUT_MAPPING_REQUIRED,NOT_ACCEPTED_UNTIL_JOB_CAN_BE_PERFORMED_END_TO_END_IN_NUBLOX,2026-09-24
ERP-CBE-JP-062,CBE-JP-062,Quarry worker,D11,F09;F10;F11;F12;F13;F22;F23;F26;F27,Extraction,Tasks; plant checks; production logs; materials; safety; maintenance defects,Shift logs; plant checks; production records,"Perform Tasks; plant checks; production logs; materials; safety; maintenance defects using specialist authoring, calculation, field or business systems; create and exchange Shift logs; plant checks; production records.","Provide native job workspace for Tasks; plant checks; production logs; materials; safety; maintenance defects; create/control Shift logs; plant checks; production records as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",PERSON_EXECUTES_THROUGH_ACTIVE_POSITION_JOB_PROFILE_AND_CONTEXTUAL_DEPLOYMENT,RUNTIME_DEPLOYMENT_PURPOSE__FUNCTIONAL_GOVERNANCE_OR_FUNCTIONAL_DELIVERY,TO_MAP_TO_NATIVE_ENGINES,TO_MAP_TO_CANONICAL_OBJECTS,SOURCE_STRUCTURED_RECORDS_IDENTIFIED__GOVERNED_OUTPUT_MAPPING_REQUIRED,NOT_ACCEPTED_UNTIL_JOB_CAN_BE_PERFORMED_END_TO_END_IN_NUBLOX,2026-09-24
ERP-CBE-JP-063,CBE-JP-063,Refrigeration and air-conditioning installer,D08,F09;F10;F12;F13;F22;F23;F26;F27,Installation; Commissioning; Maintenance,Survey; equipment selection; installation; commissioning; refrigerant/service records; maintenance,Job sheets; equipment records; commissioning/test records; service logs,"Perform Survey; equipment selection; installation; commissioning; refrigerant/service records; maintenance using specialist authoring, calculation, field or business systems; create and exchange Job sheets; equipment records; commissioning/test records; service logs.","Provide native job workspace for Survey; equipment selection; installation; commissioning; refrigerant/service records; maintenance; create/control Job sheets; equipment records; commissioning/test records; service logs as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",PERSON_EXECUTES_THROUGH_ACTIVE_POSITION_JOB_PROFILE_AND_CONTEXTUAL_DEPLOYMENT,RUNTIME_DEPLOYMENT_PURPOSE__FUNCTIONAL_GOVERNANCE_OR_FUNCTIONAL_DELIVERY,TO_MAP_TO_NATIVE_ENGINES,TO_MAP_TO_CANONICAL_OBJECTS,SOURCE_STRUCTURED_RECORDS_IDENTIFIED__GOVERNED_OUTPUT_MAPPING_REQUIRED,NOT_ACCEPTED_UNTIL_JOB_CAN_BE_PERFORMED_END_TO_END_IN_NUBLOX,2026-09-24
ERP-CBE-JP-064,CBE-JP-064,Road worker,D12,F09;F10;F12;F13;F22;F23;F26;F27,Infrastructure construction; Maintenance,Work packs; traffic-management references; plant; materials; daily progress; inspections,Work orders; daily records; material usage; inspection records,"Perform Work packs; traffic-management references; plant; materials; daily progress; inspections using specialist authoring, calculation, field or business systems; create and exchange Work orders; daily records; material usage; inspection records.","Provide native job workspace for Work packs; traffic-management references; plant; materials; daily progress; inspections; create/control Work orders; daily records; material usage; inspection records as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",PERSON_EXECUTES_THROUGH_ACTIVE_POSITION_JOB_PROFILE_AND_CONTEXTUAL_DEPLOYMENT,RUNTIME_DEPLOYMENT_PURPOSE__FUNCTIONAL_GOVERNANCE_OR_FUNCTIONAL_DELIVERY,TO_MAP_TO_NATIVE_ENGINES,TO_MAP_TO_CANONICAL_OBJECTS,SOURCE_STRUCTURED_RECORDS_IDENTIFIED__GOVERNED_OUTPUT_MAPPING_REQUIRED,NOT_ACCEPTED_UNTIL_JOB_CAN_BE_PERFORMED_END_TO_END_IN_NUBLOX,2026-09-24
ERP-CBE-JP-065,CBE-JP-065,Roofer,D07,F09;F10;F12;F13;F23;F26;F27,Envelope construction; Maintenance,Survey; estimate; materials; access; installation/repair; inspections; photos,Quotes; work orders; material schedules; photos,"Perform Survey; estimate; materials; access; installation/repair; inspections; photos using specialist authoring, calculation, field or business systems; create and exchange Quotes; work orders; material schedules; photos.","Provide native job workspace for Survey; estimate; materials; access; installation/repair; inspections; photos; create/control Quotes; work orders; material schedules; photos as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",PERSON_EXECUTES_THROUGH_ACTIVE_POSITION_JOB_PROFILE_AND_CONTEXTUAL_DEPLOYMENT,RUNTIME_DEPLOYMENT_PURPOSE__FUNCTIONAL_GOVERNANCE_OR_FUNCTIONAL_DELIVERY,TO_MAP_TO_NATIVE_ENGINES,TO_MAP_TO_CANONICAL_OBJECTS,SOURCE_STRUCTURED_RECORDS_IDENTIFIED__GOVERNED_OUTPUT_MAPPING_REQUIRED,NOT_ACCEPTED_UNTIL_JOB_CAN_BE_PERFORMED_END_TO_END_IN_NUBLOX,2026-09-24
ERP-CBE-JP-066,CBE-JP-066,Rural surveyor,D03,F05;F07;F14;F19;F22;F26;F27,Acquisition; Management,Land/property records; valuations; tenancy/estate work; land management; inspections,Valuations; plans; property records; reports,"Perform Land/property records; valuations; tenancy/estate work; land management; inspections using specialist authoring, calculation, field or business systems; create and exchange Valuations; plans; property records; reports.","Provide native job workspace for Land/property records; valuations; tenancy/estate work; land management; inspections; create/control Valuations; plans; property records; reports as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",PERSON_EXECUTES_THROUGH_ACTIVE_POSITION_JOB_PROFILE_AND_CONTEXTUAL_DEPLOYMENT,RUNTIME_DEPLOYMENT_PURPOSE__FUNCTIONAL_GOVERNANCE_OR_FUNCTIONAL_DELIVERY,TO_MAP_TO_NATIVE_ENGINES,TO_MAP_TO_CANONICAL_OBJECTS,SOURCE_STRUCTURED_RECORDS_IDENTIFIED__GOVERNED_OUTPUT_MAPPING_REQUIRED,NOT_ACCEPTED_UNTIL_JOB_CAN_BE_PERFORMED_END_TO_END_IN_NUBLOX,2026-09-24
ERP-CBE-JP-067,CBE-JP-067,Scaffolder,D11,F09;F10;F11;F12;F13;F22;F23;F26;F27,Construction enabling works,Scaffold design/reference; erection; inspection; handover; tagging; alterations; dismantle,Scaffold register; inspection records; handover certificates,"Perform Scaffold design/reference; erection; inspection; handover; tagging; alterations; dismantle using specialist authoring, calculation, field or business systems; create and exchange Scaffold register; inspection records; handover certificates.","Provide native job workspace for Scaffold design/reference; erection; inspection; handover; tagging; alterations; dismantle; create/control Scaffold register; inspection records; handover certificates as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",PERSON_EXECUTES_THROUGH_ACTIVE_POSITION_JOB_PROFILE_AND_CONTEXTUAL_DEPLOYMENT,RUNTIME_DEPLOYMENT_PURPOSE__FUNCTIONAL_GOVERNANCE_OR_FUNCTIONAL_DELIVERY,TO_MAP_TO_NATIVE_ENGINES,TO_MAP_TO_CANONICAL_OBJECTS,SOURCE_STRUCTURED_RECORDS_IDENTIFIED__GOVERNED_OUTPUT_MAPPING_REQUIRED,NOT_ACCEPTED_UNTIL_JOB_CAN_BE_PERFORMED_END_TO_END_IN_NUBLOX,2026-09-24
ERP-CBE-JP-068,CBE-JP-068,Security systems installer,D08,F09;F10;F12;F13;F22;F23;F26;F27,Installation; Commissioning; Maintenance,Survey; quote; device/system design; installation; testing; commissioning; maintenance,Quotes; device registers; test results; commissioning/service records,"Perform Survey; quote; device/system design; installation; testing; commissioning; maintenance using specialist authoring, calculation, field or business systems; create and exchange Quotes; device registers; test results; commissioning/service records.","Provide native job workspace for Survey; quote; device/system design; installation; testing; commissioning; maintenance; create/control Quotes; device registers; test results; commissioning/service records as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",PERSON_EXECUTES_THROUGH_ACTIVE_POSITION_JOB_PROFILE_AND_CONTEXTUAL_DEPLOYMENT,RUNTIME_DEPLOYMENT_PURPOSE__FUNCTIONAL_GOVERNANCE_OR_FUNCTIONAL_DELIVERY,TO_MAP_TO_NATIVE_ENGINES,TO_MAP_TO_CANONICAL_OBJECTS,SOURCE_STRUCTURED_RECORDS_IDENTIFIED__GOVERNED_OUTPUT_MAPPING_REQUIRED,NOT_ACCEPTED_UNTIL_JOB_CAN_BE_PERFORMED_END_TO_END_IN_NUBLOX,2026-09-24
ERP-CBE-JP-069,CBE-JP-069,Shopfitter,D07,F09;F10;F12;F13;F23;F26;F27,Fit-out,Survey; programme; fabrication/install coordination; materials; snagging; handover,Work orders; drawings; material schedules; snagging records,"Perform Survey; programme; fabrication/install coordination; materials; snagging; handover using specialist authoring, calculation, field or business systems; create and exchange Work orders; drawings; material schedules; snagging records.","Provide native job workspace for Survey; programme; fabrication/install coordination; materials; snagging; handover; create/control Work orders; drawings; material schedules; snagging records as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",PERSON_EXECUTES_THROUGH_ACTIVE_POSITION_JOB_PROFILE_AND_CONTEXTUAL_DEPLOYMENT,RUNTIME_DEPLOYMENT_PURPOSE__FUNCTIONAL_GOVERNANCE_OR_FUNCTIONAL_DELIVERY,TO_MAP_TO_NATIVE_ENGINES,TO_MAP_TO_CANONICAL_OBJECTS,SOURCE_STRUCTURED_RECORDS_IDENTIFIED__GOVERNED_OUTPUT_MAPPING_REQUIRED,NOT_ACCEPTED_UNTIL_JOB_CAN_BE_PERFORMED_END_TO_END_IN_NUBLOX,2026-09-24
