capability_id,function_code,function_name,l2_id,l2_name,activity_sequence,activity_name,work_pattern,native_engine_ids,shared_platform_engine_ids,canonical_object_mapping_status,implementation_reconciliation_status,effective_date
"NCC-F15.01-002","F15","Human Resources / Human Capital","F15.01","People strategy","2","policies","OPERATE","NTE-028","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F15.01-003","F15","Human Resources / Human Capital","F15.01","People strategy","3","operating model","OPERATE","NTE-028","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F15.01-004","F15","Human Resources / Human Capital","F15.01","People strategy","4","priorities","PLAN_OPTIMISE","NTE-028","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F15.02-001","F15","Human Resources / Human Capital","F15.02","Workforce planning","1","Forecast demand","PLAN_OPTIMISE","NTE-028","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F15.02-002","F15","Human Resources / Human Capital","F15.02","Workforce planning","2","analyse capacity","ANALYSE","NTE-028","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F15.02-003","F15","Human Resources / Human Capital","F15.02","Workforce planning","3","identify skills gaps","OPERATE","NTE-028","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F15.02-004","F15","Human Resources / Human Capital","F15.02","Workforce planning","4","develop workforce plan","PLAN_OPTIMISE","NTE-028","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F15.03-001","F15","Human Resources / Human Capital","F15.03","Organisation design","1","Design organisation","AUTHOR_CREATE","NTE-028","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F15.03-002","F15","Human Resources / Human Capital","F15.03","Organisation design","2","roles","OPERATE","NTE-028","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F15.03-003","F15","Human Resources / Human Capital","F15.03","Organisation design","3","reporting structures","OPERATE","NTE-028","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F15.03-004","F15","Human Resources / Human Capital","F15.03","Organisation design","4","spans/layers","OPERATE","NTE-028","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F15.04-001","F15","Human Resources / Human Capital","F15.04","Job architecture","1","Define jobs","AUTHOR_CREATE","NTE-028","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F15.04-002","F15","Human Resources / Human Capital","F15.04","Job architecture","2","grades","OPERATE","NTE-028","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F15.04-003","F15","Human Resources / Human Capital","F15.04","Job architecture","3","competencies","OPERATE","NTE-028","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F15.04-004","F15","Human Resources / Human Capital","F15.04","Job architecture","4","career paths","OPERATE","NTE-028","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F15.05-001","F15","Human Resources / Human Capital","F15.05","Recruitment","1","Create requisition","AUTHOR_CREATE","NTE-028","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F15.05-002","F15","Human Resources / Human Capital","F15.05","Recruitment","2","advertise","OPERATE","NTE-028","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F15.05-003","F15","Human Resources / Human Capital","F15.05","Recruitment","3","source","OPERATE","NTE-028","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F15.05-004","F15","Human Resources / Human Capital","F15.05","Recruitment","4","screen","OPERATE","NTE-028","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F15.05-005","F15","Human Resources / Human Capital","F15.05","Recruitment","5","interview","OPERATE","NTE-028","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F15.05-006","F15","Human Resources / Human Capital","F15.05","Recruitment","6","select","OPERATE","NTE-028","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F15.05-007","F15","Human Resources / Human Capital","F15.05","Recruitment","7","offer","OPERATE","NTE-028","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F15.06-001","F15","Human Resources / Human Capital","F15.06","Pre-employment","1","Verify identity","ASSURE_VERIFY","NTE-028","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F15.06-002","F15","Human Resources / Human Capital","F15.06","Pre-employment","2","references","OPERATE","NTE-028","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F15.06-003","F15","Human Resources / Human Capital","F15.06","Pre-employment","3","qualifications","OPERATE","NTE-028","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F15.06-004","F15","Human Resources / Human Capital","F15.06","Pre-employment","4","background checks","OPERATE","NTE-028","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F15.07-001","F15","Human Resources / Human Capital","F15.07","Onboarding","1","Create employee record","AUTHOR_CREATE","NTE-028","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F15.07-002","F15","Human Resources / Human Capital","F15.07","Onboarding","2","issue equipment","OPERATE","NTE-028","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F15.07-003","F15","Human Resources / Human Capital","F15.07","Onboarding","3","induction","OPERATE","NTE-028","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F15.07-004","F15","Human Resources / Human Capital","F15.07","Onboarding","4","mandatory training","OPERATE","NTE-028","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F15.08-001","F15","Human Resources / Human Capital","F15.08","Employee administration","1","Maintain personal/job information","OPERATE","NTE-028","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F15.08-002","F15","Human Resources / Human Capital","F15.08","Employee administration","2","process transfers","TRANSACT_EXECUTE","NTE-028","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F15.08-003","F15","Human Resources / Human Capital","F15.08","Employee administration","3","promotions","OPERATE","NTE-028","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F15.08-004","F15","Human Resources / Human Capital","F15.08","Employee administration","4","status changes","OPERATE","NTE-028","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F15.09-001","F15","Human Resources / Human Capital","F15.09","Time & attendance","1","Record hours","OPERATE","NTE-028","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F15.09-002","F15","Human Resources / Human Capital","F15.09","Time & attendance","2","shifts","OPERATE","NTE-028","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F15.09-003","F15","Human Resources / Human Capital","F15.09","Time & attendance","3","overtime","OPERATE","NTE-028","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F15.09-004","F15","Human Resources / Human Capital","F15.09","Time & attendance","4","absence","OPERATE","NTE-028","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F15.09-005","F15","Human Resources / Human Capital","F15.09","Time & attendance","5","approve timesheets","GOVERN_DECIDE","NTE-028","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F15.10-001","F15","Human Resources / Human Capital","F15.10","Payroll","1","Calculate pay","ANALYSE","NTE-028","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F15.10-002","F15","Human Resources / Human Capital","F15.10","Payroll","2","deductions","OPERATE","NTE-028","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F15.10-003","F15","Human Resources / Human Capital","F15.10","Payroll","3","tax","OPERATE","NTE-028","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F15.10-004","F15","Human Resources / Human Capital","F15.10","Payroll","4","approve","GOVERN_DECIDE","NTE-028","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F15.10-005","F15","Human Resources / Human Capital","F15.10","Payroll","5","pay employee","TRANSACT_EXECUTE","NTE-028","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F15.10-006","F15","Human Resources / Human Capital","F15.10","Payroll","6","reconcile","OPERATE","NTE-028","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F15.11-001","F15","Human Resources / Human Capital","F15.11","Compensation","1","Benchmark roles","OPERATE","NTE-028","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F15.11-002","F15","Human Resources / Human Capital","F15.11","Compensation","2","establish salary ranges","AUTHOR_CREATE","NTE-028","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F15.11-003","F15","Human Resources / Human Capital","F15.11","Compensation","3","review salaries","OPERATE","NTE-028","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F15.11-004","F15","Human Resources / Human Capital","F15.11","Compensation","4","administer bonuses","OPERATE","NTE-028","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F15.12-001","F15","Human Resources / Human Capital","F15.12","Benefits","1","Enrol employees","OPERATE","NTE-028;NTE-013","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F15.12-002","F15","Human Resources / Human Capital","F15.12","Benefits","2","administer pensions/insurance/benefits","OPERATE","NTE-028;NTE-013","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F15.12-003","F15","Human Resources / Human Capital","F15.12","Benefits","3","process changes","OPERATE","NTE-028;NTE-013","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F15.13-001","F15","Human Resources / Human Capital","F15.13","Performance management","1","Set objectives","OPERATE","NTE-028;NTE-033","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F15.13-002","F15","Human Resources / Human Capital","F15.13","Performance management","2","check-in","OPERATE","NTE-028;NTE-033","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F15.13-003","F15","Human Resources / Human Capital","F15.13","Performance management","3","assess performance","ANALYSE","NTE-028;NTE-033","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F15.13-004","F15","Human Resources / Human Capital","F15.13","Performance management","4","calibrate","OPERATE","NTE-028;NTE-033","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F15.13-005","F15","Human Resources / Human Capital","F15.13","Performance management","5","rate performance","OPERATE","NTE-028;NTE-033","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F15.14-001","F15","Human Resources / Human Capital","F15.14","Learning & development","1","Identify needs","OPERATE","NTE-028","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F15.14-002","F15","Human Resources / Human Capital","F15.14","Learning & development","2","create courses","AUTHOR_CREATE","NTE-028","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F15.14-003","F15","Human Resources / Human Capital","F15.14","Learning & development","3","enrol learners","OPERATE","NTE-028","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F15.14-004","F15","Human Resources / Human Capital","F15.14","Learning & development","4","deliver training","OPERATE","NTE-028","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F15.14-005","F15","Human Resources / Human Capital","F15.14","Learning & development","5","assess competence","ANALYSE","NTE-028","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F15.15-001","F15","Human Resources / Human Capital","F15.15","Talent management","1","Identify talent","OPERATE","NTE-028","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F15.15-002","F15","Human Resources / Human Capital","F15.15","Talent management","2","succession planning","PLAN_OPTIMISE","NTE-028","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F15.15-003","F15","Human Resources / Human Capital","F15.15","Talent management","3","career development","AUTHOR_CREATE","NTE-028","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F15.15-004","F15","Human Resources / Human Capital","F15.15","Talent management","4","mobility","OPERATE","NTE-028","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F15.16-001","F15","Human Resources / Human Capital","F15.16","Employee engagement","1","Conduct surveys","OPERATE","NTE-028","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F15.16-002","F15","Human Resources / Human Capital","F15.16","Employee engagement","2","analyse sentiment","ANALYSE","NTE-028","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F15.16-003","F15","Human Resources / Human Capital","F15.16","Employee engagement","3","develop engagement actions","AUTHOR_CREATE","NTE-028","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F15.17-001","F15","Human Resources / Human Capital","F15.17","Employee relations","1","Manage grievances","OPERATE","NTE-028","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F15.17-002","F15","Human Resources / Human Capital","F15.17","Employee relations","2","disciplinary action","OPERATE","NTE-028","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F15.17-003","F15","Human Resources / Human Capital","F15.17","Employee relations","3","disputes","OPERATE","NTE-028","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F15.17-004","F15","Human Resources / Human Capital","F15.17","Employee relations","4","consultation","OPERATE","NTE-028","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F15.18-001","F15","Human Resources / Human Capital","F15.18","Absence management","1","Record absence","OPERATE","NTE-028","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F15.18-002","F15","Human Resources / Human Capital","F15.18","Absence management","2","manage return-to-work","OPERATE","NTE-028","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F15.18-003","F15","Human Resources / Human Capital","F15.18","Absence management","3","monitor trends","ANALYSE","NTE-028","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F15.19-001","F15","Human Resources / Human Capital","F15.19","Offboarding","1","Record resignation","OPERATE","NTE-028","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F15.19-002","F15","Human Resources / Human Capital","F15.19","Offboarding","2","retrieve assets","OPERATE","NTE-028","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F15.19-003","F15","Human Resources / Human Capital","F15.19","Offboarding","3","revoke access","OPERATE","NTE-028","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F15.19-004","F15","Human Resources / Human Capital","F15.19","Offboarding","4","final pay","TRANSACT_EXECUTE","NTE-028","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F15.19-005","F15","Human Resources / Human Capital","F15.19","Offboarding","5","exit interview","OPERATE","NTE-028","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F15.20-001","F15","Human Resources / Human Capital","F15.20","HR analytics","1","Analyse headcount","ANALYSE","NTE-028;NTE-033","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F15.20-002","F15","Human Resources / Human Capital","F15.20","HR analytics","2","turnover","OPERATE","NTE-028;NTE-033","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F15.20-003","F15","Human Resources / Human Capital","F15.20","HR analytics","3","absence","OPERATE","NTE-028;NTE-033","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F15.20-004","F15","Human Resources / Human Capital","F15.20","HR analytics","4","diversity","OPERATE","NTE-028;NTE-033","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F15.20-005","F15","Human Resources / Human Capital","F15.20","HR analytics","5","productivity","OPERATE","NTE-028;NTE-033","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F15.20-006","F15","Human Resources / Human Capital","F15.20","HR analytics","6","workforce cost","OPERATE","NTE-028;NTE-033","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
