l2_id,function_code,function_name,l2_name,activity_count,native_engine_ids,shared_platform_engine_ids,mapping_status,effective_date
"F19.11","F19","Legal & Corporate Secretariat","Legal hold/eDiscovery","5","NTE-036;NTE-043;NTE-038","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F19.12","F19","Legal & Corporate Secretariat","Legal obligations","3","NTE-036","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F20.01","F20","Risk, Compliance, Internal Control & Audit","Risk framework","4","NTE-037","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F20.02","F20","Risk, Compliance, Internal Control & Audit","Risk identification","3","NTE-037","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F20.03","F20","Risk, Compliance, Internal Control & Audit","Risk assessment","4","NTE-037","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F20.04","F20","Risk, Compliance, Internal Control & Audit","Risk treatment","5","NTE-037","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F20.05","F20","Risk, Compliance, Internal Control & Audit","Risk monitoring","4","NTE-037","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F20.06","F20","Risk, Compliance, Internal Control & Audit","Regulatory compliance","4","NTE-037","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F20.07","F20","Risk, Compliance, Internal Control & Audit","Compliance monitoring","4","NTE-037","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F20.08","F20","Risk, Compliance, Internal Control & Audit","Control management","4","NTE-037","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F20.09","F20","Risk, Compliance, Internal Control & Audit","Control testing","4","NTE-037","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F20.10","F20","Risk, Compliance, Internal Control & Audit","Internal audit planning","3","NTE-037","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F20.11","F20","Risk, Compliance, Internal Control & Audit","Audit execution","5","NTE-037","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F20.12","F20","Risk, Compliance, Internal Control & Audit","Audit reporting","4","NTE-037;NTE-033","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F20.13","F20","Risk, Compliance, Internal Control & Audit","Issue/remediation","5","NTE-037","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F20.14","F20","Risk, Compliance, Internal Control & Audit","Fraud risk","3","NTE-037","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F20.15","F20","Risk, Compliance, Internal Control & Audit","Ethics & conduct","4","NTE-037","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F20.16","F20","Risk, Compliance, Internal Control & Audit","Assurance coordination","3","NTE-037","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F21.01","F21","Privacy & Information Governance","Privacy governance","3","NTE-038","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F21.02","F21","Privacy & Information Governance","Processing inventory","5","NTE-038","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F21.03","F21","Privacy & Information Governance","Privacy impact assessment","4","NTE-038","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F21.04","F21","Privacy & Information Governance","Consent/preferences","3","NTE-038","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F21.05","F21","Privacy & Information Governance","Data subject rights","5","NTE-038","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F21.06","F21","Privacy & Information Governance","Privacy incidents","4","NTE-038","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F21.07","F21","Privacy & Information Governance","International transfers","3","NTE-038","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F21.08","F21","Privacy & Information Governance","Retention","3","NTE-038","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F21.09","F21","Privacy & Information Governance","Privacy assurance","3","NTE-038;NTE-037","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F22.01","F22","Property, Facilities & Physical Assets","Asset strategy","3","NTE-039","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F22.02","F22","Property, Facilities & Physical Assets","Capital planning","3","NTE-039","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F22.03","F22","Property, Facilities & Physical Assets","Asset acquisition","5","NTE-039","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F22.04","F22","Property, Facilities & Physical Assets","Property acquisition","4","NTE-039","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F22.05","F22","Property, Facilities & Physical Assets","Construction/project delivery","6","NTE-039","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F22.06","F22","Property, Facilities & Physical Assets","Asset register","5","NTE-039","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F22.07","F22","Property, Facilities & Physical Assets","Preventive maintenance","4","NTE-039","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F22.08","F22","Property, Facilities & Physical Assets","Reactive maintenance","5","NTE-039","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F22.09","F22","Property, Facilities & Physical Assets","Reliability","3","NTE-039","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F22.10","F22","Property, Facilities & Physical Assets","Facilities operations","5","NTE-039","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F22.11","F22","Property, Facilities & Physical Assets","Space management","3","NTE-039","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F22.12","F22","Property, Facilities & Physical Assets","Lease management","4","NTE-039","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F22.13","F22","Property, Facilities & Physical Assets","Utilities management","3","NTE-039","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F22.14","F22","Property, Facilities & Physical Assets","Asset disposal","4","NTE-039","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F23.01","F23","Health, Safety, Environment & Sustainability","H&S management","4","NTE-040","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F23.02","F23","Health, Safety, Environment & Sustainability","Hazard identification","3","NTE-040","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F23.03","F23","Health, Safety, Environment & Sustainability","Workplace inspections","4","NTE-040","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F23.04","F23","Health, Safety, Environment & Sustainability","Incident management","4","NTE-040","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F23.05","F23","Health, Safety, Environment & Sustainability","Occupational health","3","NTE-040","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F23.06","F23","Health, Safety, Environment & Sustainability","Permit-to-work","5","NTE-040","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F23.07","F23","Health, Safety, Environment & Sustainability","Environmental management","3","NTE-040","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F23.08","F23","Health, Safety, Environment & Sustainability","Waste management","6","NTE-040","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F23.09","F23","Health, Safety, Environment & Sustainability","Carbon management","4","NTE-040","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F23.10","F23","Health, Safety, Environment & Sustainability","Energy management","4","NTE-040","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F23.11","F23","Health, Safety, Environment & Sustainability","Sustainability strategy","3","NTE-040","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F23.12","F23","Health, Safety, Environment & Sustainability","ESG reporting","5","NTE-040;NTE-033","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F23.13","F23","Health, Safety, Environment & Sustainability","Sustainable supply chain","3","NTE-040","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F23.14","F23","Health, Safety, Environment & Sustainability","Environmental compliance","4","NTE-040;NTE-037","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F24.01","F24","Business Continuity, Crisis & Physical Security","Business continuity governance","4","NTE-041","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F24.02","F24","Business Continuity, Crisis & Physical Security","Business impact analysis","4","NTE-041","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F24.03","F24","Business Continuity, Crisis & Physical Security","Continuity planning","3","NTE-041","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F24.04","F24","Business Continuity, Crisis & Physical Security","Continuity testing","4","NTE-041","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F24.05","F24","Business Continuity, Crisis & Physical Security","Crisis management","4","NTE-041","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F24.06","F24","Business Continuity, Crisis & Physical Security","Emergency response","4","NTE-041","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F24.07","F24","Business Continuity, Crisis & Physical Security","Crisis communications","3","NTE-041","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F24.08","F24","Business Continuity, Crisis & Physical Security","Disaster recovery coordination","3","NTE-041","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F24.09","F24","Business Continuity, Crisis & Physical Security","Physical security","4","NTE-041","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F24.10","F24","Business Continuity, Crisis & Physical Security","Visitor management","4","NTE-041","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F24.11","F24","Business Continuity, Crisis & Physical Security","Security investigations","4","NTE-041","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F24.12","F24","Business Continuity, Crisis & Physical Security","Travel security","4","NTE-041","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F25.01","F25","Communications, Public Affairs & Investor Relations","Corporate communications","3","NTE-042","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F25.02","F25","Communications, Public Affairs & Investor Relations","Internal communications","4","NTE-042","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F25.03","F25","Communications, Public Affairs & Investor Relations","Media relations","4","NTE-042","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F25.04","F25","Communications, Public Affairs & Investor Relations","Public relations","3","NTE-042","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F25.05","F25","Communications, Public Affairs & Investor Relations","Reputation management","4","NTE-042","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F25.06","F25","Communications, Public Affairs & Investor Relations","Public affairs","3","NTE-042","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F25.07","F25","Communications, Public Affairs & Investor Relations","Government relations","4","NTE-042","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F25.08","F25","Communications, Public Affairs & Investor Relations","Investor relations","3","NTE-042","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F25.09","F25","Communications, Public Affairs & Investor Relations","Annual reporting","5","NTE-042;NTE-033","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F25.10","F25","Communications, Public Affairs & Investor Relations","Stakeholder engagement","4","NTE-042","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F25.11","F25","Communications, Public Affairs & Investor Relations","Community relations","3","NTE-042","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F25.12","F25","Communications, Public Affairs & Investor Relations","Crisis communications","4","NTE-042","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F26.01","F26","Knowledge, Document & Records Management","Knowledge strategy","3","NTE-043;NTE-010","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F26.02","F26","Knowledge, Document & Records Management","Knowledge capture","4","NTE-043;NTE-010","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F26.03","F26","Knowledge, Document & Records Management","Knowledge sharing","4","NTE-043;NTE-010","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F26.04","F26","Knowledge, Document & Records Management","Knowledge maintenance","4","NTE-043;NTE-010","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F26.05","F26","Knowledge, Document & Records Management","Document management","6","NTE-043;NTE-010","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F26.06","F26","Knowledge, Document & Records Management","Records management","5","NTE-043;NTE-010","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F26.07","F26","Knowledge, Document & Records Management","Controlled documents","4","NTE-043;NTE-010;NTE-037","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F26.08","F26","Knowledge, Document & Records Management","Records retention","4","NTE-043;NTE-010","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F26.09","F26","Knowledge, Document & Records Management","Enterprise search","4","NTE-043;NTE-010","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F26.10","F26","Knowledge, Document & Records Management","Lessons learned","5","NTE-043;NTE-010","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F27.01","F27","Portfolio, Programme & Project Management","Portfolio management","5","NTE-044;NTE-045","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F27.02","F27","Portfolio, Programme & Project Management","Investment governance","4","NTE-044;NTE-045","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F27.03","F27","Portfolio, Programme & Project Management","Programme management","4","NTE-044;NTE-045","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F27.04","F27","Portfolio, Programme & Project Management","Project initiation","5","NTE-044;NTE-045","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F27.05","F27","Portfolio, Programme & Project Management","Project planning","4","NTE-044;NTE-045","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F27.06","F27","Portfolio, Programme & Project Management","Project execution","4","NTE-044;NTE-045","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F27.07","F27","Portfolio, Programme & Project Management","Project control","5","NTE-044;NTE-045;NTE-037","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F27.08","F27","Portfolio, Programme & Project Management","Project closure","4","NTE-044;NTE-045","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F27.09","F27","Portfolio, Programme & Project Management","PMO","5","NTE-044;NTE-045","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F27.10","F27","Portfolio, Programme & Project Management","Resource management","3","NTE-044;NTE-045","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F28.01","F28","Change & Transformation Management","Transformation strategy","3","NTE-046","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F28.02","F28","Change & Transformation Management","Change impact assessment","4","NTE-046","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F28.03","F28","Change & Transformation Management","Stakeholder management","3","NTE-046","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F28.04","F28","Change & Transformation Management","Change communications","3","NTE-046","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F28.05","F28","Change & Transformation Management","Training/readiness","4","NTE-046","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F28.06","F28","Change & Transformation Management","Adoption management","4","NTE-046","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F28.07","F28","Change & Transformation Management","Organisational transition","4","NTE-046","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F28.08","F28","Change & Transformation Management","Benefits tracking","4","NTE-046;NTE-013","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F29.01","F29","Business Process & Continuous Improvement","Process architecture","3","NTE-047;NTE-048","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F29.02","F29","Business Process & Continuous Improvement","Process ownership","3","NTE-047;NTE-048","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F29.03","F29","Business Process & Continuous Improvement","Process modelling","3","NTE-047;NTE-048","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F29.04","F29","Business Process & Continuous Improvement","Process analysis","5","NTE-047;NTE-048","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F29.05","F29","Business Process & Continuous Improvement","Process redesign","4","NTE-047;NTE-048","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F29.06","F29","Business Process & Continuous Improvement","SOP management","5","NTE-047;NTE-048;NTE-043","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F29.07","F29","Business Process & Continuous Improvement","Workflow automation","4","NTE-047;NTE-048","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F29.08","F29","Business Process & Continuous Improvement","Continuous improvement","4","NTE-047;NTE-048","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F29.09","F29","Business Process & Continuous Improvement","Process compliance","4","NTE-047;NTE-048;NTE-037","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F29.10","F29","Business Process & Continuous Improvement","Process performance","4","NTE-047;NTE-048;NTE-033","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
