candidate_key,family_id,family_name,canonical_name,semantic_kind,maturity,source
BOF-16-016,BOF-16,"Property, estate, space, infrastructure and physical asset",Asset,asset / technical object,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-16-017,BOF-16,"Property, estate, space, infrastructure and physical asset",Component,asset / technical object,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-16-018,BOF-16,"Property, estate, space, infrastructure and physical asset",Maintainable Item,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-16-019,BOF-16,"Property, estate, space, infrastructure and physical asset",Plant,plan,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-16-020,BOF-16,"Property, estate, space, infrastructure and physical asset",Equipment,asset / technical object,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-16-021,BOF-16,"Property, estate, space, infrastructure and physical asset",Vehicle,asset / technical object,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-16-022,BOF-16,"Property, estate, space, infrastructure and physical asset",Tool,asset / technical object,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-16-023,BOF-16,"Property, estate, space, infrastructure and physical asset",Asset Type,asset / technical object,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-16-024,BOF-16,"Property, estate, space, infrastructure and physical asset",Asset Model,controlled information,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-16-025,BOF-16,"Property, estate, space, infrastructure and physical asset",Meter,asset / technical object,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-16-026,BOF-16,"Property, estate, space, infrastructure and physical asset",Sensor,asset / technical object,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-16-027,BOF-16,"Property, estate, space, infrastructure and physical asset",Condition Point,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-16-028,BOF-16,"Property, estate, space, infrastructure and physical asset",Warranty,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-16-029,BOF-16,"Property, estate, space, infrastructure and physical asset",Condition Assessment,projection / measure,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-16-030,BOF-16,"Property, estate, space, infrastructure and physical asset",Lifecycle Status,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-16-031,BOF-16,"Property, estate, space, infrastructure and physical asset",Installed-base Relationship,relationship,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-17-001,BOF-17,"Maintenance, facilities, service, warranty and aftercare",Maintenance Strategy,plan,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-17-002,BOF-17,"Maintenance, facilities, service, warranty and aftercare",Maintenance Plan,plan,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-17-003,BOF-17,"Maintenance, facilities, service, warranty and aftercare",Task Template,work / execution,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-17-004,BOF-17,"Maintenance, facilities, service, warranty and aftercare",Maintenance Schedule,plan,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-17-005,BOF-17,"Maintenance, facilities, service, warranty and aftercare",Work Order,transaction,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-17-006,BOF-17,"Maintenance, facilities, service, warranty and aftercare",Service Request,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-17-007,BOF-17,"Maintenance, facilities, service, warranty and aftercare",Service Case,case,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-17-008,BOF-17,"Maintenance, facilities, service, warranty and aftercare",Service Contract,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-17-009,BOF-17,"Maintenance, facilities, service, warranty and aftercare",Entitlement,relationship,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-17-010,BOF-17,"Maintenance, facilities, service, warranty and aftercare",SLA,relationship,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-17-011,BOF-17,"Maintenance, facilities, service, warranty and aftercare",Service Appointment,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-17-012,BOF-17,"Maintenance, facilities, service, warranty and aftercare",Dispatch,work / execution,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-17-013,BOF-17,"Maintenance, facilities, service, warranty and aftercare",Field Visit,work / execution,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-17-014,BOF-17,"Maintenance, facilities, service, warranty and aftercare",Maintenance Inspection,work / execution,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-17-015,BOF-17,"Maintenance, facilities, service, warranty and aftercare",Failure,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-17-016,BOF-17,"Maintenance, facilities, service, warranty and aftercare",Defect,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-17-017,BOF-17,"Maintenance, facilities, service, warranty and aftercare",Service History,event / evidence,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-17-018,BOF-17,"Maintenance, facilities, service, warranty and aftercare",Parts Consumption,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-17-019,BOF-17,"Maintenance, facilities, service, warranty and aftercare",Warranty Claim,case,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-17-020,BOF-17,"Maintenance, facilities, service, warranty and aftercare",Defects Liability Period,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-17-021,BOF-17,"Maintenance, facilities, service, warranty and aftercare",Aftercare Period,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-17-022,BOF-17,"Maintenance, facilities, service, warranty and aftercare",Service Quote,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-17-023,BOF-17,"Maintenance, facilities, service, warranty and aftercare",Service Acceptance,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-17-024,BOF-17,"Maintenance, facilities, service, warranty and aftercare",Occupancy Record,controlled information,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-17-025,BOF-17,"Maintenance, facilities, service, warranty and aftercare",Lease Relationship,relationship,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-17-026,BOF-17,"Maintenance, facilities, service, warranty and aftercare",Licence Relationship,relationship,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-17-027,BOF-17,"Maintenance, facilities, service, warranty and aftercare",Facilities Request,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-17-028,BOF-17,"Maintenance, facilities, service, warranty and aftercare",Soft FM Service,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-17-029,BOF-17,"Maintenance, facilities, service, warranty and aftercare",Utility Account,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-17-030,BOF-17,"Maintenance, facilities, service, warranty and aftercare",Utility Consumption,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-17-031,BOF-17,"Maintenance, facilities, service, warranty and aftercare",Lifecycle Replacement Plan,plan,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-18-001,BOF-18,"People, HCM, competence, time, payroll and expenses",Worker Relationship,relationship,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-18-002,BOF-18,"People, HCM, competence, time, payroll and expenses",Employment,relationship,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-18-003,BOF-18,"People, HCM, competence, time, payroll and expenses",Engagement,relationship,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-18-004,BOF-18,"People, HCM, competence, time, payroll and expenses",Position,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-18-005,BOF-18,"People, HCM, competence, time, payroll and expenses",Job Profile,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-18-006,BOF-18,"People, HCM, competence, time, payroll and expenses",Reporting Relationship,relationship,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-18-007,BOF-18,"People, HCM, competence, time, payroll and expenses",Career Profile,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-18-008,BOF-18,"People, HCM, competence, time, payroll and expenses",Skill,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-18-009,BOF-18,"People, HCM, competence, time, payroll and expenses",Competency,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-18-010,BOF-18,"People, HCM, competence, time, payroll and expenses",Qualification,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-18-011,BOF-18,"People, HCM, competence, time, payroll and expenses",Licence,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-18-012,BOF-18,"People, HCM, competence, time, payroll and expenses",Card,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-18-013,BOF-18,"People, HCM, competence, time, payroll and expenses",Certification,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-18-014,BOF-18,"People, HCM, competence, time, payroll and expenses",Training Course,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-18-015,BOF-18,"People, HCM, competence, time, payroll and expenses",Training Session,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-18-016,BOF-18,"People, HCM, competence, time, payroll and expenses",Training Record,controlled information,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-18-017,BOF-18,"People, HCM, competence, time, payroll and expenses",CPD Record,controlled information,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-18-018,BOF-18,"People, HCM, competence, time, payroll and expenses",Workforce Plan,plan,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-18-019,BOF-18,"People, HCM, competence, time, payroll and expenses",Availability,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-18-020,BOF-18,"People, HCM, competence, time, payroll and expenses",Shift,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-18-021,BOF-18,"People, HCM, competence, time, payroll and expenses",Work Pattern,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-18-022,BOF-18,"People, HCM, competence, time, payroll and expenses",Allocation,relationship,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-18-023,BOF-18,"People, HCM, competence, time, payroll and expenses",Attendance,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-18-024,BOF-18,"People, HCM, competence, time, payroll and expenses",Time Entry,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-18-025,BOF-18,"People, HCM, competence, time, payroll and expenses",Timesheet,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-18-026,BOF-18,"People, HCM, competence, time, payroll and expenses",Absence,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-18-027,BOF-18,"People, HCM, competence, time, payroll and expenses",Leave,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-18-028,BOF-18,"People, HCM, competence, time, payroll and expenses",Compensation,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-18-029,BOF-18,"People, HCM, competence, time, payroll and expenses",Pay Element,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-18-030,BOF-18,"People, HCM, competence, time, payroll and expenses",Payroll Calendar,reference / classification,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-18-031,BOF-18,"People, HCM, competence, time, payroll and expenses",Payroll Run,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-18-032,BOF-18,"People, HCM, competence, time, payroll and expenses",Payroll Result,event / evidence,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-18-033,BOF-18,"People, HCM, competence, time, payroll and expenses",Payslip,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-18-034,BOF-18,"People, HCM, competence, time, payroll and expenses",Expense Claim,case,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-18-035,BOF-18,"People, HCM, competence, time, payroll and expenses",Vacancy,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-18-036,BOF-18,"People, HCM, competence, time, payroll and expenses",Candidate,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-18-037,BOF-18,"People, HCM, competence, time, payroll and expenses",Job Application,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-18-038,BOF-18,"People, HCM, competence, time, payroll and expenses",Offer,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-18-039,BOF-18,"People, HCM, competence, time, payroll and expenses",Onboarding,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-18-040,BOF-18,"People, HCM, competence, time, payroll and expenses",Performance Review,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-18-041,BOF-18,"People, HCM, competence, time, payroll and expenses",Learning Plan,plan,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-18-042,BOF-18,"People, HCM, competence, time, payroll and expenses",Employee Relations Case,case,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-18-043,BOF-18,"People, HCM, competence, time, payroll and expenses",Offboarding,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-19-001,BOF-19,"Finance, accounting, tax, treasury and enterprise performance",Chart of Accounts,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-19-002,BOF-19,"Finance, accounting, tax, treasury and enterprise performance",GL Account,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-19-003,BOF-19,"Finance, accounting, tax, treasury and enterprise performance",Financial Dimension,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-19-004,BOF-19,"Finance, accounting, tax, treasury and enterprise performance",Cost Code,reference / classification,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-19-005,BOF-19,"Finance, accounting, tax, treasury and enterprise performance",Cost Centre,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-19-006,BOF-19,"Finance, accounting, tax, treasury and enterprise performance",Profit Centre,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-19-007,BOF-19,"Finance, accounting, tax, treasury and enterprise performance",Accounting Period,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-19-008,BOF-19,"Finance, accounting, tax, treasury and enterprise performance",Budget,plan,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-19-009,BOF-19,"Finance, accounting, tax, treasury and enterprise performance",Forecast,plan,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-19-010,BOF-19,"Finance, accounting, tax, treasury and enterprise performance",Journal,transaction,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-19-011,BOF-19,"Finance, accounting, tax, treasury and enterprise performance",Journal Line,transaction,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-19-012,BOF-19,"Finance, accounting, tax, treasury and enterprise performance",Ledger Entry,ledger / posting,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-19-013,BOF-19,"Finance, accounting, tax, treasury and enterprise performance",Accounting Posting,transaction,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-19-014,BOF-19,"Finance, accounting, tax, treasury and enterprise performance",Supplier Invoice,transaction,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-19-015,BOF-19,"Finance, accounting, tax, treasury and enterprise performance",Customer Invoice,transaction,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-19-016,BOF-19,"Finance, accounting, tax, treasury and enterprise performance",Credit Note,transaction,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-19-017,BOF-19,"Finance, accounting, tax, treasury and enterprise performance",Debit Note,transaction,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-19-018,BOF-19,"Finance, accounting, tax, treasury and enterprise performance",Payable Open Item,ledger / posting,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-19-019,BOF-19,"Finance, accounting, tax, treasury and enterprise performance",Receivable Open Item,ledger / posting,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-19-020,BOF-19,"Finance, accounting, tax, treasury and enterprise performance",Payment,transaction,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-19-021,BOF-19,"Finance, accounting, tax, treasury and enterprise performance",Receipt,transaction,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-19-022,BOF-19,"Finance, accounting, tax, treasury and enterprise performance",Allocation,relationship,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-19-023,BOF-19,"Finance, accounting, tax, treasury and enterprise performance",Bank Account,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-19-024,BOF-19,"Finance, accounting, tax, treasury and enterprise performance",Bank Statement,controlled information,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-19-025,BOF-19,"Finance, accounting, tax, treasury and enterprise performance",Bank Transaction,transaction,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-19-026,BOF-19,"Finance, accounting, tax, treasury and enterprise performance",Reconciliation,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-19-027,BOF-19,"Finance, accounting, tax, treasury and enterprise performance",Accrual,transaction,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-19-028,BOF-19,"Finance, accounting, tax, treasury and enterprise performance",Prepayment,transaction,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-19-029,BOF-19,"Finance, accounting, tax, treasury and enterprise performance",Tax Code,reference / classification,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-19-030,BOF-19,"Finance, accounting, tax, treasury and enterprise performance",Tax Transaction,transaction,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-19-031,BOF-19,"Finance, accounting, tax, treasury and enterprise performance",Tax Return,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-19-032,BOF-19,"Finance, accounting, tax, treasury and enterprise performance",Fixed Asset,asset / technical object,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-19-033,BOF-19,"Finance, accounting, tax, treasury and enterprise performance",Depreciation Schedule,plan,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-19-034,BOF-19,"Finance, accounting, tax, treasury and enterprise performance",Depreciation Run,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-19-035,BOF-19,"Finance, accounting, tax, treasury and enterprise performance",Exchange Rate,projection / measure,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-19-036,BOF-19,"Finance, accounting, tax, treasury and enterprise performance",Revaluation,transaction,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-19-037,BOF-19,"Finance, accounting, tax, treasury and enterprise performance",Intercompany Transaction,transaction,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-19-038,BOF-19,"Finance, accounting, tax, treasury and enterprise performance",Consolidation Run,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-19-039,BOF-19,"Finance, accounting, tax, treasury and enterprise performance",Elimination,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-19-040,BOF-19,"Finance, accounting, tax, treasury and enterprise performance",Close Cycle,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-19-041,BOF-19,"Finance, accounting, tax, treasury and enterprise performance",Capex Request,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-19-042,BOF-19,"Finance, accounting, tax, treasury and enterprise performance",Cash Forecast,plan,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-19-043,BOF-19,"Finance, accounting, tax, treasury and enterprise performance",Liquidity Forecast,plan,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-19-044,BOF-19,"Finance, accounting, tax, treasury and enterprise performance",Treasury Facility,asset / technical object,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-19-045,BOF-19,"Finance, accounting, tax, treasury and enterprise performance",Treasury Deal,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-19-046,BOF-19,"Finance, accounting, tax, treasury and enterprise performance",Controlled Reporting Snapshot,controlled information,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-20-001,BOF-20,"Sustainability, carbon, energy, circularity and social value",Carbon Methodology,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-20-002,BOF-20,"Sustainability, carbon, energy, circularity and social value",Carbon Factor Source,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-20-003,BOF-20,"Sustainability, carbon, energy, circularity and social value",Carbon Baseline,plan,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-20-004,BOF-20,"Sustainability, carbon, energy, circularity and social value",Carbon Budget,plan,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-20-005,BOF-20,"Sustainability, carbon, energy, circularity and social value",Carbon Target,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-20-006,BOF-20,"Sustainability, carbon, energy, circularity and social value",Carbon Assessment,projection / measure,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-20-007,BOF-20,"Sustainability, carbon, energy, circularity and social value",Embodied Carbon Item,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-20-008,BOF-20,"Sustainability, carbon, energy, circularity and social value",Operational Energy Record,controlled information,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-20-009,BOF-20,"Sustainability, carbon, energy, circularity and social value",Operational Carbon Record,controlled information,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-20-010,BOF-20,"Sustainability, carbon, energy, circularity and social value",Utility Consumption,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-20-011,BOF-20,"Sustainability, carbon, energy, circularity and social value",Waste Stream,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-20-012,BOF-20,"Sustainability, carbon, energy, circularity and social value",Recovery Record,controlled information,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-20-013,BOF-20,"Sustainability, carbon, energy, circularity and social value",Reuse Record,controlled information,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-20-014,BOF-20,"Sustainability, carbon, energy, circularity and social value",Circularity Assessment,projection / measure,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-20-015,BOF-20,"Sustainability, carbon, energy, circularity and social value",Environmental Product Declaration,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-20-016,BOF-20,"Sustainability, carbon, energy, circularity and social value",Material Provenance,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-20-017,BOF-20,"Sustainability, carbon, energy, circularity and social value",Responsible Procurement Assessment,projection / measure,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-20-018,BOF-20,"Sustainability, carbon, energy, circularity and social value",Biodiversity Measure,projection / measure,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-20-019,BOF-20,"Sustainability, carbon, energy, circularity and social value",Environmental Measure,projection / measure,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-20-020,BOF-20,"Sustainability, carbon, energy, circularity and social value",Social Value Commitment,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-20-021,BOF-20,"Sustainability, carbon, energy, circularity and social value",Social Value Evidence,event / evidence,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-20-022,BOF-20,"Sustainability, carbon, energy, circularity and social value",Social Value Outcome,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-20-023,BOF-20,"Sustainability, carbon, energy, circularity and social value",Climate Risk,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-20-024,BOF-20,"Sustainability, carbon, energy, circularity and social value",Resilience Risk,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-20-025,BOF-20,"Sustainability, carbon, energy, circularity and social value",Cost-Carbon Option Assessment,projection / measure,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-21-001,BOF-21,"Enterprise risk, compliance, internal control and audit",Risk Framework,plan,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-21-002,BOF-21,"Enterprise risk, compliance, internal control and audit",Enterprise Risk,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-21-003,BOF-21,"Enterprise risk, compliance, internal control and audit",Risk Assessment,projection / measure,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-21-004,BOF-21,"Enterprise risk, compliance, internal control and audit",Treatment Plan,plan,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-21-005,BOF-21,"Enterprise risk, compliance, internal control and audit",Regulatory Obligation,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-21-006,BOF-21,"Enterprise risk, compliance, internal control and audit",Compliance Requirement,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-21-007,BOF-21,"Enterprise risk, compliance, internal control and audit",Compliance Assessment,projection / measure,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-21-008,BOF-21,"Enterprise risk, compliance, internal control and audit",Internal Control,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-21-009,BOF-21,"Enterprise risk, compliance, internal control and audit",Control Test,work / execution,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-21-010,BOF-21,"Enterprise risk, compliance, internal control and audit",Assurance Plan,plan,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-21-011,BOF-21,"Enterprise risk, compliance, internal control and audit",Audit Plan,plan,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-21-012,BOF-21,"Enterprise risk, compliance, internal control and audit",Audit Engagement,relationship,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-21-013,BOF-21,"Enterprise risk, compliance, internal control and audit",Audit Finding,case,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-21-014,BOF-21,"Enterprise risk, compliance, internal control and audit",Remediation Action,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-21-015,BOF-21,"Enterprise risk, compliance, internal control and audit",Fraud Case,case,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-21-016,BOF-21,"Enterprise risk, compliance, internal control and audit",Conduct Case,case,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-21-017,BOF-21,"Enterprise risk, compliance, internal control and audit",Compliance Evidence,event / evidence,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-22-001,BOF-22,"Legal, corporate secretariat, privacy and records obligations",Legal Matter,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-22-002,BOF-22,"Legal, corporate secretariat, privacy and records obligations",Advice Request,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-22-003,BOF-22,"Legal, corporate secretariat, privacy and records obligations",Legal Obligation,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
