activity_id,workspace,subfunction_id,subfunction,activity,aggregate_id,object_model_id,object_name,action,access_mode,approval_required,decision_required,evidence_required,secondary_aggregates
F15.15.A01,F15,F15.15,Talent Management,Identify talent,AGG-18-TALENT,HCM-SUCCESSION-PLAN,Talent / Succession,analyse,query,false,false,false,
F15.15.A02,F15,F15.15,Talent Management,succession planning,AGG-18-TALENT,HCM-SUCCESSION-PLAN,Talent / Succession,execute,command,false,false,true,
F15.15.A03,F15,F15.15,Talent Management,career development,AGG-18-TALENT,HCM-SUCCESSION-PLAN,Talent / Succession,execute,command,false,false,true,
F15.15.A04,F15,F15.15,Talent Management,mobility,AGG-18-TALENT,HCM-SUCCESSION-PLAN,Talent / Succession,execute,command,false,false,true,
F15.16.A01,F15,F15.16,Employee Engagement,Conduct surveys,AGG-02-PERFORMANCE,SGP-PERFORMANCE-OBSERVATION,Employee Engagement Observation,execute,command,false,false,true,AGG-18-WORKFORCE
F15.16.A02,F15,F15.16,Employee Engagement,analyse sentiment,AGG-02-PERFORMANCE,SGP-PERFORMANCE-SNAPSHOT,People Performance / Engagement,analyse,query,false,false,false,AGG-18-WORKFORCE
F15.16.A03,F15,F15.16,Employee Engagement,develop engagement actions,AGG-27-DECISION,WORK-FOLLOW-UP-ACTION,Engagement Follow-up Action,create,command,false,false,true,AGG-18-WORKFORCE|AGG-02-PERFORMANCE
F15.17.A01,F15,F15.17,Employee Relations,Manage grievances,AGG-18-WORKFORCE,HCM-WORKER-RELATIONSHIP,Worker Relationship / Case,configure,command,false,false,true,
F15.17.A02,F15,F15.17,Employee Relations,disciplinary action,AGG-18-WORKFORCE,HCM-WORKER-RELATIONSHIP,Worker Relationship / Case,execute,command,false,false,true,
F15.17.A03,F15,F15.17,Employee Relations,disputes,AGG-18-WORKFORCE,HCM-WORKER-RELATIONSHIP,Worker Relationship / Case,execute,command,false,false,true,
F15.17.A04,F15,F15.17,Employee Relations,consultation,AGG-18-WORKFORCE,HCM-WORKER-RELATIONSHIP,Worker Relationship / Case,read,query,false,false,false,
F15.18.A01,F15,F15.18,Absence Management,Record absence,AGG-18-TIMESHEET,HCM-TIMESHEET,Time / Attendance / Absence,record,command,false,false,true,AGG-18-WORKFORCE
F15.18.A02,F15,F15.18,Absence Management,manage return-to-work,AGG-18-TIMESHEET,HCM-TIMESHEET,Time / Attendance / Absence,configure,command,false,false,true,AGG-18-WORKFORCE
F15.18.A03,F15,F15.18,Absence Management,monitor trends,AGG-18-TIMESHEET,HCM-TIMESHEET,Time / Attendance / Absence,monitor,query,false,false,false,AGG-18-WORKFORCE
F15.19.A01,F15,F15.19,Offboarding,Record resignation,AGG-18-WORKFORCE,HCM-WORKER-RELATIONSHIP,Worker Relationship / Case,record,command,false,false,true,
F15.19.A02,F15,F15.19,Offboarding,retrieve assets,AGG-18-WORKFORCE,HCM-WORKER-RELATIONSHIP,Worker Relationship / Case,read,query,false,false,false,
F15.19.A03,F15,F15.19,Offboarding,revoke access,AGG-18-WORKFORCE,HCM-WORKER-RELATIONSHIP,Worker Relationship / Case,execute,command,false,false,true,
F15.19.A04,F15,F15.19,Offboarding,final pay,AGG-18-WORKFORCE,HCM-WORKER-RELATIONSHIP,Worker Relationship / Case,execute,command,false,false,true,
F15.19.A05,F15,F15.19,Offboarding,exit interview,AGG-18-WORKFORCE,HCM-WORKER-RELATIONSHIP,Worker Relationship / Case,execute,command,false,false,true,
F15.20.A01,F15,F15.20,HR Analytics,Analyse headcount,AGG-02-PERFORMANCE,SGP-PERFORMANCE-SNAPSHOT,People Performance / Engagement,analyse,query,false,false,false,AGG-18-WORKFORCE
F15.20.A02,F15,F15.20,HR Analytics,turnover,AGG-02-PERFORMANCE,SGP-PERFORMANCE-SNAPSHOT,People Performance / Engagement,analyse,query,false,false,false,AGG-18-WORKFORCE
F15.20.A03,F15,F15.20,HR Analytics,absence,AGG-02-PERFORMANCE,SGP-PERFORMANCE-SNAPSHOT,People Performance / Engagement,analyse,query,false,false,false,AGG-18-WORKFORCE
F15.20.A04,F15,F15.20,HR Analytics,diversity,AGG-02-PERFORMANCE,SGP-PERFORMANCE-SNAPSHOT,People Performance / Engagement,analyse,query,false,false,false,AGG-18-WORKFORCE
F15.20.A05,F15,F15.20,HR Analytics,productivity,AGG-02-PERFORMANCE,SGP-PERFORMANCE-SNAPSHOT,People Performance / Engagement,analyse,query,false,false,false,AGG-18-WORKFORCE
F15.20.A06,F15,F15.20,HR Analytics,workforce cost,AGG-02-PERFORMANCE,SGP-PERFORMANCE-SNAPSHOT,People Performance / Engagement,analyse,query,false,false,false,AGG-18-WORKFORCE
F16.01.A01,F16,F16.01,IT Strategy,Define technology strategy,AGG-24-TECHNOLOGY,IT-TECHNOLOGY-SERVICE,Technology Service / Architecture,create,command,false,false,true,AGG-02-STRATEGY
F16.01.A02,F16,F16.01,IT Strategy,principles,AGG-24-TECHNOLOGY,IT-TECHNOLOGY-SERVICE,Technology Service / Architecture,execute,command,false,false,true,AGG-02-STRATEGY
F16.01.A03,F16,F16.01,IT Strategy,roadmap,AGG-24-TECHNOLOGY,IT-TECHNOLOGY-SERVICE,Technology Service / Architecture,execute,command,false,false,true,AGG-02-STRATEGY
F16.01.A04,F16,F16.01,IT Strategy,investment priorities,AGG-24-TECHNOLOGY,IT-TECHNOLOGY-SERVICE,Technology Service / Architecture,execute,command,false,false,true,AGG-02-STRATEGY
F16.02.A01,F16,F16.02,Enterprise Architecture,Define business/data/application/technology architecture,AGG-24-TECHNOLOGY,IT-TECHNOLOGY-SERVICE,Technology Service / Architecture,create,command,false,false,true,AGG-02-STRATEGY
F16.02.A02,F16,F16.02,Enterprise Architecture,standards,AGG-24-TECHNOLOGY,IT-TECHNOLOGY-SERVICE,Technology Service / Architecture,execute,command,false,false,true,AGG-02-STRATEGY
F16.02.A03,F16,F16.02,Enterprise Architecture,target state,AGG-24-TECHNOLOGY,IT-TECHNOLOGY-SERVICE,Technology Service / Architecture,execute,command,false,false,true,AGG-02-STRATEGY
F16.03.A01,F16,F16.03,Solution Architecture,Assess requirements,AGG-24-TECHNOLOGY,IT-TECHNOLOGY-SERVICE,Technology Service / Architecture,review,command,false,false,true,AGG-02-STRATEGY
F16.03.A02,F16,F16.03,Solution Architecture,design solution,AGG-24-TECHNOLOGY,IT-TECHNOLOGY-SERVICE,Technology Service / Architecture,execute,command,false,false,true,AGG-02-STRATEGY
F16.03.A03,F16,F16.03,Solution Architecture,review architecture,AGG-24-TECHNOLOGY,IT-TECHNOLOGY-SERVICE,Technology Service / Architecture,review,command,false,false,true,AGG-02-STRATEGY
F16.03.A04,F16,F16.03,Solution Architecture,approve design,AGG-24-TECHNOLOGY,IT-TECHNOLOGY-SERVICE,Technology Service / Architecture,approve,command,true,true,true,AGG-02-STRATEGY
F16.04.A01,F16,F16.04,Application Management,Acquire/build,AGG-24-TECHNOLOGY-RESOURCE,IT-TECHNOLOGY-RESOURCE,Technology Resource / Service,execute,command,false,false,true,AGG-24-TECHNOLOGY
F16.04.A02,F16,F16.04,Application Management,configure,AGG-24-TECHNOLOGY-RESOURCE,IT-TECHNOLOGY-RESOURCE,Technology Resource / Service,configure,command,false,false,true,AGG-24-TECHNOLOGY
F16.04.A03,F16,F16.04,Application Management,test,AGG-24-TECHNOLOGY-RESOURCE,IT-TECHNOLOGY-RESOURCE,Technology Resource / Service,review,command,false,false,true,AGG-24-TECHNOLOGY
F16.04.A04,F16,F16.04,Application Management,deploy,AGG-24-TECHNOLOGY-RESOURCE,IT-TECHNOLOGY-RESOURCE,Technology Resource / Service,execute,command,false,false,true,AGG-24-TECHNOLOGY
F16.04.A05,F16,F16.04,Application Management,maintain,AGG-24-TECHNOLOGY-RESOURCE,IT-TECHNOLOGY-RESOURCE,Technology Resource / Service,change,command,false,false,true,AGG-24-TECHNOLOGY
F16.04.A06,F16,F16.04,Application Management,retire applications,AGG-24-TECHNOLOGY-RESOURCE,IT-TECHNOLOGY-RESOURCE,Technology Resource / Service,retire,command,false,false,true,AGG-24-TECHNOLOGY
F16.05.A01,F16,F16.05,Software Development,Analyse requirements,AGG-24-TECHNOLOGY-RESOURCE,IT-TECHNOLOGY-RESOURCE,Technology Resource / Service,analyse,query,false,false,false,AGG-24-TECHNOLOGY
F16.05.A02,F16,F16.05,Software Development,code,AGG-24-TECHNOLOGY-RESOURCE,IT-TECHNOLOGY-RESOURCE,Technology Resource / Service,execute,command,false,false,true,AGG-24-TECHNOLOGY
F16.05.A03,F16,F16.05,Software Development,review,AGG-24-TECHNOLOGY-RESOURCE,IT-TECHNOLOGY-RESOURCE,Technology Resource / Service,review,command,false,false,true,AGG-24-TECHNOLOGY
F16.05.A04,F16,F16.05,Software Development,test,AGG-24-TECHNOLOGY-RESOURCE,IT-TECHNOLOGY-RESOURCE,Technology Resource / Service,review,command,false,false,true,AGG-24-TECHNOLOGY
F16.05.A05,F16,F16.05,Software Development,release,AGG-24-TECHNOLOGY-RESOURCE,IT-TECHNOLOGY-RESOURCE,Technology Resource / Service,publish,command,true,true,true,AGG-24-TECHNOLOGY
F16.05.A06,F16,F16.05,Software Development,maintain,AGG-24-TECHNOLOGY-RESOURCE,IT-TECHNOLOGY-RESOURCE,Technology Resource / Service,change,command,false,false,true,AGG-24-TECHNOLOGY
F16.06.A01,F16,F16.06,DevOps,Build pipelines,AGG-24-TECHNOLOGY-RESOURCE,IT-TECHNOLOGY-RESOURCE,Technology Resource / Service,create,command,false,false,true,AGG-24-TECHNOLOGY
F16.06.A02,F16,F16.06,DevOps,automate tests,AGG-24-TECHNOLOGY-RESOURCE,IT-TECHNOLOGY-RESOURCE,Technology Resource / Service,execute,command,false,false,true,AGG-24-TECHNOLOGY
F16.06.A03,F16,F16.06,DevOps,deploy releases,AGG-24-TECHNOLOGY-RESOURCE,IT-TECHNOLOGY-RESOURCE,Technology Resource / Service,execute,command,true,true,true,AGG-24-TECHNOLOGY
F16.06.A04,F16,F16.06,DevOps,manage environments,AGG-24-TECHNOLOGY-RESOURCE,IT-TECHNOLOGY-RESOURCE,Technology Resource / Service,configure,command,false,false,true,AGG-24-TECHNOLOGY
F16.07.A01,F16,F16.07,Infrastructure,Provision servers/cloud/network/storage,AGG-24-TECHNOLOGY-RESOURCE,IT-TECHNOLOGY-RESOURCE,Technology Resource / Service,execute,command,false,false,true,AGG-24-TECHNOLOGY
F16.07.A02,F16,F16.07,Infrastructure,configure,AGG-24-TECHNOLOGY-RESOURCE,IT-TECHNOLOGY-RESOURCE,Technology Resource / Service,configure,command,false,false,true,AGG-24-TECHNOLOGY
F16.07.A03,F16,F16.07,Infrastructure,monitor,AGG-24-TECHNOLOGY-RESOURCE,IT-TECHNOLOGY-RESOURCE,Technology Resource / Service,monitor,query,false,false,false,AGG-24-TECHNOLOGY
F16.07.A04,F16,F16.07,Infrastructure,maintain,AGG-24-TECHNOLOGY-RESOURCE,IT-TECHNOLOGY-RESOURCE,Technology Resource / Service,change,command,false,false,true,AGG-24-TECHNOLOGY
F16.08.A01,F16,F16.08,Cloud Management,Provision services,AGG-24-TECHNOLOGY-RESOURCE,IT-TECHNOLOGY-RESOURCE,Technology Resource / Service,execute,command,false,false,true,AGG-24-TECHNOLOGY
F16.08.A02,F16,F16.08,Cloud Management,govern subscriptions,AGG-24-TECHNOLOGY-RESOURCE,IT-TECHNOLOGY-RESOURCE,Technology Resource / Service,configure,command,false,false,true,AGG-24-TECHNOLOGY
F16.08.A03,F16,F16.08,Cloud Management,manage cost,AGG-24-TECHNOLOGY-RESOURCE,IT-TECHNOLOGY-RESOURCE,Technology Resource / Service,configure,command,false,false,true,AGG-24-TECHNOLOGY
F16.08.A04,F16,F16.08,Cloud Management,optimise resources,AGG-24-TECHNOLOGY-RESOURCE,IT-TECHNOLOGY-RESOURCE,Technology Resource / Service,execute,command,false,false,true,AGG-24-TECHNOLOGY
F16.09.A01,F16,F16.09,Network Management,Configure network,AGG-24-TECHNOLOGY-RESOURCE,IT-TECHNOLOGY-RESOURCE,Technology Resource / Service,configure,command,false,false,true,AGG-24-TECHNOLOGY
F16.09.A02,F16,F16.09,Network Management,monitor availability,AGG-24-TECHNOLOGY-RESOURCE,IT-TECHNOLOGY-RESOURCE,Technology Resource / Service,monitor,query,false,false,false,AGG-24-TECHNOLOGY
F16.09.A03,F16,F16.09,Network Management,troubleshoot,AGG-24-TECHNOLOGY-RESOURCE,IT-TECHNOLOGY-RESOURCE,Technology Resource / Service,execute,command,false,false,true,AGG-24-TECHNOLOGY
F16.09.A04,F16,F16.09,Network Management,optimise,AGG-24-TECHNOLOGY-RESOURCE,IT-TECHNOLOGY-RESOURCE,Technology Resource / Service,execute,command,false,false,true,AGG-24-TECHNOLOGY
F16.10.A01,F16,F16.10,Endpoint Management,Provision devices,AGG-24-TECHNOLOGY-RESOURCE,IT-TECHNOLOGY-RESOURCE,Technology Resource / Service,execute,command,false,false,true,AGG-24-TECHNOLOGY
F16.10.A02,F16,F16.10,Endpoint Management,configure,AGG-24-TECHNOLOGY-RESOURCE,IT-TECHNOLOGY-RESOURCE,Technology Resource / Service,configure,command,false,false,true,AGG-24-TECHNOLOGY
F16.10.A03,F16,F16.10,Endpoint Management,patch,AGG-24-TECHNOLOGY-RESOURCE,IT-TECHNOLOGY-RESOURCE,Technology Resource / Service,execute,command,false,false,true,AGG-24-TECHNOLOGY
F16.10.A04,F16,F16.10,Endpoint Management,monitor,AGG-24-TECHNOLOGY-RESOURCE,IT-TECHNOLOGY-RESOURCE,Technology Resource / Service,monitor,query,false,false,false,AGG-24-TECHNOLOGY
F16.10.A05,F16,F16.10,Endpoint Management,retire,AGG-24-TECHNOLOGY-RESOURCE,IT-TECHNOLOGY-RESOURCE,Technology Resource / Service,retire,command,false,false,true,AGG-24-TECHNOLOGY
F16.11.A01,F16,F16.11,Identity Administration,Create account,AGG-01-USER-IDENTITY,AUTH-USER-IDENTITY,User Identity / Access,create,command,false,false,true,AGG-24-CYBER|AGG-01-AUTHORITY
F16.11.A02,F16,F16.11,Identity Administration,assign access,AGG-01-USER-IDENTITY,AUTH-USER-IDENTITY,User Identity / Access,allocate,command,false,false,true,AGG-24-CYBER|AGG-01-AUTHORITY
F16.11.A03,F16,F16.11,Identity Administration,modify,AGG-01-USER-IDENTITY,AUTH-USER-IDENTITY,User Identity / Access,change,command,false,false,true,AGG-24-CYBER|AGG-01-AUTHORITY
F16.11.A04,F16,F16.11,Identity Administration,disable,AGG-01-USER-IDENTITY,AUTH-USER-IDENTITY,User Identity / Access,execute,command,false,false,true,AGG-24-CYBER|AGG-01-AUTHORITY
F16.11.A05,F16,F16.11,Identity Administration,periodically review,AGG-01-USER-IDENTITY,AUTH-USER-IDENTITY,User Identity / Access,execute,command,false,false,true,AGG-24-CYBER|AGG-01-AUTHORITY
F16.12.A01,F16,F16.12,IT Service Desk,Log ticket,AGG-24-SERVICE-REQUEST,IT-SERVICE-REQUEST,IT Service Request,record,command,false,false,true,AGG-24-TECHNOLOGY
F16.12.A02,F16,F16.12,IT Service Desk,classify,AGG-24-SERVICE-REQUEST,IT-SERVICE-REQUEST,IT Service Request,execute,command,false,false,true,AGG-24-TECHNOLOGY
F16.12.A03,F16,F16.12,IT Service Desk,prioritise,AGG-24-SERVICE-REQUEST,IT-SERVICE-REQUEST,IT Service Request,execute,command,false,true,true,AGG-24-TECHNOLOGY
F16.12.A04,F16,F16.12,IT Service Desk,resolve,AGG-24-SERVICE-REQUEST,IT-SERVICE-REQUEST,IT Service Request,close,command,false,false,true,AGG-24-TECHNOLOGY
F16.12.A05,F16,F16.12,IT Service Desk,escalate,AGG-24-SERVICE-REQUEST,IT-SERVICE-REQUEST,IT Service Request,execute,command,false,false,true,AGG-24-TECHNOLOGY
F16.12.A06,F16,F16.12,IT Service Desk,close,AGG-24-SERVICE-REQUEST,IT-SERVICE-REQUEST,IT Service Request,close,command,false,false,true,AGG-24-TECHNOLOGY
F16.13.A01,F16,F16.13,Incident Management,Detect incident,AGG-24-INCIDENT,IT-INCIDENT,IT Incident,execute,command,false,false,true,AGG-24-TECHNOLOGY
F16.13.A02,F16,F16.13,Incident Management,restore service,AGG-24-INCIDENT,IT-INCIDENT,IT Incident,execute,command,false,false,true,AGG-24-TECHNOLOGY
F16.13.A03,F16,F16.13,Incident Management,communicate,AGG-24-INCIDENT,IT-INCIDENT,IT Incident,publish,command,false,false,true,AGG-24-TECHNOLOGY
F16.13.A04,F16,F16.13,Incident Management,close,AGG-24-INCIDENT,IT-INCIDENT,IT Incident,close,command,false,false,true,AGG-24-TECHNOLOGY
F16.14.A01,F16,F16.14,Problem Management,Identify recurring issue,AGG-24-PROBLEM,IT-PROBLEM,Problem,analyse,query,false,false,false,AGG-24-TECHNOLOGY
F16.14.A02,F16,F16.14,Problem Management,root-cause analysis,AGG-24-PROBLEM,IT-PROBLEM,Problem,execute,command,false,false,true,AGG-24-TECHNOLOGY
F16.14.A03,F16,F16.14,Problem Management,develop permanent fix,AGG-24-PROBLEM,IT-PROBLEM,Problem,create,command,false,false,true,AGG-24-TECHNOLOGY
F16.15.A01,F16,F16.15,Change Management,Request change,AGG-24-TECHNOLOGY-CHANGE,IT-TECHNOLOGY-CHANGE,Technology Change / Release,execute,command,false,false,true,AGG-24-TECHNOLOGY
F16.15.A02,F16,F16.15,Change Management,assess impact,AGG-24-TECHNOLOGY-CHANGE,IT-TECHNOLOGY-CHANGE,Technology Change / Release,review,command,false,false,true,AGG-24-TECHNOLOGY
F16.15.A03,F16,F16.15,Change Management,approve,AGG-24-TECHNOLOGY-CHANGE,IT-TECHNOLOGY-CHANGE,Technology Change / Release,approve,command,true,true,true,AGG-24-TECHNOLOGY
F16.15.A04,F16,F16.15,Change Management,schedule,AGG-24-TECHNOLOGY-CHANGE,IT-TECHNOLOGY-CHANGE,Technology Change / Release,allocate,command,false,false,true,AGG-24-TECHNOLOGY
F16.15.A05,F16,F16.15,Change Management,implement,AGG-24-TECHNOLOGY-CHANGE,IT-TECHNOLOGY-CHANGE,Technology Change / Release,execute,command,false,false,true,AGG-24-TECHNOLOGY
F16.15.A06,F16,F16.15,Change Management,review,AGG-24-TECHNOLOGY-CHANGE,IT-TECHNOLOGY-CHANGE,Technology Change / Release,review,command,false,false,true,AGG-24-TECHNOLOGY
F16.16.A01,F16,F16.16,Release Management,Plan release,AGG-24-TECHNOLOGY-CHANGE,IT-TECHNOLOGY-CHANGE,Technology Change / Release,allocate,command,true,true,true,AGG-24-TECHNOLOGY
F16.16.A02,F16,F16.16,Release Management,package,AGG-24-TECHNOLOGY-CHANGE,IT-TECHNOLOGY-CHANGE,Technology Change / Release,execute,command,false,false,true,AGG-24-TECHNOLOGY
F16.16.A03,F16,F16.16,Release Management,test,AGG-24-TECHNOLOGY-CHANGE,IT-TECHNOLOGY-CHANGE,Technology Change / Release,review,command,false,false,true,AGG-24-TECHNOLOGY
F16.16.A04,F16,F16.16,Release Management,approve,AGG-24-TECHNOLOGY-CHANGE,IT-TECHNOLOGY-CHANGE,Technology Change / Release,approve,command,true,true,true,AGG-24-TECHNOLOGY
F16.16.A05,F16,F16.16,Release Management,deploy,AGG-24-TECHNOLOGY-CHANGE,IT-TECHNOLOGY-CHANGE,Technology Change / Release,execute,command,false,false,true,AGG-24-TECHNOLOGY
F16.17.A01,F16,F16.17,Configuration Management,Identify assets/configuration items,AGG-24-TECHNOLOGY-CHANGE,IT-TECHNOLOGY-CHANGE,Technology Change / Release,analyse,query,false,false,false,AGG-24-TECHNOLOGY
F16.17.A02,F16,F16.17,Configuration Management,record relationships,AGG-24-TECHNOLOGY-CHANGE,IT-TECHNOLOGY-CHANGE,Technology Change / Release,record,command,false,false,true,AGG-24-TECHNOLOGY
F16.17.A03,F16,F16.17,Configuration Management,audit configuration,AGG-24-TECHNOLOGY-CHANGE,IT-TECHNOLOGY-CHANGE,Technology Change / Release,review,command,false,false,true,AGG-24-TECHNOLOGY
F16.18.A01,F16,F16.18,IT Asset Management,Procure,AGG-24-TECHNOLOGY-RESOURCE,IT-TECHNOLOGY-RESOURCE,Technology Resource / Service,execute,command,false,false,true,AGG-24-TECHNOLOGY
F16.18.A02,F16,F16.18,IT Asset Management,assign,AGG-24-TECHNOLOGY-RESOURCE,IT-TECHNOLOGY-RESOURCE,Technology Resource / Service,allocate,command,false,false,true,AGG-24-TECHNOLOGY
F16.18.A03,F16,F16.18,IT Asset Management,inventory,AGG-24-TECHNOLOGY-RESOURCE,IT-TECHNOLOGY-RESOURCE,Technology Resource / Service,execute,command,false,false,true,AGG-24-TECHNOLOGY
F16.18.A04,F16,F16.18,IT Asset Management,licence,AGG-24-TECHNOLOGY-RESOURCE,IT-TECHNOLOGY-RESOURCE,Technology Resource / Service,execute,command,false,false,true,AGG-24-TECHNOLOGY
F16.18.A05,F16,F16.18,IT Asset Management,recover,AGG-24-TECHNOLOGY-RESOURCE,IT-TECHNOLOGY-RESOURCE,Technology Resource / Service,execute,command,false,false,true,AGG-24-TECHNOLOGY
F16.18.A06,F16,F16.18,IT Asset Management,dispose,AGG-24-TECHNOLOGY-RESOURCE,IT-TECHNOLOGY-RESOURCE,Technology Resource / Service,retire,command,false,false,true,AGG-24-TECHNOLOGY
F16.19.A01,F16,F16.19,Availability / Capacity,Monitor performance,AGG-24-TECHNOLOGY-RESOURCE,IT-TECHNOLOGY-RESOURCE,Technology Resource / Service,monitor,query,false,false,false,AGG-24-TECHNOLOGY
F16.19.A02,F16,F16.19,Availability / Capacity,forecast capacity,AGG-24-TECHNOLOGY-RESOURCE,IT-TECHNOLOGY-RESOURCE,Technology Resource / Service,analyse,query,false,false,false,AGG-24-TECHNOLOGY
F16.19.A03,F16,F16.19,Availability / Capacity,resolve constraints,AGG-24-TECHNOLOGY-RESOURCE,IT-TECHNOLOGY-RESOURCE,Technology Resource / Service,close,command,false,false,true,AGG-24-TECHNOLOGY
F16.20.A01,F16,F16.20,Disaster Recovery,Establish recovery requirements,AGG-23-DISASTER-RECOVERY-PLAN,IT-DISASTER-RECOVERY-PLAN,Disaster Recovery Plan,create,command,false,false,true,AGG-24-TECHNOLOGY|AGG-23-CONTINUITY
F16.20.A02,F16,F16.20,Disaster Recovery,backup,AGG-23-DISASTER-RECOVERY-PLAN,IT-DISASTER-RECOVERY-PLAN,Disaster Recovery Plan,execute,command,false,false,true,AGG-24-TECHNOLOGY|AGG-23-CONTINUITY
F16.20.A03,F16,F16.20,Disaster Recovery,replicate,AGG-23-DISASTER-RECOVERY-PLAN,IT-DISASTER-RECOVERY-PLAN,Disaster Recovery Plan,execute,command,false,false,true,AGG-24-TECHNOLOGY|AGG-23-CONTINUITY
F16.20.A04,F16,F16.20,Disaster Recovery,test recovery,AGG-23-DISASTER-RECOVERY-PLAN,IT-DISASTER-RECOVERY-PLAN,Disaster Recovery Plan,review,command,false,false,true,AGG-24-TECHNOLOGY|AGG-23-CONTINUITY
F16.20.A05,F16,F16.20,Disaster Recovery,restore,AGG-23-DISASTER-RECOVERY-PLAN,IT-DISASTER-RECOVERY-PLAN,Disaster Recovery Plan,execute,command,false,false,true,AGG-24-TECHNOLOGY|AGG-23-CONTINUITY
F16.21.A01,F16,F16.21,Technology Vendor Management,Select vendor,AGG-08-CONTRACT,CBO-CONTRACT,Technology Supplier / Contract,approve,command,true,true,true,AGG-24-TECHNOLOGY|AGG-09-SOURCING
F16.21.A02,F16,F16.21,Technology Vendor Management,manage licence,AGG-08-CONTRACT,CBO-CONTRACT,Technology Supplier / Contract,configure,command,false,false,true,AGG-24-TECHNOLOGY|AGG-09-SOURCING
F16.21.A03,F16,F16.21,Technology Vendor Management,contract,AGG-08-CONTRACT,CBO-CONTRACT,Technology Supplier / Contract,execute,command,false,false,true,AGG-24-TECHNOLOGY|AGG-09-SOURCING
F16.21.A04,F16,F16.21,Technology Vendor Management,SLA,AGG-08-CONTRACT,CBO-CONTRACT,Technology Supplier / Contract,execute,command,false,false,true,AGG-24-TECHNOLOGY|AGG-09-SOURCING
F16.21.A05,F16,F16.21,Technology Vendor Management,renewal,AGG-08-CONTRACT,CBO-CONTRACT,Technology Supplier / Contract,execute,command,false,false,true,AGG-24-TECHNOLOGY|AGG-09-SOURCING
F17.01.A01,F17,F17.01,Data Strategy,Define data vision,AGG-24-DOMAIN,DATA-DOMAIN,Data Domain / Governance,create,command,false,false,true,AGG-24-DATA
F17.01.A02,F17,F17.01,Data Strategy,priorities,AGG-24-DOMAIN,DATA-DOMAIN,Data Domain / Governance,execute,command,false,false,true,AGG-24-DATA
F17.01.A03,F17,F17.01,Data Strategy,architecture,AGG-24-DOMAIN,DATA-DOMAIN,Data Domain / Governance,execute,command,false,false,true,AGG-24-DATA
F17.01.A04,F17,F17.01,Data Strategy,operating model,AGG-24-DOMAIN,DATA-DOMAIN,Data Domain / Governance,execute,command,false,false,true,AGG-24-DATA
F17.02.A01,F17,F17.02,Data Governance,Establish owners/stewards,AGG-24-DOMAIN,DATA-DOMAIN,Data Domain / Governance,create,command,false,false,true,AGG-24-DATA
F17.02.A02,F17,F17.02,Data Governance,policies,AGG-24-DOMAIN,DATA-DOMAIN,Data Domain / Governance,execute,command,false,false,true,AGG-24-DATA
F17.02.A03,F17,F17.02,Data Governance,standards,AGG-24-DOMAIN,DATA-DOMAIN,Data Domain / Governance,execute,command,false,false,true,AGG-24-DATA
F17.02.A04,F17,F17.02,Data Governance,governance forums,AGG-24-DOMAIN,DATA-DOMAIN,Data Domain / Governance,configure,command,false,false,true,AGG-24-DATA
F17.03.A01,F17,F17.03,Data Architecture,Model domains,AGG-24-DOMAIN,DATA-DOMAIN,Data Domain / Governance,analyse,query,false,false,false,AGG-24-DATA
F17.03.A02,F17,F17.03,Data Architecture,integrations,AGG-24-DOMAIN,DATA-DOMAIN,Data Domain / Governance,execute,command,false,false,true,AGG-24-DATA
F17.03.A03,F17,F17.03,Data Architecture,stores,AGG-24-DOMAIN,DATA-DOMAIN,Data Domain / Governance,execute,command,false,false,true,AGG-24-DATA
F17.03.A04,F17,F17.03,Data Architecture,flows,AGG-24-DOMAIN,DATA-DOMAIN,Data Domain / Governance,execute,command,false,false,true,AGG-24-DATA
F17.03.A05,F17,F17.03,Data Architecture,canonical models,AGG-24-DOMAIN,DATA-DOMAIN,Data Domain / Governance,execute,command,false,false,true,AGG-24-DATA
F17.04.A01,F17,F17.04,Master Data Management,Create master record,AGG-01-MASTER-STEWARDSHIP,MDG-STEWARDSHIP-CASE,Master Data Stewardship,create,command,false,false,true,
F17.04.A02,F17,F17.04,Master Data Management,validate,AGG-01-MASTER-STEWARDSHIP,MDG-STEWARDSHIP-CASE,Master Data Stewardship,review,command,false,false,true,
F17.04.A03,F17,F17.04,Master Data Management,match,AGG-01-MASTER-STEWARDSHIP,MDG-STEWARDSHIP-CASE,Master Data Stewardship,reconcile,command,false,false,true,
F17.04.A04,F17,F17.04,Master Data Management,merge,AGG-01-MASTER-STEWARDSHIP,MDG-STEWARDSHIP-CASE,Master Data Stewardship,execute,command,false,false,true,
F17.04.A05,F17,F17.04,Master Data Management,enrich,AGG-01-MASTER-STEWARDSHIP,MDG-STEWARDSHIP-CASE,Master Data Stewardship,execute,command,false,false,true,
F17.04.A06,F17,F17.04,Master Data Management,retire,AGG-01-MASTER-STEWARDSHIP,MDG-STEWARDSHIP-CASE,Master Data Stewardship,retire,command,false,false,true,
F17.05.A01,F17,F17.05,Reference Data,Define codes,AGG-29-REFERENCE-DATA,REF-JURISDICTION,Reference Data,create,command,false,false,true,
F17.05.A02,F17,F17.05,Reference Data,classifications,AGG-29-REFERENCE-DATA,REF-JURISDICTION,Reference Data,execute,command,false,false,true,
F17.05.A03,F17,F17.05,Reference Data,hierarchies,AGG-29-REFERENCE-DATA,REF-JURISDICTION,Reference Data,execute,command,false,false,true,
